FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,SEXUAL_ORIENTATION,Orientamento sessuale,TIME_PERIOD,Osservazione,OBS_STATUS,Stato_osservazione
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2015,2563,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2016,2193,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2017,2052,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2018,2943,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2019,3081,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2020,3962,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2021,4363,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2022,4025,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2015,2572,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2016,2205,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2017,2071,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2018,2956,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2019,3084,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2020,4017,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2021,4406,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2022,4050,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2023,6638,,
A,Annuale,ITD,Nord-est,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2024,8498,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2020,1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2022,1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,TRANS,Transessuale,2020,2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,MISSING,Missing,2023,62,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,MISSING,Missing,2024,47,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2015,25,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2016,14,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2017,12,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2018,10,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2019,9,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2020,36,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2021,31,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2022,27,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2015,25,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2016,14,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2017,12,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2018,10,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2019,9,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2020,38,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2021,31,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2022,28,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2023,62,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2024,47,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,OMOX,Omosessuale,2020,1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,OMOX,Omosessuale,2022,1,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2020,2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,MISSING,Missing,2023,307,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,MISSING,Missing,2024,388,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2015,114,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2016,113,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2017,79,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2018,165,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2019,181,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2020,207,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2021,252,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2022,218,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2015,114,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2016,113,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2017,79,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2018,165,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2019,181,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2020,210,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2021,252,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2022,219,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2023,307,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2024,388,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,NRP,Non indicato,MISSING,Missing,2023,2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,NRP,Non indicato,MISSING,Missing,2024,3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,NRP,Non indicato,TOTAL,Totale,2023,2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,NRP,Non indicato,TOTAL,Totale,2024,3,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2020,2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2022,2,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2020,4,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,MISSING,Missing,2023,371,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,MISSING,Missing,2024,438,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2015,139,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2016,127,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2017,91,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2018,175,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2019,190,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2020,243,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2021,283,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2022,245,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2015,139,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2016,127,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2017,91,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2018,175,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2019,190,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2020,248,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2021,283,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2022,247,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2023,371,,
A,Annuale,ITDA,Trentino Alto Adige / Südtirol,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2024,438,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2015,1,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2016,1,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2017,1,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2018,1,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2019,2,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2020,5,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2021,4,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2022,2,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,TRANS,Transessuale,2017,1,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,TRANS,Transessuale,2018,1,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,TRANS,Transessuale,2019,1,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,TRANS,Transessuale,2020,1,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,TRANS,Transessuale,2021,1,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,MISSING,Missing,2023,303,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,MISSING,Missing,2024,382,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2015,118,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2016,91,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2017,92,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2018,147,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2019,150,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2020,186,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2021,209,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2022,177,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2015,119,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2016,92,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2017,93,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2018,149,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2019,152,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2020,192,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2021,213,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2022,179,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2023,303,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2024,382,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,OMOX,Omosessuale,2015,1,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,OMOX,Omosessuale,2018,1,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,OMOX,Omosessuale,2020,6,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,OMOX,Omosessuale,2021,7,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,OMOX,Omosessuale,2022,4,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2015,3,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2016,2,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2017,5,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2018,2,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2019,1,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2020,12,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2021,9,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2022,4,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,MISSING,Missing,2023,2361,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,MISSING,Missing,2024,3289,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2015,1082,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2016,865,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2017,899,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2018,1207,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2019,1333,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2020,1614,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2021,1881,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2022,1702,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2015,1086,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2016,867,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2017,904,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2018,1210,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2019,1334,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2020,1632,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2021,1896,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2022,1709,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2023,2361,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,F,Femmine,TOTAL,Totale,2024,3289,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,NRP,Non indicato,MISSING,Missing,2023,7,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,NRP,Non indicato,MISSING,Missing,2024,11,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,NRP,Non indicato,TOTAL,Totale,2023,7,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,NRP,Non indicato,TOTAL,Totale,2024,11,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2015,2,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2016,1,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2017,1,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2018,2,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2019,2,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2020,11,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2021,11,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,OMOX,Omosessuale,2022,6,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2015,3,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2016,2,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2017,6,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2018,3,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2019,2,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2020,13,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2021,10,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,TRANS,Transessuale,2022,4,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,MISSING,Missing,2023,2671,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,MISSING,Missing,2024,3682,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2015,1200,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2016,956,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2017,991,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2018,1354,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2019,1483,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2020,1800,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2021,2090,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,OTHER,Altro o non indicato,2022,1879,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2015,1205,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2016,959,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2017,997,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2018,1359,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2019,1486,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2020,1824,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2021,2109,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2022,1888,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2023,2671,,
A,Annuale,ITD3,Veneto,USERS,Utenti del 1522,T,Totale,TOTAL,Totale,2024,3682,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2017,1,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2020,1,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,OMOX,Omosessuale,2021,1,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,MISSING,Missing,2023,79,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,MISSING,Missing,2024,94,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2015,22,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2016,14,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2017,30,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2018,30,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2019,27,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2020,22,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2021,28,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,OTHER,Altro o non indicato,2022,29,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2015,22,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2016,14,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2017,31,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2018,30,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2019,27,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2020,23,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2021,29,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2022,29,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2023,79,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,M,Maschi,TOTAL,Totale,2024,94,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,F,Femmine,OMOX,Omosessuale,2021,2,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2018,1,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2020,2,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2021,1,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,F,Femmine,TRANS,Transessuale,2022,1,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,F,Femmine,MISSING,Missing,2023,438,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,F,Femmine,MISSING,Missing,2024,609,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2015,240,,
A,Annuale,ITD4,Friuli-Venezia Giulia,USERS,Utenti del 1522,F,Femmine,OTHER,Altro o non indicato,2016,224,,
