Regione;Età;Celibi;Coniugati;Divorziati;Vedovi;Uniti civilmente;Maschi già in unione civile (per scioglimento unione);Maschi già in unione civile (per decesso del partner);Totale maschi;Nubili;Coniugate;Divorziate;Vedove;Unite civilmente;Femmine già in unione civile (per scioglimento unione);Femmine già in unione civile (per decesso del partner);Totale femmine;Totale
Campania;17;32106;4;1;0;0;0;0;32111;30205;2;0;0;0;0;0;30207;62318
Campania;18;32832;1;1;1;0;0;0;32835;30020;9;0;0;0;0;0;30029;62864
Campania;19;33021;4;1;0;0;0;0;33026;30457;37;0;0;0;0;0;30494;63520
Campania;20;34078;22;1;0;0;0;0;34101;31251;106;0;0;1;0;0;31358;65459
Campania;21;33417;59;3;1;0;0;0;33480;31188;226;1;0;1;0;0;31416;64896
Campania;22;32596;106;3;0;0;0;0;32705;30282;418;4;0;3;0;0;30707;63412
Campania;23;32937;192;4;1;0;0;0;33134;30013;712;4;0;3;0;0;30732;63866
Campania;24;33216;350;7;0;4;0;0;33577;29949;1105;10;3;1;0;0;31068;64645
Campania;25;32556;632;7;1;6;0;0;33202;28969;1763;15;5;1;1;0;30754;63956
Campania;26;31939;1024;10;3;3;0;0;32979;27770;2640;23;2;7;0;0;30442;63421
