territorio,tipologia_utenti,sesso,periodo,numero_vittime
marche,da operatori,femmine,2023,44
marche,da operatori,femmine,2024,68
marche,da parenti/amici/conoscenti,maschi,2015,16
marche,da parenti/amici/conoscenti,maschi,2016,7
marche,da parenti/amici/conoscenti,maschi,2017,3
marche,da parenti/amici/conoscenti,maschi,2018,3
marche,da parenti/amici/conoscenti,maschi,2019,5
marche,da parenti/amici/conoscenti,maschi,2020,12
marche,da parenti/amici/conoscenti,maschi,2021,9
marche,da parenti/amici/conoscenti,maschi,2022,5
marche,da parenti/amici/conoscenti,maschi,2023,14
marche,da parenti/amici/conoscenti,maschi,2024,22
marche,da parenti/amici/conoscenti,femmine,2015,39
marche,da parenti/amici/conoscenti,femmine,2016,36
marche,da parenti/amici/conoscenti,femmine,2017,21
marche,da parenti/amici/conoscenti,femmine,2018,30
marche,da parenti/amici/conoscenti,femmine,2019,17
marche,da parenti/amici/conoscenti,femmine,2020,19
marche,da parenti/amici/conoscenti,femmine,2021,31
marche,da parenti/amici/conoscenti,femmine,2022,11
marche,da parenti/amici/conoscenti,femmine,2023,61
marche,da parenti/amici/conoscenti,femmine,2024,60
marche,altre chiamate valide,maschi,2015,1
marche,altre chiamate valide,maschi,2017,1
marche,altre chiamate valide,maschi,2018,1
marche,altre chiamate valide,maschi,2019,1
marche,altre chiamate valide,maschi,2021,1
marche,altre chiamate valide,maschi,2023,8
marche,altre chiamate valide,maschi,2024,15
marche,altre chiamate valide,femmine,2015,9
marche,altre chiamate valide,femmine,2016,3
marche,altre chiamate valide,femmine,2017,9
marche,altre chiamate valide,femmine,2018,6
marche,altre chiamate valide,femmine,2019,4
marche,altre chiamate valide,femmine,2020,5
marche,altre chiamate valide,femmine,2021,5
marche,altre chiamate valide,femmine,2022,6
marche,altre chiamate valide,femmine,2023,44
marche,altre chiamate valide,femmine,2024,81
marche,altre chiamate valide,non indicato,2023,2
marche,altre chiamate valide,non indicato,2024,1
marche,valore mancante,femmine,2023,1
lazio,utenti che chiamano per sè,maschi,2015,170
lazio,utenti che chiamano per sè,maschi,2016,133
lazio,utenti che chiamano per sè,maschi,2017,180
lazio,utenti che chiamano per sè,maschi,2018,226
lazio,utenti che chiamano per sè,maschi,2019,235
lazio,utenti che chiamano per sè,maschi,2020,288
lazio,utenti che chiamano per sè,maschi,2021,223
lazio,utenti che chiamano per sè,maschi,2022,251
lazio,utenti che chiamano per sè,maschi,2023,190
lazio,utenti che chiamano per sè,maschi,2024,202
lazio,utenti che chiamano per sè,femmine,2015,1953
lazio,utenti che chiamano per sè,femmine,2016,1824
lazio,utenti che chiamano per sè,femmine,2017,1584
lazio,utenti che chiamano per sè,femmine,2018,2380
lazio,utenti che chiamano per sè,femmine,2019,2372
lazio,utenti che chiamano per sè,femmine,2020,3118
lazio,utenti che chiamano per sè,femmine,2021,3302
lazio,utenti che chiamano per sè,femmine,2022,2937
lazio,utenti che chiamano per sè,femmine,2023,3502
lazio,utenti che chiamano per sè,femmine,2024,3839
lazio,utenti che chiamano per sè,non indicato,2023,22
lazio,utenti che chiamano per sè,non indicato,2024,5
lazio,da operatori,maschi,2015,16
lazio,da operatori,maschi,2016,14
lazio,da operatori,maschi,2017,22
lazio,da operatori,maschi,2018,26
lazio,da operatori,maschi,2019,36
lazio,da operatori,maschi,2020,38
lazio,da operatori,maschi,2021,56
lazio,da operatori,maschi,2022,62
lazio,da operatori,maschi,2023,169
lazio,da operatori,maschi,2024,205
lazio,da operatori,femmine,2015,15
lazio,da operatori,femmine,2016,25
lazio,da operatori,femmine,2017,24
lazio,da operatori,femmine,2018,40
lazio,da operatori,femmine,2019,32
lazio,da operatori,femmine,2020,44
lazio,da operatori,femmine,2021,65
lazio,da operatori,femmine,2022,45
lazio,da operatori,femmine,2023,391
lazio,da operatori,femmine,2024,501
lazio,da operatori,non indicato,2023,3
lazio,da operatori,non indicato,2024,1
lazio,da parenti/amici/conoscenti,maschi,2015,54
lazio,da parenti/amici/conoscenti,maschi,2016,28
lazio,da parenti/amici/conoscenti,maschi,2017,15
lazio,da parenti/amici/conoscenti,maschi,2018,17
lazio,da parenti/amici/conoscenti,maschi,2019,25
lazio,da parenti/amici/conoscenti,maschi,2020,38
lazio,da parenti/amici/conoscenti,maschi,2021,43
lazio,da parenti/amici/conoscenti,maschi,2022,36
lazio,da parenti/amici/conoscenti,maschi,2023,102
lazio,da parenti/amici/conoscenti,maschi,2024,123
lazio,da parenti/amici/conoscenti,femmine,2015,176
lazio,da parenti/amici/conoscenti,femmine,2016,188
lazio,da parenti/amici/conoscenti,femmine,2017,108
lazio,da parenti/amici/conoscenti,femmine,2018,127
lazio,da parenti/amici/conoscenti,femmine,2019,92
lazio,da parenti/amici/conoscenti,femmine,2020,134
lazio,da parenti/amici/conoscenti,femmine,2021,160
lazio,da parenti/amici/conoscenti,femmine,2022,124
lazio,da parenti/amici/conoscenti,femmine,2023,355
lazio,da parenti/amici/conoscenti,femmine,2024,410
lazio,da parenti/amici/conoscenti,non indicato,2023,6
lazio,da parenti/amici/conoscenti,non indicato,2024,6
lazio,altre chiamate valide,maschi,2015,6
lazio,altre chiamate valide,maschi,2016,5
lazio,altre chiamate valide,maschi,2017,8
lazio,altre chiamate valide,maschi,2018,4
lazio,altre chiamate valide,maschi,2019,7
lazio,altre chiamate valide,maschi,2020,5
lazio,altre chiamate valide,maschi,2021,12
lazio,altre chiamate valide,maschi,2022,8
lazio,altre chiamate valide,maschi,2023,90
lazio,altre chiamate valide,maschi,2024,157
lazio,altre chiamate valide,femmine,2015,41
lazio,altre chiamate valide,femmine,2016,38
lazio,altre chiamate valide,femmine,2017,51
lazio,altre chiamate valide,femmine,2018,51
lazio,altre chiamate valide,femmine,2019,29
lazio,altre chiamate valide,femmine,2020,30
lazio,altre chiamate valide,femmine,2021,50
lazio,altre chiamate valide,femmine,2022,59
lazio,altre chiamate valide,femmine,2023,377
lazio,altre chiamate valide,femmine,2024,715
lazio,altre chiamate valide,non indicato,2023,2
lazio,altre chiamate valide,non indicato,2024,4
lazio,valore mancante,maschi,2023,5
lazio,valore mancante,maschi,2024,1
lazio,valore mancante,femmine,2023,28
lazio,valore mancante,femmine,2024,3
sud,utenti che chiamano per sè,maschi,2015,436
sud,utenti che chiamano per sè,maschi,2016,253
sud,utenti che chiamano per sè,maschi,2017,313
sud,utenti che chiamano per sè,maschi,2018,437
sud,utenti che chiamano per sè,maschi,2019,421
sud,utenti che chiamano per sè,maschi,2020,454
sud,utenti che chiamano per sè,maschi,2021,400
sud,utenti che chiamano per sè,maschi,2022,462
sud,utenti che chiamano per sè,maschi,2023,280
sud,utenti che chiamano per sè,maschi,2024,280
sud,utenti che chiamano per sè,femmine,2015,3581
sud,utenti che chiamano per sè,femmine,2016,3119
sud,utenti che chiamano per sè,femmine,2017,2759
sud,utenti che chiamano per sè,femmine,2018,3997
sud,utenti che chiamano per sè,femmine,2019,3732
sud,utenti che chiamano per sè,femmine,2020,4878
sud,utenti che chiamano per sè,femmine,2021,5061
sud,utenti che chiamano per sè,femmine,2022,4557
sud,utenti che chiamano per sè,femmine,2023,4514
sud,utenti che chiamano per sè,femmine,2024,5499
sud,utenti che chiamano per sè,non indicato,2023,26
sud,utenti che chiamano per sè,non indicato,2024,11
sud,da operatori,maschi,2015,29
sud,da operatori,maschi,2016,28
sud,da operatori,maschi,2017,39
sud,da operatori,maschi,2018,65
sud,da operatori,maschi,2019,59
sud,da operatori,maschi,2020,46
sud,da operatori,maschi,2021,63
sud,da operatori,maschi,2022,65
sud,da operatori,maschi,2023,205
sud,da operatori,maschi,2024,276
sud,da operatori,femmine,2015,33
sud,da operatori,femmine,2016,39
sud,da operatori,femmine,2017,64
sud,da operatori,femmine,2018,61
sud,da operatori,femmine,2019,56
sud,da operatori,femmine,2020,39
sud,da operatori,femmine,2021,47
sud,da operatori,femmine,2022,52
sud,da operatori,femmine,2023,319
sud,da operatori,femmine,2024,427
sud,da operatori,non indicato,2023,4
sud,da operatori,non indicato,2024,5
sud,da parenti/amici/conoscenti,maschi,2015,84
sud,da parenti/amici/conoscenti,maschi,2016,56
sud,da parenti/amici/conoscenti,maschi,2017,47
sud,da parenti/amici/conoscenti,maschi,2018,37
sud,da parenti/amici/conoscenti,maschi,2019,24
sud,da parenti/amici/conoscenti,maschi,2020,58
sud,da parenti/amici/conoscenti,maschi,2021,83
sud,da parenti/amici/conoscenti,maschi,2022,36
sud,da parenti/amici/conoscenti,maschi,2023,170
sud,da parenti/amici/conoscenti,maschi,2024,207
sud,da parenti/amici/conoscenti,femmine,2015,383
sud,da parenti/amici/conoscenti,femmine,2016,257
sud,da parenti/amici/conoscenti,femmine,2017,185
sud,da parenti/amici/conoscenti,femmine,2018,210
sud,da parenti/amici/conoscenti,femmine,2019,126
sud,da parenti/amici/conoscenti,femmine,2020,196
sud,da parenti/amici/conoscenti,femmine,2021,287
sud,da parenti/amici/conoscenti,femmine,2022,164
sud,da parenti/amici/conoscenti,femmine,2023,479
sud,da parenti/amici/conoscenti,femmine,2024,642
sud,da parenti/amici/conoscenti,non indicato,2023,3
sud,da parenti/amici/conoscenti,non indicato,2024,5
sud,altre chiamate valide,maschi,2015,13
sud,altre chiamate valide,maschi,2016,7
sud,altre chiamate valide,maschi,2017,9
sud,altre chiamate valide,maschi,2018,8
sud,altre chiamate valide,maschi,2019,10
sud,altre chiamate valide,maschi,2020,6
sud,altre chiamate valide,maschi,2021,5
sud,altre chiamate valide,maschi,2022,5
sud,altre chiamate valide,maschi,2023,190
sud,altre chiamate valide,maschi,2024,305
sud,altre chiamate valide,femmine,2015,67
sud,altre chiamate valide,femmine,2016,60
sud,altre chiamate valide,femmine,2017,69
sud,altre chiamate valide,femmine,2018,79
sud,altre chiamate valide,femmine,2019,32
sud,altre chiamate valide,femmine,2020,25
sud,altre chiamate valide,femmine,2021,30
sud,altre chiamate valide,femmine,2022,23
sud,altre chiamate valide,femmine,2023,442
sud,altre chiamate valide,femmine,2024,899
sud,altre chiamate valide,non indicato,2023,4
sud,altre chiamate valide,non indicato,2024,3
sud,valore mancante,maschi,2023,4
sud,valore mancante,maschi,2024,1
sud,valore mancante,femmine,2023,17
sud,valore mancante,femmine,2024,6
abruzzo,utenti che chiamano per sè,maschi,2015,40
abruzzo,utenti che chiamano per sè,maschi,2016,30
abruzzo,utenti che chiamano per sè,maschi,2017,19
abruzzo,utenti che chiamano per sè,maschi,2018,44
abruzzo,utenti che chiamano per sè,maschi,2019,27
abruzzo,utenti che chiamano per sè,maschi,2020,36
abruzzo,utenti che chiamano per sè,maschi,2021,36
abruzzo,utenti che chiamano per sè,maschi,2022,44
abruzzo,utenti che chiamano per sè,maschi,2023,29
abruzzo,utenti che chiamano per sè,maschi,2024,27
abruzzo,utenti che chiamano per sè,femmine,2015,404
abruzzo,utenti che chiamano per sè,femmine,2016,370
abruzzo,utenti che chiamano per sè,femmine,2017,340
abruzzo,utenti che chiamano per sè,femmine,2018,460
abruzzo,utenti che chiamano per sè,femmine,2019,391
abruzzo,utenti che chiamano per sè,femmine,2020,454
abruzzo,utenti che chiamano per sè,femmine,2021,495
abruzzo,utenti che chiamano per sè,femmine,2022,452
abruzzo,utenti che chiamano per sè,femmine,2023,511
abruzzo,utenti che chiamano per sè,femmine,2024,519
abruzzo,utenti che chiamano per sè,non indicato,2023,1
abruzzo,da operatori,maschi,2015,1
abruzzo,da operatori,maschi,2016,1
abruzzo,da operatori,maschi,2018,10
abruzzo,da operatori,maschi,2019,8
abruzzo,da operatori,maschi,2020,8
abruzzo,da operatori,maschi,2021,4
abruzzo,da operatori,maschi,2022,6
abruzzo,da operatori,maschi,2023,27
abruzzo,da operatori,maschi,2024,33
abruzzo,da operatori,femmine,2015,4
abruzzo,da operatori,femmine,2016,1
abruzzo,da operatori,femmine,2017,2
abruzzo,da operatori,femmine,2018,2
abruzzo,da operatori,femmine,2019,5
abruzzo,da operatori,femmine,2020,3
abruzzo,da operatori,femmine,2021,2
abruzzo,da operatori,femmine,2022,7
abruzzo,da operatori,femmine,2023,34
abruzzo,da operatori,femmine,2024,53
abruzzo,da operatori,non indicato,2023,1
abruzzo,da operatori,non indicato,2024,1
abruzzo,da parenti/amici/conoscenti,maschi,2015,11
abruzzo,da parenti/amici/conoscenti,maschi,2016,4
abruzzo,da parenti/amici/conoscenti,maschi,2017,5
abruzzo,da parenti/amici/conoscenti,maschi,2018,3
abruzzo,da parenti/amici/conoscenti,maschi,2019,3
abruzzo,da parenti/amici/conoscenti,maschi,2020,5
abruzzo,da parenti/amici/conoscenti,maschi,2021,11
abruzzo,da parenti/amici/conoscenti,maschi,2022,1
abruzzo,da parenti/amici/conoscenti,maschi,2023,16
abruzzo,da parenti/amici/conoscenti,maschi,2024,16
abruzzo,da parenti/amici/conoscenti,femmine,2015,30
abruzzo,da parenti/amici/conoscenti,femmine,2016,31
abruzzo,da parenti/amici/conoscenti,femmine,2017,15
abruzzo,da parenti/amici/conoscenti,femmine,2018,24
abruzzo,da parenti/amici/conoscenti,femmine,2019,13
abruzzo,da parenti/amici/conoscenti,femmine,2020,13
abruzzo,da parenti/amici/conoscenti,femmine,2021,30
abruzzo,da parenti/amici/conoscenti,femmine,2022,13
abruzzo,da parenti/amici/conoscenti,femmine,2023,59
abruzzo,da parenti/amici/conoscenti,femmine,2024,62
abruzzo,da parenti/amici/conoscenti,non indicato,2023,2
abruzzo,altre chiamate valide,maschi,2017,1
abruzzo,altre chiamate valide,maschi,2019,3
abruzzo,altre chiamate valide,maschi,2020,2
abruzzo,altre chiamate valide,maschi,2021,1
abruzzo,altre chiamate valide,maschi,2023,19
abruzzo,altre chiamate valide,maschi,2024,22
abruzzo,altre chiamate valide,femmine,2015,12
abruzzo,altre chiamate valide,femmine,2016,6
abruzzo,altre chiamate valide,femmine,2017,12
abruzzo,altre chiamate valide,femmine,2018,10
abruzzo,altre chiamate valide,femmine,2019,10
abruzzo,altre chiamate valide,femmine,2020,5
abruzzo,altre chiamate valide,femmine,2021,4
abruzzo,altre chiamate valide,femmine,2022,4
abruzzo,altre chiamate valide,femmine,2023,50
abruzzo,altre chiamate valide,femmine,2024,68
abruzzo,altre chiamate valide,non indicato,2023,2
abruzzo,valore mancante,maschi,2024,1
abruzzo,valore mancante,femmine,2023,1
molise,utenti che chiamano per sè,maschi,2015,7
molise,utenti che chiamano per sè,maschi,2016,3
molise,utenti che chiamano per sè,maschi,2017,7
molise,utenti che chiamano per sè,maschi,2018,7
molise,utenti che chiamano per sè,maschi,2019,6
molise,utenti che chiamano per sè,maschi,2020,7
molise,utenti che chiamano per sè,maschi,2021,5
molise,utenti che chiamano per sè,maschi,2022,9
molise,utenti che chiamano per sè,maschi,2023,5
molise,utenti che chiamano per sè,maschi,2024,5
molise,utenti che chiamano per sè,femmine,2015,76
molise,utenti che chiamano per sè,femmine,2016,55
molise,utenti che chiamano per sè,femmine,2017,27
molise,utenti che chiamano per sè,femmine,2018,36
molise,utenti che chiamano per sè,femmine,2019,68
molise,utenti che chiamano per sè,femmine,2020,61
molise,utenti che chiamano per sè,femmine,2021,82
molise,utenti che chiamano per sè,femmine,2022,85
molise,utenti che chiamano per sè,femmine,2023,75
molise,utenti che chiamano per sè,femmine,2024,94
molise,utenti che chiamano per sè,non indicato,2024,2
molise,da operatori,maschi,2016,2
molise,da operatori,maschi,2017,3
molise,da operatori,maschi,2018,2
molise,da operatori,maschi,2020,1
molise,da operatori,maschi,2021,4
molise,da operatori,maschi,2022,2
molise,da operatori,maschi,2023,4
molise,da operatori,maschi,2024,3
molise,da operatori,femmine,2016,2
molise,da operatori,femmine,2021,2
molise,da operatori,femmine,2022,2
molise,da operatori,femmine,2023,6
molise,da operatori,femmine,2024,8
molise,da parenti/amici/conoscenti,maschi,2016,3
molise,da parenti/amici/conoscenti,maschi,2021,1
molise,da parenti/amici/conoscenti,maschi,2022,2
molise,da parenti/amici/conoscenti,maschi,2023,9
molise,da parenti/amici/conoscenti,femmine,2015,10
molise,da parenti/amici/conoscenti,femmine,2017,4
molise,da parenti/amici/conoscenti,femmine,2018,2
molise,da parenti/amici/conoscenti,femmine,2020,5
molise,da parenti/amici/conoscenti,femmine,2021,6
molise,da parenti/amici/conoscenti,femmine,2022,2
molise,da parenti/amici/conoscenti,femmine,2023,8
molise,da parenti/amici/conoscenti,femmine,2024,18
molise,altre chiamate valide,maschi,2019,1
molise,altre chiamate valide,maschi,2023,3
molise,altre chiamate valide,maschi,2024,7
molise,altre chiamate valide,femmine,2016,1
molise,altre chiamate valide,femmine,2020,1
molise,altre chiamate valide,femmine,2022,1
molise,altre chiamate valide,femmine,2023,2
molise,altre chiamate valide,femmine,2024,12
campania,utenti che chiamano per sè,maschi,2015,195
campania,utenti che chiamano per sè,maschi,2016,117
campania,utenti che chiamano per sè,maschi,2017,125
campania,utenti che chiamano per sè,maschi,2018,183
campania,utenti che chiamano per sè,maschi,2019,182
campania,utenti che chiamano per sè,maschi,2020,214
campania,utenti che chiamano per sè,maschi,2021,181
campania,utenti che chiamano per sè,maschi,2022,204
campania,utenti che chiamano per sè,maschi,2023,129
campania,utenti che chiamano per sè,maschi,2024,132
campania,utenti che chiamano per sè,femmine,2015,1693
campania,utenti che chiamano per sè,femmine,2016,1506
campania,utenti che chiamano per sè,femmine,2017,1341
campania,utenti che chiamano per sè,femmine,2018,1899
campania,utenti che chiamano per sè,femmine,2019,1815
campania,utenti che chiamano per sè,femmine,2020,2302
campania,utenti che chiamano per sè,femmine,2021,2407
campania,utenti che chiamano per sè,femmine,2022,2033
campania,utenti che chiamano per sè,femmine,2023,1990
campania,utenti che chiamano per sè,femmine,2024,2560
campania,utenti che chiamano per sè,non indicato,2023,13
campania,utenti che chiamano per sè,non indicato,2024,3
campania,da operatori,maschi,2015,13
campania,da operatori,maschi,2016,9
campania,da operatori,maschi,2017,17
campania,da operatori,maschi,2018,25
campania,da operatori,maschi,2019,22
campania,da operatori,maschi,2020,20
campania,da operatori,maschi,2021,26
campania,da operatori,maschi,2022,23
campania,da operatori,maschi,2023,77
campania,da operatori,maschi,2024,99
campania,da operatori,femmine,2015,11
campania,da operatori,femmine,2016,20
campania,da operatori,femmine,2017,31
campania,da operatori,femmine,2018,33
campania,da operatori,femmine,2019,28
campania,da operatori,femmine,2020,19
campania,da operatori,femmine,2021,25
campania,da operatori,femmine,2022,20
campania,da operatori,femmine,2023,131
campania,da operatori,femmine,2024,190
campania,da operatori,non indicato,2023,1
campania,da operatori,non indicato,2024,3
campania,da parenti/amici/conoscenti,maschi,2015,31
campania,da parenti/amici/conoscenti,maschi,2016,28
campania,da parenti/amici/conoscenti,maschi,2017,16
campania,da parenti/amici/conoscenti,maschi,2018,16
campania,da parenti/amici/conoscenti,maschi,2019,6
campania,da parenti/amici/conoscenti,maschi,2020,24
campania,da parenti/amici/conoscenti,maschi,2021,39
campania,da parenti/amici/conoscenti,maschi,2022,18
campania,da parenti/amici/conoscenti,maschi,2023,69
campania,da parenti/amici/conoscenti,maschi,2024,101
campania,da parenti/amici/conoscenti,femmine,2015,189
campania,da parenti/amici/conoscenti,femmine,2016,115
campania,da parenti/amici/conoscenti,femmine,2017,95
campania,da parenti/amici/conoscenti,femmine,2018,102
campania,da parenti/amici/conoscenti,femmine,2019,53
campania,da parenti/amici/conoscenti,femmine,2020,82
campania,da parenti/amici/conoscenti,femmine,2021,119
campania,da parenti/amici/conoscenti,femmine,2022,61
campania,da parenti/amici/conoscenti,femmine,2023,210
campania,da parenti/amici/conoscenti,femmine,2024,286
campania,da parenti/amici/conoscenti,non indicato,2023,1
campania,da parenti/amici/conoscenti,non indicato,2024,3
campania,altre chiamate valide,maschi,2015,7
campania,altre chiamate valide,maschi,2016,5
campania,altre chiamate valide,maschi,2017,4
campania,altre chiamate valide,maschi,2019,3
campania,altre chiamate valide,maschi,2020,1
campania,altre chiamate valide,maschi,2021,3
campania,altre chiamate valide,maschi,2022,3
campania,altre chiamate valide,maschi,2023,74
campania,altre chiamate valide,maschi,2024,145
campania,altre chiamate valide,femmine,2015,23
campania,altre chiamate valide,femmine,2016,28
campania,altre chiamate valide,femmine,2017,33
campania,altre chiamate valide,femmine,2018,34
campania,altre chiamate valide,femmine,2019,10
campania,altre chiamate valide,femmine,2020,6
campania,altre chiamate valide,femmine,2021,17
campania,altre chiamate valide,femmine,2022,12
campania,altre chiamate valide,femmine,2023,206
campania,altre chiamate valide,femmine,2024,447
campania,altre chiamate valide,non indicato,2023,2
campania,altre chiamate valide,non indicato,2024,1
campania,valore mancante,maschi,2023,2
campania,valore mancante,femmine,2023,8
campania,valore mancante,femmine,2024,6
puglia,utenti che chiamano per sè,maschi,2015,124
puglia,utenti che chiamano per sè,maschi,2016,55
puglia,utenti che chiamano per sè,maschi,2017,85
puglia,utenti che chiamano per sè,maschi,2018,140
puglia,utenti che chiamano per sè,maschi,2019,136
puglia,utenti che chiamano per sè,maschi,2020,127
puglia,utenti che chiamano per sè,maschi,2021,113
puglia,utenti che chiamano per sè,maschi,2022,155
puglia,utenti che chiamano per sè,maschi,2023,69
puglia,utenti che chiamano per sè,maschi,2024,91
puglia,utenti che chiamano per sè,femmine,2015,931
puglia,utenti che chiamano per sè,femmine,2016,811
puglia,utenti che chiamano per sè,femmine,2017,709
puglia,utenti che chiamano per sè,femmine,2018,1098
puglia,utenti che chiamano per sè,femmine,2019,929
puglia,utenti che chiamano per sè,femmine,2020,1338
puglia,utenti che chiamano per sè,femmine,2021,1364
puglia,utenti che chiamano per sè,femmine,2022,1233
puglia,utenti che chiamano per sè,femmine,2023,1211
puglia,utenti che chiamano per sè,femmine,2024,1654
puglia,utenti che chiamano per sè,non indicato,2023,9
puglia,utenti che chiamano per sè,non indicato,2024,4
puglia,da operatori,maschi,2015,8
puglia,da operatori,maschi,2016,7
puglia,da operatori,maschi,2017,10
puglia,da operatori,maschi,2018,15
puglia,da operatori,maschi,2019,7
puglia,da operatori,maschi,2020,10
puglia,da operatori,maschi,2021,20
puglia,da operatori,maschi,2022,15
puglia,da operatori,maschi,2023,54
puglia,da operatori,maschi,2024,73
puglia,da operatori,femmine,2015,11
puglia,da operatori,femmine,2016,11
puglia,da operatori,femmine,2017,21
puglia,da operatori,femmine,2018,10
puglia,da operatori,femmine,2019,11
puglia,da operatori,femmine,2020,12
puglia,da operatori,femmine,2021,8
puglia,da operatori,femmine,2022,17
puglia,da operatori,femmine,2023,102
puglia,da operatori,femmine,2024,122
puglia,da operatori,non indicato,2023,2
puglia,da operatori,non indicato,2024,1
puglia,da parenti/amici/conoscenti,maschi,2015,30
puglia,da parenti/amici/conoscenti,maschi,2016,11
puglia,da parenti/amici/conoscenti,maschi,2017,17
puglia,da parenti/amici/conoscenti,maschi,2018,11
puglia,da parenti/amici/conoscenti,maschi,2019,7
puglia,da parenti/amici/conoscenti,maschi,2020,13
puglia,da parenti/amici/conoscenti,maschi,2021,26
puglia,da parenti/amici/conoscenti,maschi,2022,11
puglia,da parenti/amici/conoscenti,maschi,2023,47
puglia,da parenti/amici/conoscenti,maschi,2024,65
puglia,da parenti/amici/conoscenti,femmine,2015,104
puglia,da parenti/amici/conoscenti,femmine,2016,72
puglia,da parenti/amici/conoscenti,femmine,2017,46
puglia,da parenti/amici/conoscenti,femmine,2018,58
puglia,da parenti/amici/conoscenti,femmine,2019,44
puglia,da parenti/amici/conoscenti,femmine,2020,76
puglia,da parenti/amici/conoscenti,femmine,2021,99
puglia,da parenti/amici/conoscenti,femmine,2022,62
puglia,da parenti/amici/conoscenti,femmine,2023,126
puglia,da parenti/amici/conoscenti,femmine,2024,203
puglia,da parenti/amici/conoscenti,non indicato,2024,2
puglia,altre chiamate valide,maschi,2015,4
puglia,altre chiamate valide,maschi,2016,2
puglia,altre chiamate valide,maschi,2017,2
puglia,altre chiamate valide,maschi,2018,5
puglia,altre chiamate valide,maschi,2019,2
puglia,altre chiamate valide,maschi,2020,3
puglia,altre chiamate valide,maschi,2021,1
puglia,altre chiamate valide,maschi,2022,1
puglia,altre chiamate valide,maschi,2023,59
puglia,altre chiamate valide,maschi,2024,84
puglia,altre chiamate valide,femmine,2015,25
puglia,altre chiamate valide,femmine,2016,13
puglia,altre chiamate valide,femmine,2017,19
puglia,altre chiamate valide,femmine,2018,22
puglia,altre chiamate valide,femmine,2019,11
puglia,altre chiamate valide,femmine,2020,9
puglia,altre chiamate valide,femmine,2021,5
puglia,altre chiamate valide,femmine,2022,4
puglia,altre chiamate valide,femmine,2023,119
puglia,altre chiamate valide,femmine,2024,261
puglia,altre chiamate valide,non indicato,2024,2
puglia,valore mancante,maschi,2023,1
puglia,valore mancante,femmine,2023,4
basilicata,utenti che chiamano per sè,maschi,2015,16
basilicata,utenti che chiamano per sè,maschi,2016,7
basilicata,utenti che chiamano per sè,maschi,2017,11
basilicata,utenti che chiamano per sè,maschi,2018,12
basilicata,utenti che chiamano per sè,maschi,2019,24
basilicata,utenti che chiamano per sè,maschi,2020,9
basilicata,utenti che chiamano per sè,maschi,2021,12
basilicata,utenti che chiamano per sè,maschi,2022,11
basilicata,utenti che chiamano per sè,maschi,2023,11
basilicata,utenti che chiamano per sè,maschi,2024,7
basilicata,utenti che chiamano per sè,femmine,2015,72
basilicata,utenti che chiamano per sè,femmine,2016,72
basilicata,utenti che chiamano per sè,femmine,2017,78
basilicata,utenti che chiamano per sè,femmine,2018,118
basilicata,utenti che chiamano per sè,femmine,2019,112
basilicata,utenti che chiamano per sè,femmine,2020,133
basilicata,utenti che chiamano per sè,femmine,2021,163
basilicata,utenti che chiamano per sè,femmine,2022,143
basilicata,utenti che chiamano per sè,femmine,2023,180
basilicata,utenti che chiamano per sè,femmine,2024,135
basilicata,utenti che chiamano per sè,non indicato,2023,2
basilicata,da operatori,maschi,2017,2
basilicata,da operatori,maschi,2019,4
basilicata,da operatori,maschi,2020,2
basilicata,da operatori,maschi,2021,2
basilicata,da operatori,maschi,2022,4
basilicata,da operatori,maschi,2023,7
basilicata,da operatori,maschi,2024,17
basilicata,da operatori,femmine,2017,2
basilicata,da operatori,femmine,2018,1
basilicata,da operatori,femmine,2019,1
basilicata,da operatori,femmine,2020,1
basilicata,da operatori,femmine,2021,1
basilicata,da operatori,femmine,2022,2
basilicata,da operatori,femmine,2023,15
basilicata,da operatori,femmine,2024,14
basilicata,da parenti/amici/conoscenti,maschi,2015,3
basilicata,da parenti/amici/conoscenti,maschi,2016,2
basilicata,da parenti/amici/conoscenti,maschi,2017,2
basilicata,da parenti/amici/conoscenti,maschi,2018,1
basilicata,da parenti/amici/conoscenti,maschi,2019,1
basilicata,da parenti/amici/conoscenti,maschi,2020,7
basilicata,da parenti/amici/conoscenti,maschi,2022,1
basilicata,da parenti/amici/conoscenti,maschi,2023,7
basilicata,da parenti/amici/conoscenti,maschi,2024,7
basilicata,da parenti/amici/conoscenti,femmine,2015,9
basilicata,da parenti/amici/conoscenti,femmine,2016,8
basilicata,da parenti/amici/conoscenti,femmine,2017,7
basilicata,da parenti/amici/conoscenti,femmine,2018,5
basilicata,da parenti/amici/conoscenti,femmine,2019,6
basilicata,da parenti/amici/conoscenti,femmine,2020,4
basilicata,da parenti/amici/conoscenti,femmine,2021,7
basilicata,da parenti/amici/conoscenti,femmine,2022,9
basilicata,da parenti/amici/conoscenti,femmine,2023,18
basilicata,da parenti/amici/conoscenti,femmine,2024,16
basilicata,altre chiamate valide,maschi,2017,1
basilicata,altre chiamate valide,maschi,2018,1
basilicata,altre chiamate valide,maschi,2022,1
basilicata,altre chiamate valide,maschi,2023,5
basilicata,altre chiamate valide,maschi,2024,11
basilicata,altre chiamate valide,femmine,2015,2
basilicata,altre chiamate valide,femmine,2016,2
basilicata,altre chiamate valide,femmine,2018,2
basilicata,altre chiamate valide,femmine,2019,1
