territorio,canale_segnalazione,sesso,orientamento_sessuale,periodo,numero_vittime
centro,Utenti del 1522,maschi,omosessuale,2017,11
centro,Utenti del 1522,maschi,omosessuale,2018,3
centro,Utenti del 1522,maschi,omosessuale,2019,12
centro,Utenti del 1522,maschi,omosessuale,2020,20
centro,Utenti del 1522,maschi,omosessuale,2021,18
centro,Utenti del 1522,maschi,omosessuale,2022,19
centro,Utenti del 1522,maschi,transessuale,2015,4
centro,Utenti del 1522,maschi,transessuale,2016,2
centro,Utenti del 1522,maschi,transessuale,2017,9
centro,Utenti del 1522,maschi,transessuale,2018,1
centro,Utenti del 1522,maschi,transessuale,2019,4
centro,Utenti del 1522,maschi,transessuale,2020,13
centro,Utenti del 1522,maschi,transessuale,2021,6
centro,Utenti del 1522,maschi,transessuale,2022,7
centro,Utenti del 1522,maschi,missing,2023,927
centro,Utenti del 1522,maschi,missing,2024,1181
centro,Utenti del 1522,maschi,altro o non indicato,2015,392
centro,Utenti del 1522,maschi,altro o non indicato,2016,318
centro,Utenti del 1522,maschi,altro o non indicato,2017,368
centro,Utenti del 1522,maschi,altro o non indicato,2018,451
centro,Utenti del 1522,maschi,altro o non indicato,2019,462
centro,Utenti del 1522,maschi,altro o non indicato,2020,622
centro,Utenti del 1522,maschi,altro o non indicato,2021,553
centro,Utenti del 1522,maschi,altro o non indicato,2022,577
centro,Utenti del 1522,femmine,omosessuale,2015,3
centro,Utenti del 1522,femmine,omosessuale,2016,5
centro,Utenti del 1522,femmine,omosessuale,2017,4
centro,Utenti del 1522,femmine,omosessuale,2018,4
centro,Utenti del 1522,femmine,omosessuale,2019,9
centro,Utenti del 1522,femmine,omosessuale,2020,20
centro,Utenti del 1522,femmine,omosessuale,2021,14
centro,Utenti del 1522,femmine,omosessuale,2022,10
centro,Utenti del 1522,femmine,transessuale,2015,15
centro,Utenti del 1522,femmine,transessuale,2016,5
centro,Utenti del 1522,femmine,transessuale,2017,9
centro,Utenti del 1522,femmine,transessuale,2018,6
centro,Utenti del 1522,femmine,transessuale,2019,4
centro,Utenti del 1522,femmine,transessuale,2020,39
centro,Utenti del 1522,femmine,transessuale,2021,38
centro,Utenti del 1522,femmine,transessuale,2022,12
centro,Utenti del 1522,femmine,missing,2023,7468
centro,Utenti del 1522,femmine,missing,2024,9201
centro,Utenti del 1522,femmine,altro o non indicato,2015,3633
centro,Utenti del 1522,femmine,altro o non indicato,2016,3302
centro,Utenti del 1522,femmine,altro o non indicato,2017,3127
centro,Utenti del 1522,femmine,altro o non indicato,2018,4446
centro,Utenti del 1522,femmine,altro o non indicato,2019,4329
centro,Utenti del 1522,femmine,altro o non indicato,2020,5400
centro,Utenti del 1522,femmine,altro o non indicato,2021,5834
centro,Utenti del 1522,femmine,altro o non indicato,2022,5264
centro,Utenti del 1522,non indicato,missing,2023,50
centro,Utenti del 1522,non indicato,missing,2024,26
toscana,Utenti del 1522,maschi,omosessuale,2015,1
toscana,Utenti del 1522,maschi,omosessuale,2017,1
toscana,Utenti del 1522,maschi,omosessuale,2020,7
toscana,Utenti del 1522,maschi,omosessuale,2021,3
toscana,Utenti del 1522,maschi,omosessuale,2022,5
toscana,Utenti del 1522,maschi,transessuale,2015,1
toscana,Utenti del 1522,maschi,transessuale,2019,1
toscana,Utenti del 1522,maschi,transessuale,2020,4
toscana,Utenti del 1522,maschi,missing,2023,247
toscana,Utenti del 1522,maschi,missing,2024,317
toscana,Utenti del 1522,maschi,altro o non indicato,2015,78
toscana,Utenti del 1522,maschi,altro o non indicato,2016,90
toscana,Utenti del 1522,maschi,altro o non indicato,2017,109
toscana,Utenti del 1522,maschi,altro o non indicato,2018,112
toscana,Utenti del 1522,maschi,altro o non indicato,2019,111
toscana,Utenti del 1522,maschi,altro o non indicato,2020,183
toscana,Utenti del 1522,maschi,altro o non indicato,2021,154
toscana,Utenti del 1522,maschi,altro o non indicato,2022,149
toscana,Utenti del 1522,femmine,omosessuale,2016,1
toscana,Utenti del 1522,femmine,omosessuale,2017,1
toscana,Utenti del 1522,femmine,omosessuale,2018,1
toscana,Utenti del 1522,femmine,omosessuale,2019,1
toscana,Utenti del 1522,femmine,omosessuale,2020,4
toscana,Utenti del 1522,femmine,omosessuale,2021,4
toscana,Utenti del 1522,femmine,omosessuale,2022,3
toscana,Utenti del 1522,femmine,transessuale,2015,4
toscana,Utenti del 1522,femmine,transessuale,2017,3
toscana,Utenti del 1522,femmine,transessuale,2018,3
toscana,Utenti del 1522,femmine,transessuale,2019,1
toscana,Utenti del 1522,femmine,transessuale,2020,4
toscana,Utenti del 1522,femmine,transessuale,2021,4
toscana,Utenti del 1522,femmine,transessuale,2022,3
toscana,Utenti del 1522,femmine,missing,2023,1695
toscana,Utenti del 1522,femmine,missing,2024,2384
toscana,Utenti del 1522,femmine,altro o non indicato,2015,800
toscana,Utenti del 1522,femmine,altro o non indicato,2016,629
toscana,Utenti del 1522,femmine,altro o non indicato,2017,836
toscana,Utenti del 1522,femmine,altro o non indicato,2018,1158
toscana,Utenti del 1522,femmine,altro o non indicato,2019,1208
toscana,Utenti del 1522,femmine,altro o non indicato,2020,1375
toscana,Utenti del 1522,femmine,altro o non indicato,2021,1423
toscana,Utenti del 1522,femmine,altro o non indicato,2022,1297
toscana,Utenti del 1522,non indicato,missing,2023,11
toscana,Utenti del 1522,non indicato,missing,2024,7
umbria,Utenti del 1522,maschi,omosessuale,2015,2
umbria,Utenti del 1522,maschi,omosessuale,2016,1
umbria,Utenti del 1522,maschi,omosessuale,2017,2
umbria,Utenti del 1522,maschi,transessuale,2021,1
umbria,Utenti del 1522,maschi,missing,2023,41
umbria,Utenti del 1522,maschi,missing,2024,62
umbria,Utenti del 1522,maschi,altro o non indicato,2015,18
umbria,Utenti del 1522,maschi,altro o non indicato,2016,19
umbria,Utenti del 1522,maschi,altro o non indicato,2017,19
umbria,Utenti del 1522,maschi,altro o non indicato,2018,21
umbria,Utenti del 1522,maschi,altro o non indicato,2019,19
umbria,Utenti del 1522,maschi,altro o non indicato,2020,21
umbria,Utenti del 1522,maschi,altro o non indicato,2021,20
umbria,Utenti del 1522,maschi,altro o non indicato,2022,24
umbria,Utenti del 1522,femmine,omosessuale,2016,1
umbria,Utenti del 1522,femmine,omosessuale,2018,1
umbria,Utenti del 1522,femmine,omosessuale,2020,1
umbria,Utenti del 1522,femmine,omosessuale,2022,2
umbria,Utenti del 1522,femmine,transessuale,2015,1
umbria,Utenti del 1522,femmine,transessuale,2016,2
umbria,Utenti del 1522,femmine,transessuale,2020,2
umbria,Utenti del 1522,femmine,transessuale,2021,1
umbria,Utenti del 1522,femmine,missing,2023,464
umbria,Utenti del 1522,femmine,missing,2024,510
umbria,Utenti del 1522,femmine,altro o non indicato,2015,216
umbria,Utenti del 1522,femmine,altro o non indicato,2016,197
umbria,Utenti del 1522,femmine,altro o non indicato,2017,175
umbria,Utenti del 1522,femmine,altro o non indicato,2018,240
umbria,Utenti del 1522,femmine,altro o non indicato,2019,221
umbria,Utenti del 1522,femmine,altro o non indicato,2020,235
umbria,Utenti del 1522,femmine,altro o non indicato,2021,288
umbria,Utenti del 1522,femmine,altro o non indicato,2022,309
umbria,Utenti del 1522,non indicato,missing,2023,3
umbria,Utenti del 1522,non indicato,missing,2024,1
marche,Utenti del 1522,maschi,omosessuale,2016,1
marche,Utenti del 1522,maschi,omosessuale,2019,1
marche,Utenti del 1522,maschi,omosessuale,2020,1
marche,Utenti del 1522,maschi,omosessuale,2022,1
marche,Utenti del 1522,maschi,transessuale,2020,1
marche,Utenti del 1522,maschi,missing,2023,83
marche,Utenti del 1522,maschi,missing,2024,114
marche,Utenti del 1522,maschi,altro o non indicato,2015,54
marche,Utenti del 1522,maschi,altro o non indicato,2016,35
marche,Utenti del 1522,maschi,altro o non indicato,2017,26
marche,Utenti del 1522,maschi,altro o non indicato,2018,48
marche,Utenti del 1522,maschi,altro o non indicato,2019,43
marche,Utenti del 1522,maschi,altro o non indicato,2020,64
marche,Utenti del 1522,maschi,altro o non indicato,2021,62
marche,Utenti del 1522,maschi,altro o non indicato,2022,64
marche,Utenti del 1522,femmine,transessuale,2015,1
marche,Utenti del 1522,femmine,transessuale,2016,1
marche,Utenti del 1522,femmine,transessuale,2017,3
marche,Utenti del 1522,femmine,transessuale,2018,1
marche,Utenti del 1522,femmine,transessuale,2020,2
marche,Utenti del 1522,femmine,transessuale,2022,2
marche,Utenti del 1522,femmine,missing,2023,656
marche,Utenti del 1522,femmine,missing,2024,839
marche,Utenti del 1522,femmine,altro o non indicato,2015,443
marche,Utenti del 1522,femmine,altro o non indicato,2016,406
marche,Utenti del 1522,femmine,altro o non indicato,2017,354
marche,Utenti del 1522,femmine,altro o non indicato,2018,454
marche,Utenti del 1522,femmine,altro o non indicato,2019,386
marche,Utenti del 1522,femmine,altro o non indicato,2020,509
marche,Utenti del 1522,femmine,altro o non indicato,2021,587
marche,Utenti del 1522,femmine,altro o non indicato,2022,505
marche,Utenti del 1522,non indicato,missing,2023,3
marche,Utenti del 1522,non indicato,missing,2024,2
lazio,Utenti del 1522,maschi,omosessuale,2015,1
lazio,Utenti del 1522,maschi,omosessuale,2016,5
lazio,Utenti del 1522,maschi,omosessuale,2017,8
lazio,Utenti del 1522,maschi,omosessuale,2018,3
lazio,Utenti del 1522,maschi,omosessuale,2019,11
lazio,Utenti del 1522,maschi,omosessuale,2020,12
lazio,Utenti del 1522,maschi,omosessuale,2021,15
lazio,Utenti del 1522,maschi,omosessuale,2022,13
lazio,Utenti del 1522,maschi,transessuale,2015,3
lazio,Utenti del 1522,maschi,transessuale,2016,2
lazio,Utenti del 1522,maschi,transessuale,2017,9
lazio,Utenti del 1522,maschi,transessuale,2018,1
lazio,Utenti del 1522,maschi,transessuale,2019,3
lazio,Utenti del 1522,maschi,transessuale,2020,8
lazio,Utenti del 1522,maschi,transessuale,2021,5
lazio,Utenti del 1522,maschi,transessuale,2022,7
lazio,Utenti del 1522,maschi,missing,2023,556
lazio,Utenti del 1522,maschi,missing,2024,688
lazio,Utenti del 1522,maschi,altro o non indicato,2015,242
lazio,Utenti del 1522,maschi,altro o non indicato,2016,174
lazio,Utenti del 1522,maschi,altro o non indicato,2017,214
lazio,Utenti del 1522,maschi,altro o non indicato,2018,270
lazio,Utenti del 1522,maschi,altro o non indicato,2019,289
lazio,Utenti del 1522,maschi,altro o non indicato,2020,354
lazio,Utenti del 1522,maschi,altro o non indicato,2021,317
lazio,Utenti del 1522,maschi,altro o non indicato,2022,340
lazio,Utenti del 1522,femmine,omosessuale,2015,3
lazio,Utenti del 1522,femmine,omosessuale,2016,3
lazio,Utenti del 1522,femmine,omosessuale,2017,3
lazio,Utenti del 1522,femmine,omosessuale,2018,2
lazio,Utenti del 1522,femmine,omosessuale,2019,8
lazio,Utenti del 1522,femmine,omosessuale,2020,15
lazio,Utenti del 1522,femmine,omosessuale,2021,10
lazio,Utenti del 1522,femmine,omosessuale,2022,5
lazio,Utenti del 1522,femmine,transessuale,2015,9
lazio,Utenti del 1522,femmine,transessuale,2016,2
lazio,Utenti del 1522,femmine,transessuale,2017,3
lazio,Utenti del 1522,femmine,transessuale,2018,2
lazio,Utenti del 1522,femmine,transessuale,2019,3
lazio,Utenti del 1522,femmine,transessuale,2020,31
lazio,Utenti del 1522,femmine,transessuale,2021,33
lazio,Utenti del 1522,femmine,transessuale,2022,7
lazio,Utenti del 1522,femmine,missing,2023,4653
lazio,Utenti del 1522,femmine,missing,2024,5468
lazio,Utenti del 1522,femmine,altro o non indicato,2015,2174
lazio,Utenti del 1522,femmine,altro o non indicato,2016,2070
lazio,Utenti del 1522,femmine,altro o non indicato,2017,1762
lazio,Utenti del 1522,femmine,altro o non indicato,2018,2594
lazio,Utenti del 1522,femmine,altro o non indicato,2019,2514
lazio,Utenti del 1522,femmine,altro o non indicato,2020,3281
lazio,Utenti del 1522,femmine,altro o non indicato,2021,3536
lazio,Utenti del 1522,femmine,altro o non indicato,2022,3153
lazio,Utenti del 1522,non indicato,missing,2023,33
lazio,Utenti del 1522,non indicato,missing,2024,16
sud,Utenti del 1522,maschi,omosessuale,2015,11
sud,Utenti del 1522,maschi,omosessuale,2016,6
sud,Utenti del 1522,maschi,omosessuale,2017,7
sud,Utenti del 1522,maschi,omosessuale,2018,4
sud,Utenti del 1522,maschi,omosessuale,2019,5
sud,Utenti del 1522,maschi,omosessuale,2020,13
sud,Utenti del 1522,maschi,omosessuale,2021,16
sud,Utenti del 1522,maschi,omosessuale,2022,9
sud,Utenti del 1522,maschi,transessuale,2015,4
sud,Utenti del 1522,maschi,transessuale,2016,3
sud,Utenti del 1522,maschi,transessuale,2017,4
sud,Utenti del 1522,maschi,transessuale,2018,1
sud,Utenti del 1522,maschi,transessuale,2019,1
sud,Utenti del 1522,maschi,transessuale,2020,15
sud,Utenti del 1522,maschi,transessuale,2021,2
sud,Utenti del 1522,maschi,transessuale,2022,5
sud,Utenti del 1522,maschi,missing,2023,849
sud,Utenti del 1522,maschi,missing,2024,1069
sud,Utenti del 1522,maschi,altro o non indicato,2015,548
sud,Utenti del 1522,maschi,altro o non indicato,2016,335
sud,Utenti del 1522,maschi,altro o non indicato,2017,401
sud,Utenti del 1522,maschi,altro o non indicato,2018,542
sud,Utenti del 1522,maschi,altro o non indicato,2019,509
sud,Utenti del 1522,maschi,altro o non indicato,2020,545
sud,Utenti del 1522,maschi,altro o non indicato,2021,534
sud,Utenti del 1522,maschi,altro o non indicato,2022,556
sud,Utenti del 1522,femmine,omosessuale,2015,3
sud,Utenti del 1522,femmine,omosessuale,2016,2
sud,Utenti del 1522,femmine,omosessuale,2017,3
sud,Utenti del 1522,femmine,omosessuale,2018,2
sud,Utenti del 1522,femmine,omosessuale,2019,9
sud,Utenti del 1522,femmine,omosessuale,2020,16
sud,Utenti del 1522,femmine,omosessuale,2021,16
sud,Utenti del 1522,femmine,omosessuale,2022,5
sud,Utenti del 1522,femmine,transessuale,2015,10
sud,Utenti del 1522,femmine,transessuale,2016,11
sud,Utenti del 1522,femmine,transessuale,2017,6
sud,Utenti del 1522,femmine,transessuale,2018,9
sud,Utenti del 1522,femmine,transessuale,2019,2
sud,Utenti del 1522,femmine,transessuale,2020,31
sud,Utenti del 1522,femmine,transessuale,2021,18
sud,Utenti del 1522,femmine,transessuale,2022,12
sud,Utenti del 1522,femmine,missing,2023,5771
sud,Utenti del 1522,femmine,missing,2024,7473
sud,Utenti del 1522,femmine,altro o non indicato,2015,4053
sud,Utenti del 1522,femmine,altro o non indicato,2016,3463
sud,Utenti del 1522,femmine,altro o non indicato,2017,3070
sud,Utenti del 1522,femmine,altro o non indicato,2018,4336
sud,Utenti del 1522,femmine,altro o non indicato,2019,3935
sud,Utenti del 1522,femmine,altro o non indicato,2020,5095
sud,Utenti del 1522,femmine,altro o non indicato,2021,5394
sud,Utenti del 1522,femmine,altro o non indicato,2022,4779
sud,Utenti del 1522,non indicato,missing,2023,37
sud,Utenti del 1522,non indicato,missing,2024,24
abruzzo,Utenti del 1522,maschi,omosessuale,2015,2
abruzzo,Utenti del 1522,maschi,omosessuale,2016,2
abruzzo,Utenti del 1522,maschi,omosessuale,2018,2
abruzzo,Utenti del 1522,maschi,omosessuale,2019,1
abruzzo,Utenti del 1522,maschi,omosessuale,2020,4
abruzzo,Utenti del 1522,maschi,omosessuale,2021,7
abruzzo,Utenti del 1522,maschi,omosessuale,2022,1
abruzzo,Utenti del 1522,maschi,transessuale,2020,3
abruzzo,Utenti del 1522,maschi,transessuale,2021,1
abruzzo,Utenti del 1522,maschi,missing,2023,91
abruzzo,Utenti del 1522,maschi,missing,2024,99
abruzzo,Utenti del 1522,maschi,altro o non indicato,2015,50
abruzzo,Utenti del 1522,maschi,altro o non indicato,2016,33
abruzzo,Utenti del 1522,maschi,altro o non indicato,2017,25
abruzzo,Utenti del 1522,maschi,altro o non indicato,2018,55
abruzzo,Utenti del 1522,maschi,altro o non indicato,2019,40
abruzzo,Utenti del 1522,maschi,altro o non indicato,2020,46
abruzzo,Utenti del 1522,maschi,altro o non indicato,2021,45
abruzzo,Utenti del 1522,maschi,altro o non indicato,2022,50
abruzzo,Utenti del 1522,femmine,omosessuale,2015,1
abruzzo,Utenti del 1522,femmine,omosessuale,2018,1
abruzzo,Utenti del 1522,femmine,omosessuale,2020,1
abruzzo,Utenti del 1522,femmine,omosessuale,2021,1
abruzzo,Utenti del 1522,femmine,transessuale,2015,1
abruzzo,Utenti del 1522,femmine,transessuale,2016,3
abruzzo,Utenti del 1522,femmine,transessuale,2017,1
abruzzo,Utenti del 1522,femmine,transessuale,2018,1
abruzzo,Utenti del 1522,femmine,transessuale,2020,1
abruzzo,Utenti del 1522,femmine,transessuale,2021,2
abruzzo,Utenti del 1522,femmine,transessuale,2022,4
abruzzo,Utenti del 1522,femmine,missing,2023,655
abruzzo,Utenti del 1522,femmine,missing,2024,702
abruzzo,Utenti del 1522,femmine,altro o non indicato,2015,448
abruzzo,Utenti del 1522,femmine,altro o non indicato,2016,405
abruzzo,Utenti del 1522,femmine,altro o non indicato,2017,368
abruzzo,Utenti del 1522,femmine,altro o non indicato,2018,494
abruzzo,Utenti del 1522,femmine,altro o non indicato,2019,419
abruzzo,Utenti del 1522,femmine,altro o non indicato,2020,473
abruzzo,Utenti del 1522,femmine,altro o non indicato,2021,528
abruzzo,Utenti del 1522,femmine,altro o non indicato,2022,472
abruzzo,Utenti del 1522,non indicato,missing,2023,6
abruzzo,Utenti del 1522,non indicato,missing,2024,1
molise,Utenti del 1522,maschi,omosessuale,2022,1
molise,Utenti del 1522,maschi,missing,2023,21
molise,Utenti del 1522,maschi,missing,2024,15
molise,Utenti del 1522,maschi,altro o non indicato,2015,7
molise,Utenti del 1522,maschi,altro o non indicato,2016,8
molise,Utenti del 1522,maschi,altro o non indicato,2017,10
molise,Utenti del 1522,maschi,altro o non indicato,2018,9
molise,Utenti del 1522,maschi,altro o non indicato,2019,7
molise,Utenti del 1522,maschi,altro o non indicato,2020,8
molise,Utenti del 1522,maschi,altro o non indicato,2021,10
molise,Utenti del 1522,maschi,altro o non indicato,2022,12
molise,Utenti del 1522,femmine,transessuale,2018,1
molise,Utenti del 1522,femmine,transessuale,2022,2
molise,Utenti del 1522,femmine,missing,2023,91
molise,Utenti del 1522,femmine,missing,2024,132
molise,Utenti del 1522,femmine,altro o non indicato,2015,86
molise,Utenti del 1522,femmine,altro o non indicato,2016,58
molise,Utenti del 1522,femmine,altro o non indicato,2017,31
molise,Utenti del 1522,femmine,altro o non indicato,2018,37
molise,Utenti del 1522,femmine,altro o non indicato,2019,68
molise,Utenti del 1522,femmine,altro o non indicato,2020,67
molise,Utenti del 1522,femmine,altro o non indicato,2021,90
molise,Utenti del 1522,femmine,altro o non indicato,2022,88
molise,Utenti del 1522,non indicato,missing,2024,2
campania,Utenti del 1522,maschi,omosessuale,2015,6
campania,Utenti del 1522,maschi,omosessuale,2016,1
campania,Utenti del 1522,maschi,omosessuale,2017,1
campania,Utenti del 1522,maschi,omosessuale,2020,5
campania,Utenti del 1522,maschi,omosessuale,2021,4
campania,Utenti del 1522,maschi,omosessuale,2022,3
campania,Utenti del 1522,maschi,transessuale,2015,2
campania,Utenti del 1522,maschi,transessuale,2017,1
campania,Utenti del 1522,maschi,transessuale,2020,9
campania,Utenti del 1522,maschi,transessuale,2021,1
campania,Utenti del 1522,maschi,transessuale,2022,3
campania,Utenti del 1522,maschi,missing,2023,351
campania,Utenti del 1522,maschi,missing,2024,477
campania,Utenti del 1522,maschi,altro o non indicato,2015,239
campania,Utenti del 1522,maschi,altro o non indicato,2016,158
campania,Utenti del 1522,maschi,altro o non indicato,2017,161
campania,Utenti del 1522,maschi,altro o non indicato,2018,224
campania,Utenti del 1522,maschi,altro o non indicato,2019,213
campania,Utenti del 1522,maschi,altro o non indicato,2020,249
campania,Utenti del 1522,maschi,altro o non indicato,2021,244
campania,Utenti del 1522,maschi,altro o non indicato,2022,243
campania,Utenti del 1522,femmine,omosessuale,2015,1
campania,Utenti del 1522,femmine,omosessuale,2016,1
campania,Utenti del 1522,femmine,omosessuale,2017,1
campania,Utenti del 1522,femmine,omosessuale,2019,6
campania,Utenti del 1522,femmine,omosessuale,2020,11
campania,Utenti del 1522,femmine,omosessuale,2021,12
campania,Utenti del 1522,femmine,omosessuale,2022,3
campania,Utenti del 1522,femmine,transessuale,2015,5
campania,Utenti del 1522,femmine,transessuale,2016,5
campania,Utenti del 1522,femmine,transessuale,2018,4
campania,Utenti del 1522,femmine,transessuale,2019,1
campania,Utenti del 1522,femmine,transessuale,2020,14
campania,Utenti del 1522,femmine,transessuale,2021,10
campania,Utenti del 1522,femmine,transessuale,2022,2
campania,Utenti del 1522,femmine,missing,2023,2545
campania,Utenti del 1522,femmine,missing,2024,3489
campania,Utenti del 1522,femmine,altro o non indicato,2015,1911
campania,Utenti del 1522,femmine,altro o non indicato,2016,1663
campania,Utenti del 1522,femmine,altro o non indicato,2017,1499
campania,Utenti del 1522,femmine,altro o non indicato,2018,2064
campania,Utenti del 1522,femmine,altro o non indicato,2019,1899
campania,Utenti del 1522,femmine,altro o non indicato,2020,2387
campania,Utenti del 1522,femmine,altro o non indicato,2021,2548
campania,Utenti del 1522,femmine,altro o non indicato,2022,2121
campania,Utenti del 1522,non indicato,missing,2023,17
campania,Utenti del 1522,non indicato,missing,2024,10
puglia,Utenti del 1522,maschi,omosessuale,2015,3
puglia,Utenti del 1522,maschi,omosessuale,2016,3
puglia,Utenti del 1522,maschi,omosessuale,2017,2
puglia,Utenti del 1522,maschi,omosessuale,2018,2
puglia,Utenti del 1522,maschi,omosessuale,2019,3
puglia,Utenti del 1522,maschi,omosessuale,2020,4
puglia,Utenti del 1522,maschi,omosessuale,2021,1
puglia,Utenti del 1522,maschi,omosessuale,2022,4
puglia,Utenti del 1522,maschi,transessuale,2015,2
puglia,Utenti del 1522,maschi,transessuale,2016,2
puglia,Utenti del 1522,maschi,transessuale,2018,1
puglia,Utenti del 1522,maschi,transessuale,2020,3
puglia,Utenti del 1522,maschi,transessuale,2022,2
puglia,Utenti del 1522,maschi,missing,2023,230
puglia,Utenti del 1522,maschi,missing,2024,313
puglia,Utenti del 1522,maschi,altro o non indicato,2015,161
puglia,Utenti del 1522,maschi,altro o non indicato,2016,70
puglia,Utenti del 1522,maschi,altro o non indicato,2017,112
puglia,Utenti del 1522,maschi,altro o non indicato,2018,168
puglia,Utenti del 1522,maschi,altro o non indicato,2019,149
puglia,Utenti del 1522,maschi,altro o non indicato,2020,149
puglia,Utenti del 1522,maschi,altro o non indicato,2021,159
puglia,Utenti del 1522,maschi,altro o non indicato,2022,177
puglia,Utenti del 1522,femmine,omosessuale,2015,1
puglia,Utenti del 1522,femmine,omosessuale,2016,1
puglia,Utenti del 1522,femmine,omosessuale,2017,1
puglia,Utenti del 1522,femmine,omosessuale,2018,1
puglia,Utenti del 1522,femmine,omosessuale,2019,3
puglia,Utenti del 1522,femmine,omosessuale,2020,3
puglia,Utenti del 1522,femmine,omosessuale,2021,3
puglia,Utenti del 1522,femmine,omosessuale,2022,1
puglia,Utenti del 1522,femmine,transessuale,2015,4
puglia,Utenti del 1522,femmine,transessuale,2016,3
puglia,Utenti del 1522,femmine,transessuale,2017,2
puglia,Utenti del 1522,femmine,transessuale,2018,2
puglia,Utenti del 1522,femmine,transessuale,2020,10
puglia,Utenti del 1522,femmine,transessuale,2021,5
puglia,Utenti del 1522,femmine,transessuale,2022,3
puglia,Utenti del 1522,femmine,missing,2023,1562
puglia,Utenti del 1522,femmine,missing,2024,2240
puglia,Utenti del 1522,femmine,altro o non indicato,2015,1067
puglia,Utenti del 1522,femmine,altro o non indicato,2016,904
puglia,Utenti del 1522,femmine,altro o non indicato,2017,793
puglia,Utenti del 1522,femmine,altro o non indicato,2018,1185
puglia,Utenti del 1522,femmine,altro o non indicato,2019,992
puglia,Utenti del 1522,femmine,altro o non indicato,2020,1422
puglia,Utenti del 1522,femmine,altro o non indicato,2021,1469
puglia,Utenti del 1522,femmine,altro o non indicato,2022,1312
puglia,Utenti del 1522,non indicato,missing,2023,11
puglia,Utenti del 1522,non indicato,missing,2024,9
basilicata,Utenti del 1522,maschi,omosessuale,2019,1
basilicata,Utenti del 1522,maschi,omosessuale,2021,1
basilicata,Utenti del 1522,maschi,transessuale,2019,1
basilicata,Utenti del 1522,maschi,missing,2023,30
basilicata,Utenti del 1522,maschi,missing,2024,42
basilicata,Utenti del 1522,maschi,altro o non indicato,2015,19
basilicata,Utenti del 1522,maschi,altro o non indicato,2016,9
basilicata,Utenti del 1522,maschi,altro o non indicato,2017,16
basilicata,Utenti del 1522,maschi,altro o non indicato,2018,14
basilicata,Utenti del 1522,maschi,altro o non indicato,2019,28
basilicata,Utenti del 1522,maschi,altro o non indicato,2020,18
basilicata,Utenti del 1522,maschi,altro o non indicato,2021,13
basilicata,Utenti del 1522,maschi,altro o non indicato,2022,17
basilicata,Utenti del 1522,femmine,omosessuale,2017,1
basilicata,Utenti del 1522,femmine,transessuale,2017,1
basilicata,Utenti del 1522,femmine,transessuale,2022,1
basilicata,Utenti del 1522,femmine,missing,2023,224
basilicata,Utenti del 1522,femmine,missing,2024,181
basilicata,Utenti del 1522,femmine,altro o non indicato,2015,83
basilicata,Utenti del 1522,femmine,altro o non indicato,2016,82
basilicata,Utenti del 1522,femmine,altro o non indicato,2017,86
basilicata,Utenti del 1522,femmine,altro o non indicato,2018,126
basilicata,Utenti del 1522,femmine,altro o non indicato,2019,120
basilicata,Utenti del 1522,femmine,altro o non indicato,2020,138
basilicata,Utenti del 1522,femmine,altro o non indicato,2021,172
basilicata,Utenti del 1522,femmine,altro o non indicato,2022,153
basilicata,Utenti del 1522,non indicato,missing,2023,2
calabria,Utenti del 1522,maschi,omosessuale,2017,4
calabria,Utenti del 1522,maschi,omosessuale,2021,3
calabria,Utenti del 1522,maschi,transessuale,2016,1
calabria,Utenti del 1522,maschi,transessuale,2017,3
calabria,Utenti del 1522,maschi,missing,2023,126
calabria,Utenti del 1522,maschi,missing,2024,123
calabria,Utenti del 1522,maschi,altro o non indicato,2015,72
calabria,Utenti del 1522,maschi,altro o non indicato,2016,57
calabria,Utenti del 1522,maschi,altro o non indicato,2017,77
calabria,Utenti del 1522,maschi,altro o non indicato,2018,72
calabria,Utenti del 1522,maschi,altro o non indicato,2019,72
calabria,Utenti del 1522,maschi,altro o non indicato,2020,75
calabria,Utenti del 1522,maschi,altro o non indicato,2021,63
calabria,Utenti del 1522,maschi,altro o non indicato,2022,57
calabria,Utenti del 1522,femmine,omosessuale,2020,1
calabria,Utenti del 1522,femmine,omosessuale,2022,1
calabria,Utenti del 1522,femmine,transessuale,2017,2
calabria,Utenti del 1522,femmine,transessuale,2018,1
calabria,Utenti del 1522,femmine,transessuale,2019,1
calabria,Utenti del 1522,femmine,transessuale,2020,6
calabria,Utenti del 1522,femmine,transessuale,2021,1
calabria,Utenti del 1522,femmine,missing,2023,694
calabria,Utenti del 1522,femmine,missing,2024,729
calabria,Utenti del 1522,femmine,altro o non indicato,2015,458
calabria,Utenti del 1522,femmine,altro o non indicato,2016,351
calabria,Utenti del 1522,femmine,altro o non indicato,2017,293
calabria,Utenti del 1522,femmine,altro o non indicato,2018,430
calabria,Utenti del 1522,femmine,altro o non indicato,2019,437
calabria,Utenti del 1522,femmine,altro o non indicato,2020,608
calabria,Utenti del 1522,femmine,altro o non indicato,2021,587
calabria,Utenti del 1522,femmine,altro o non indicato,2022,633
calabria,Utenti del 1522,non indicato,missing,2023,1
calabria,Utenti del 1522,non indicato,missing,2024,2
isole,Utenti del 1522,maschi,omosessuale,2015,4
isole,Utenti del 1522,maschi,omosessuale,2017,7
isole,Utenti del 1522,maschi,omosessuale,2018,9
