territorio,sesso,stato_denuncia,periodo,numero_vittime
veneto,femmine,denuncia,2022,135
veneto,femmine,denuncia,2023,151
veneto,femmine,denuncia,2024,191
veneto,femmine,ritira la denuncia,2015,15
veneto,femmine,ritira la denuncia,2016,15
veneto,femmine,ritira la denuncia,2017,15
veneto,femmine,ritira la denuncia,2018,19
veneto,femmine,ritira la denuncia,2019,21
veneto,femmine,ritira la denuncia,2020,15
veneto,femmine,ritira la denuncia,2021,18
veneto,femmine,ritira la denuncia,2022,32
veneto,femmine,ritira la denuncia,2023,22
veneto,femmine,ritira la denuncia,2024,43
veneto,femmine,non denuncia,2015,376
veneto,femmine,non denuncia,2016,358
veneto,femmine,non denuncia,2017,365
veneto,femmine,non denuncia,2018,448
veneto,femmine,non denuncia,2019,437
veneto,femmine,non denuncia,2020,606
veneto,femmine,non denuncia,2021,771
veneto,femmine,non denuncia,2022,634
veneto,femmine,non denuncia,2023,743
veneto,femmine,non denuncia,2024,1063
veneto,femmine,non risponde,2015,2
veneto,femmine,non risponde,2016,3
veneto,femmine,non risponde,2017,3
veneto,femmine,non risponde,2018,3
veneto,femmine,non risponde,2019,3
veneto,femmine,non risponde,2020,11
veneto,femmine,non risponde,2021,14
veneto,femmine,non risponde,2022,10
veneto,femmine,non risponde,2023,92
veneto,femmine,non risponde,2024,72
veneto,femmine,non disponibile,2015,25
veneto,femmine,non disponibile,2016,24
veneto,femmine,non disponibile,2017,28
veneto,femmine,non disponibile,2018,45
veneto,femmine,non disponibile,2019,56
veneto,femmine,non disponibile,2020,213
veneto,femmine,non disponibile,2021,167
veneto,femmine,non disponibile,2022,50
veneto,femmine,non disponibile,2023,6
veneto,femmine,non disponibile,2024,24
veneto,non indicato,denuncia,2023,3
veneto,non indicato,non denuncia,2024,6
veneto,non indicato,non risponde,2023,2
veneto,non indicato,non risponde,2024,1
veneto,non indicato,non disponibile,2023,9
veneto,non indicato,non disponibile,2024,16
friuli venezia giulia,maschi,denuncia,2015,2
friuli venezia giulia,maschi,denuncia,2018,1
friuli venezia giulia,maschi,denuncia,2019,1
friuli venezia giulia,maschi,denuncia,2020,1
friuli venezia giulia,maschi,denuncia,2021,2
friuli venezia giulia,maschi,non denuncia,2015,2
friuli venezia giulia,maschi,non denuncia,2016,1
friuli venezia giulia,maschi,non denuncia,2017,2
friuli venezia giulia,maschi,non denuncia,2018,3
friuli venezia giulia,maschi,non denuncia,2019,3
friuli venezia giulia,maschi,non denuncia,2020,6
friuli venezia giulia,maschi,non denuncia,2021,2
friuli venezia giulia,maschi,non denuncia,2022,2
friuli venezia giulia,maschi,non denuncia,2023,4
friuli venezia giulia,maschi,non denuncia,2024,2
friuli venezia giulia,maschi,non disponibile,2015,2
friuli venezia giulia,maschi,non disponibile,2019,1
friuli venezia giulia,maschi,non disponibile,2020,3
friuli venezia giulia,femmine,denuncia,2015,14
friuli venezia giulia,femmine,denuncia,2016,4
friuli venezia giulia,femmine,denuncia,2017,8
friuli venezia giulia,femmine,denuncia,2018,6
friuli venezia giulia,femmine,denuncia,2019,15
friuli venezia giulia,femmine,denuncia,2020,7
friuli venezia giulia,femmine,denuncia,2021,25
friuli venezia giulia,femmine,denuncia,2022,17
friuli venezia giulia,femmine,denuncia,2023,12
friuli venezia giulia,femmine,denuncia,2024,21
friuli venezia giulia,femmine,ritira la denuncia,2015,4
friuli venezia giulia,femmine,ritira la denuncia,2016,8
friuli venezia giulia,femmine,ritira la denuncia,2017,2
friuli venezia giulia,femmine,ritira la denuncia,2018,2
friuli venezia giulia,femmine,ritira la denuncia,2019,4
friuli venezia giulia,femmine,ritira la denuncia,2020,4
friuli venezia giulia,femmine,ritira la denuncia,2021,4
friuli venezia giulia,femmine,ritira la denuncia,2022,3
friuli venezia giulia,femmine,ritira la denuncia,2023,4
friuli venezia giulia,femmine,ritira la denuncia,2024,13
friuli venezia giulia,femmine,non denuncia,2015,77
friuli venezia giulia,femmine,non denuncia,2016,98
friuli venezia giulia,femmine,non denuncia,2017,87
friuli venezia giulia,femmine,non denuncia,2018,113
friuli venezia giulia,femmine,non denuncia,2019,81
friuli venezia giulia,femmine,non denuncia,2020,109
friuli venezia giulia,femmine,non denuncia,2021,104
friuli venezia giulia,femmine,non denuncia,2022,100
friuli venezia giulia,femmine,non denuncia,2023,136
friuli venezia giulia,femmine,non denuncia,2024,214
friuli venezia giulia,femmine,non risponde,2015,2
friuli venezia giulia,femmine,non risponde,2017,2
friuli venezia giulia,femmine,non risponde,2018,1
friuli venezia giulia,femmine,non risponde,2020,1
friuli venezia giulia,femmine,non risponde,2021,3
friuli venezia giulia,femmine,non risponde,2022,2
friuli venezia giulia,femmine,non risponde,2023,14
friuli venezia giulia,femmine,non risponde,2024,11
friuli venezia giulia,femmine,non disponibile,2015,12
friuli venezia giulia,femmine,non disponibile,2016,8
friuli venezia giulia,femmine,non disponibile,2017,7
friuli venezia giulia,femmine,non disponibile,2018,6
friuli venezia giulia,femmine,non disponibile,2019,6
friuli venezia giulia,femmine,non disponibile,2020,40
friuli venezia giulia,femmine,non disponibile,2021,33
friuli venezia giulia,femmine,non disponibile,2022,8
friuli venezia giulia,femmine,non disponibile,2023,2
friuli venezia giulia,femmine,non disponibile,2024,2
friuli venezia giulia,non indicato,non denuncia,2024,1
friuli venezia giulia,non indicato,non risponde,2023,2
friuli venezia giulia,non indicato,non disponibile,2023,1
friuli venezia giulia,non indicato,non disponibile,2024,5
emilia romagna,maschi,denuncia,2015,2
emilia romagna,maschi,denuncia,2016,3
emilia romagna,maschi,denuncia,2017,2
emilia romagna,maschi,denuncia,2018,2
emilia romagna,maschi,denuncia,2020,2
emilia romagna,maschi,denuncia,2021,3
emilia romagna,maschi,denuncia,2022,1
emilia romagna,maschi,denuncia,2023,3
emilia romagna,maschi,denuncia,2024,1
emilia romagna,maschi,ritira la denuncia,2017,1
emilia romagna,maschi,ritira la denuncia,2020,1
emilia romagna,maschi,ritira la denuncia,2023,1
emilia romagna,maschi,non denuncia,2015,15
emilia romagna,maschi,non denuncia,2016,16
emilia romagna,maschi,non denuncia,2017,11
emilia romagna,maschi,non denuncia,2018,3
emilia romagna,maschi,non denuncia,2019,10
emilia romagna,maschi,non denuncia,2020,20
emilia romagna,maschi,non denuncia,2021,18
emilia romagna,maschi,non denuncia,2022,12
emilia romagna,maschi,non denuncia,2023,15
emilia romagna,maschi,non denuncia,2024,21
emilia romagna,maschi,non risponde,2019,1
emilia romagna,maschi,non risponde,2023,5
emilia romagna,maschi,non risponde,2024,1
emilia romagna,maschi,non disponibile,2015,2
emilia romagna,maschi,non disponibile,2016,1
emilia romagna,maschi,non disponibile,2017,5
emilia romagna,maschi,non disponibile,2018,4
emilia romagna,maschi,non disponibile,2019,1
emilia romagna,maschi,non disponibile,2020,8
emilia romagna,maschi,non disponibile,2021,8
emilia romagna,maschi,non disponibile,2022,4
emilia romagna,maschi,non disponibile,2024,1
emilia romagna,femmine,denuncia,2015,48
emilia romagna,femmine,denuncia,2016,55
emilia romagna,femmine,denuncia,2017,60
emilia romagna,femmine,denuncia,2018,53
emilia romagna,femmine,denuncia,2019,79
emilia romagna,femmine,denuncia,2020,102
emilia romagna,femmine,denuncia,2021,104
emilia romagna,femmine,denuncia,2022,98
emilia romagna,femmine,denuncia,2023,113
emilia romagna,femmine,denuncia,2024,139
emilia romagna,femmine,ritira la denuncia,2015,18
emilia romagna,femmine,ritira la denuncia,2016,20
emilia romagna,femmine,ritira la denuncia,2017,8
emilia romagna,femmine,ritira la denuncia,2018,16
emilia romagna,femmine,ritira la denuncia,2019,15
emilia romagna,femmine,ritira la denuncia,2020,6
emilia romagna,femmine,ritira la denuncia,2021,25
emilia romagna,femmine,ritira la denuncia,2022,22
emilia romagna,femmine,ritira la denuncia,2023,19
emilia romagna,femmine,ritira la denuncia,2024,31
emilia romagna,femmine,non denuncia,2015,350
emilia romagna,femmine,non denuncia,2016,322
emilia romagna,femmine,non denuncia,2017,296
emilia romagna,femmine,non denuncia,2018,397
emilia romagna,femmine,non denuncia,2019,341
emilia romagna,femmine,non denuncia,2020,590
emilia romagna,femmine,non denuncia,2021,689
emilia romagna,femmine,non denuncia,2022,541
emilia romagna,femmine,non denuncia,2023,633
emilia romagna,femmine,non denuncia,2024,963
emilia romagna,femmine,non risponde,2015,7
emilia romagna,femmine,non risponde,2016,5
emilia romagna,femmine,non risponde,2017,2
emilia romagna,femmine,non risponde,2018,2
emilia romagna,femmine,non risponde,2019,1
emilia romagna,femmine,non risponde,2020,6
emilia romagna,femmine,non risponde,2021,10
emilia romagna,femmine,non risponde,2022,9
emilia romagna,femmine,non risponde,2023,76
emilia romagna,femmine,non risponde,2024,58
emilia romagna,femmine,non disponibile,2015,14
emilia romagna,femmine,non disponibile,2016,21
emilia romagna,femmine,non disponibile,2017,28
emilia romagna,femmine,non disponibile,2018,45
emilia romagna,femmine,non disponibile,2019,43
emilia romagna,femmine,non disponibile,2020,178
emilia romagna,femmine,non disponibile,2021,137
emilia romagna,femmine,non disponibile,2022,40
emilia romagna,femmine,non disponibile,2023,12
emilia romagna,femmine,non disponibile,2024,17
emilia romagna,non indicato,denuncia,2023,2
emilia romagna,non indicato,denuncia,2024,1
emilia romagna,non indicato,non denuncia,2023,1
emilia romagna,non indicato,non denuncia,2024,3
emilia romagna,non indicato,non risponde,2023,2
emilia romagna,non indicato,non risponde,2024,1
emilia romagna,non indicato,non disponibile,2023,12
emilia romagna,non indicato,non disponibile,2024,18
centro,maschi,denuncia,2015,5
centro,maschi,denuncia,2016,13
centro,maschi,denuncia,2017,7
centro,maschi,denuncia,2018,6
centro,maschi,denuncia,2019,5
centro,maschi,denuncia,2020,13
centro,maschi,denuncia,2021,14
centro,maschi,denuncia,2022,9
centro,maschi,denuncia,2023,15
centro,maschi,denuncia,2024,9
centro,maschi,ritira la denuncia,2015,1
centro,maschi,ritira la denuncia,2016,3
centro,maschi,ritira la denuncia,2018,1
centro,maschi,ritira la denuncia,2020,1
centro,maschi,ritira la denuncia,2021,1
centro,maschi,ritira la denuncia,2023,1
centro,maschi,ritira la denuncia,2024,4
centro,maschi,non denuncia,2015,44
centro,maschi,non denuncia,2016,50
centro,maschi,non denuncia,2017,45
centro,maschi,non denuncia,2018,43
centro,maschi,non denuncia,2019,40
centro,maschi,non denuncia,2020,83
centro,maschi,non denuncia,2021,65
centro,maschi,non denuncia,2022,56
centro,maschi,non denuncia,2023,49
centro,maschi,non denuncia,2024,65
centro,maschi,non risponde,2016,1
centro,maschi,non risponde,2023,11
centro,maschi,non risponde,2024,7
centro,maschi,non disponibile,2015,6
centro,maschi,non disponibile,2016,9
centro,maschi,non disponibile,2017,11
centro,maschi,non disponibile,2018,7
centro,maschi,non disponibile,2019,3
centro,maschi,non disponibile,2020,33
centro,maschi,non disponibile,2021,21
centro,maschi,non disponibile,2022,5
centro,maschi,non disponibile,2024,2
centro,femmine,denuncia,2015,248
centro,femmine,denuncia,2016,273
centro,femmine,denuncia,2017,253
centro,femmine,denuncia,2018,320
centro,femmine,denuncia,2019,281
centro,femmine,denuncia,2020,352
centro,femmine,denuncia,2021,541
centro,femmine,denuncia,2022,382
centro,femmine,denuncia,2023,447
centro,femmine,denuncia,2024,499
centro,femmine,ritira la denuncia,2015,62
centro,femmine,ritira la denuncia,2016,60
centro,femmine,ritira la denuncia,2017,53
centro,femmine,ritira la denuncia,2018,48
centro,femmine,ritira la denuncia,2019,58
centro,femmine,ritira la denuncia,2020,62
centro,femmine,ritira la denuncia,2021,78
centro,femmine,ritira la denuncia,2022,67
centro,femmine,ritira la denuncia,2023,51
centro,femmine,ritira la denuncia,2024,93
centro,femmine,non denuncia,2015,1297
centro,femmine,non denuncia,2016,1250
centro,femmine,non denuncia,2017,1095
centro,femmine,non denuncia,2018,1560
centro,femmine,non denuncia,2019,1490
centro,femmine,non denuncia,2020,1922
centro,femmine,non denuncia,2021,2237
centro,femmine,non denuncia,2022,1904
centro,femmine,non denuncia,2023,2253
centro,femmine,non denuncia,2024,2731
centro,femmine,non risponde,2015,10
centro,femmine,non risponde,2016,8
centro,femmine,non risponde,2017,9
centro,femmine,non risponde,2018,4
centro,femmine,non risponde,2019,10
centro,femmine,non risponde,2020,33
centro,femmine,non risponde,2021,39
centro,femmine,non risponde,2022,52
centro,femmine,non risponde,2023,269
centro,femmine,non risponde,2024,186
centro,femmine,non disponibile,2015,98
centro,femmine,non disponibile,2016,87
centro,femmine,non disponibile,2017,160
centro,femmine,non disponibile,2018,164
centro,femmine,non disponibile,2019,102
centro,femmine,non disponibile,2020,684
centro,femmine,non disponibile,2021,490
centro,femmine,non disponibile,2022,168
centro,femmine,non disponibile,2023,42
centro,femmine,non disponibile,2024,64
centro,non indicato,denuncia,2023,3
centro,non indicato,denuncia,2024,1
centro,non indicato,ritira la denuncia,2023,1
centro,non indicato,non denuncia,2023,9
centro,non indicato,non denuncia,2024,6
centro,non indicato,non risponde,2023,11
centro,non indicato,non risponde,2024,3
centro,non indicato,non disponibile,2021,1
centro,non indicato,non disponibile,2023,51
centro,non indicato,non disponibile,2024,54
toscana,maschi,denuncia,2015,1
toscana,maschi,denuncia,2016,8
toscana,maschi,denuncia,2017,2
toscana,maschi,denuncia,2018,3
toscana,maschi,denuncia,2020,4
toscana,maschi,denuncia,2021,5
toscana,maschi,denuncia,2022,4
toscana,maschi,denuncia,2023,4
toscana,maschi,denuncia,2024,2
toscana,maschi,ritira la denuncia,2015,1
toscana,maschi,ritira la denuncia,2016,1
toscana,maschi,ritira la denuncia,2020,1
toscana,maschi,ritira la denuncia,2024,1
toscana,maschi,non denuncia,2015,7
toscana,maschi,non denuncia,2016,10
toscana,maschi,non denuncia,2017,17
toscana,maschi,non denuncia,2018,10
toscana,maschi,non denuncia,2019,3
toscana,maschi,non denuncia,2020,28
toscana,maschi,non denuncia,2021,25
toscana,maschi,non denuncia,2022,18
toscana,maschi,non denuncia,2023,12
toscana,maschi,non denuncia,2024,18
toscana,maschi,non risponde,2023,3
toscana,maschi,non risponde,2024,1
toscana,maschi,non disponibile,2015,1
toscana,maschi,non disponibile,2016,2
toscana,maschi,non disponibile,2017,4
toscana,maschi,non disponibile,2018,1
toscana,maschi,non disponibile,2020,7
toscana,maschi,non disponibile,2021,1
toscana,femmine,denuncia,2015,54
toscana,femmine,denuncia,2016,48
toscana,femmine,denuncia,2017,68
toscana,femmine,denuncia,2018,74
toscana,femmine,denuncia,2019,68
toscana,femmine,denuncia,2020,90
toscana,femmine,denuncia,2021,116
toscana,femmine,denuncia,2022,88
toscana,femmine,denuncia,2023,96
toscana,femmine,denuncia,2024,135
toscana,femmine,ritira la denuncia,2015,10
toscana,femmine,ritira la denuncia,2016,13
toscana,femmine,ritira la denuncia,2017,17
toscana,femmine,ritira la denuncia,2018,12
toscana,femmine,ritira la denuncia,2019,17
toscana,femmine,ritira la denuncia,2020,19
toscana,femmine,ritira la denuncia,2021,20
toscana,femmine,ritira la denuncia,2022,21
toscana,femmine,ritira la denuncia,2023,11
toscana,femmine,ritira la denuncia,2024,18
toscana,femmine,non denuncia,2015,295
toscana,femmine,non denuncia,2016,247
toscana,femmine,non denuncia,2017,299
toscana,femmine,non denuncia,2018,428
toscana,femmine,non denuncia,2019,397
toscana,femmine,non denuncia,2020,533
toscana,femmine,non denuncia,2021,571
toscana,femmine,non denuncia,2022,452
toscana,femmine,non denuncia,2023,545
toscana,femmine,non denuncia,2024,778
toscana,femmine,non risponde,2015,1
toscana,femmine,non risponde,2016,1
toscana,femmine,non risponde,2017,3
toscana,femmine,non risponde,2018,1
toscana,femmine,non risponde,2019,4
toscana,femmine,non risponde,2020,9
toscana,femmine,non risponde,2021,14
toscana,femmine,non risponde,2022,10
toscana,femmine,non risponde,2023,63
toscana,femmine,non risponde,2024,55
toscana,femmine,non disponibile,2015,19
toscana,femmine,non disponibile,2016,14
toscana,femmine,non disponibile,2017,40
toscana,femmine,non disponibile,2018,44
toscana,femmine,non disponibile,2019,30
toscana,femmine,non disponibile,2020,178
toscana,femmine,non disponibile,2021,106
toscana,femmine,non disponibile,2022,45
toscana,femmine,non disponibile,2023,9
toscana,femmine,non disponibile,2024,9
toscana,non indicato,non denuncia,2023,2
toscana,non indicato,non denuncia,2024,3
toscana,non indicato,non risponde,2023,2
toscana,non indicato,non disponibile,2023,12
toscana,non indicato,non disponibile,2024,14
umbria,maschi,denuncia,2015,1
umbria,maschi,denuncia,2017,1
umbria,maschi,denuncia,2024,1
umbria,maschi,non denuncia,2015,3
umbria,maschi,non denuncia,2016,3
umbria,maschi,non denuncia,2017,4
umbria,maschi,non denuncia,2018,2
umbria,maschi,non denuncia,2019,3
umbria,maschi,non denuncia,2020,1
umbria,maschi,non denuncia,2021,1
umbria,maschi,non denuncia,2022,5
umbria,maschi,non denuncia,2023,3
umbria,maschi,non denuncia,2024,2
umbria,maschi,non disponibile,2019,1
umbria,maschi,non disponibile,2020,1
umbria,femmine,denuncia,2015,14
umbria,femmine,denuncia,2016,19
umbria,femmine,denuncia,2017,12
umbria,femmine,denuncia,2018,14
umbria,femmine,denuncia,2019,13
umbria,femmine,denuncia,2020,14
umbria,femmine,denuncia,2021,23
umbria,femmine,denuncia,2022,26
umbria,femmine,denuncia,2023,23
umbria,femmine,denuncia,2024,28
umbria,femmine,ritira la denuncia,2015,4
umbria,femmine,ritira la denuncia,2016,4
umbria,femmine,ritira la denuncia,2017,3
umbria,femmine,ritira la denuncia,2018,2
umbria,femmine,ritira la denuncia,2019,2
umbria,femmine,ritira la denuncia,2020,5
umbria,femmine,ritira la denuncia,2021,4
umbria,femmine,ritira la denuncia,2022,2
umbria,femmine,ritira la denuncia,2023,5
umbria,femmine,ritira la denuncia,2024,6
umbria,femmine,non denuncia,2015,90
umbria,femmine,non denuncia,2016,67
umbria,femmine,non denuncia,2017,69
umbria,femmine,non denuncia,2018,92
umbria,femmine,non denuncia,2019,82
umbria,femmine,non denuncia,2020,93
umbria,femmine,non denuncia,2021,116
umbria,femmine,non denuncia,2022,112
umbria,femmine,non denuncia,2023,154
umbria,femmine,non denuncia,2024,163
umbria,femmine,non risponde,2015,1
umbria,femmine,non risponde,2020,1
umbria,femmine,non risponde,2021,3
umbria,femmine,non risponde,2022,3
umbria,femmine,non risponde,2023,13
umbria,femmine,non risponde,2024,11
umbria,femmine,non disponibile,2015,3
umbria,femmine,non disponibile,2016,4
umbria,femmine,non disponibile,2017,16
umbria,femmine,non disponibile,2018,8
umbria,femmine,non disponibile,2019,2
umbria,femmine,non disponibile,2020,29
umbria,femmine,non disponibile,2021,25
umbria,femmine,non disponibile,2022,6
umbria,femmine,non disponibile,2023,1
umbria,femmine,non disponibile,2024,4
umbria,non indicato,non disponibile,2023,1
umbria,non indicato,non disponibile,2024,5
marche,maschi,denuncia,2015,2
marche,maschi,denuncia,2016,1
marche,maschi,denuncia,2018,1
marche,maschi,denuncia,2020,2
marche,maschi,denuncia,2023,1
marche,maschi,denuncia,2024,1
marche,maschi,ritira la denuncia,2016,1
marche,maschi,ritira la denuncia,2024,1
marche,maschi,non denuncia,2015,4
marche,maschi,non denuncia,2016,6
marche,maschi,non denuncia,2017,2
marche,maschi,non denuncia,2018,3
marche,maschi,non denuncia,2019,4
marche,maschi,non denuncia,2020,9
marche,maschi,non denuncia,2021,7
marche,maschi,non denuncia,2022,6
marche,maschi,non denuncia,2023,5
marche,maschi,non denuncia,2024,8
marche,maschi,non risponde,2023,1
marche,maschi,non disponibile,2016,1
marche,maschi,non disponibile,2020,5
marche,maschi,non disponibile,2021,3
marche,maschi,non disponibile,2022,2
marche,femmine,denuncia,2015,30
marche,femmine,denuncia,2016,29
marche,femmine,denuncia,2017,21
marche,femmine,denuncia,2018,23
marche,femmine,denuncia,2019,14
marche,femmine,denuncia,2020,44
marche,femmine,denuncia,2021,47
marche,femmine,denuncia,2022,48
marche,femmine,denuncia,2023,36
marche,femmine,denuncia,2024,44
marche,femmine,ritira la denuncia,2015,11
marche,femmine,ritira la denuncia,2016,8
marche,femmine,ritira la denuncia,2017,6
marche,femmine,ritira la denuncia,2018,4
marche,femmine,ritira la denuncia,2019,5
marche,femmine,ritira la denuncia,2020,6
marche,femmine,ritira la denuncia,2021,10
marche,femmine,ritira la denuncia,2022,4
marche,femmine,ritira la denuncia,2023,3
marche,femmine,ritira la denuncia,2024,14
marche,femmine,non denuncia,2015,156
marche,femmine,non denuncia,2016,156
marche,femmine,non denuncia,2017,126
marche,femmine,non denuncia,2018,181
marche,femmine,non denuncia,2019,150
marche,femmine,non denuncia,2020,173
marche,femmine,non denuncia,2021,237
marche,femmine,non denuncia,2022,184
marche,femmine,non denuncia,2023,198
marche,femmine,non denuncia,2024,274
marche,femmine,non risponde,2017,1
marche,femmine,non risponde,2020,4
marche,femmine,non risponde,2022,5
marche,femmine,non risponde,2023,25
marche,femmine,non risponde,2024,19
marche,femmine,non disponibile,2015,18
marche,femmine,non disponibile,2016,10
marche,femmine,non disponibile,2017,17
marche,femmine,non disponibile,2018,18
marche,femmine,non disponibile,2019,12
marche,femmine,non disponibile,2020,58
marche,femmine,non disponibile,2021,49
marche,femmine,non disponibile,2022,15
marche,femmine,non disponibile,2023,5
marche,femmine,non disponibile,2024,10
marche,non indicato,denuncia,2023,1
marche,non indicato,non denuncia,2024,1
marche,non indicato,non disponibile,2023,4
marche,non indicato,non disponibile,2024,6
lazio,maschi,denuncia,2015,1
lazio,maschi,denuncia,2016,4
lazio,maschi,denuncia,2017,4
lazio,maschi,denuncia,2018,2
lazio,maschi,denuncia,2019,5
lazio,maschi,denuncia,2020,7
lazio,maschi,denuncia,2021,9
lazio,maschi,denuncia,2022,5
lazio,maschi,denuncia,2023,10
lazio,maschi,denuncia,2024,5
lazio,maschi,ritira la denuncia,2016,1
lazio,maschi,ritira la denuncia,2018,1
lazio,maschi,ritira la denuncia,2021,1
lazio,maschi,ritira la denuncia,2023,1
lazio,maschi,ritira la denuncia,2024,2
lazio,maschi,non denuncia,2015,30
lazio,maschi,non denuncia,2016,31
lazio,maschi,non denuncia,2017,22
lazio,maschi,non denuncia,2018,28
lazio,maschi,non denuncia,2019,30
lazio,maschi,non denuncia,2020,45
lazio,maschi,non denuncia,2021,32
lazio,maschi,non denuncia,2022,27
lazio,maschi,non denuncia,2023,29
lazio,maschi,non denuncia,2024,37
lazio,maschi,non risponde,2016,1
lazio,maschi,non risponde,2023,7
lazio,maschi,non risponde,2024,6
lazio,maschi,non disponibile,2015,5
lazio,maschi,non disponibile,2016,6
lazio,maschi,non disponibile,2017,7
lazio,maschi,non disponibile,2018,6
lazio,maschi,non disponibile,2019,2
lazio,maschi,non disponibile,2020,20
lazio,maschi,non disponibile,2021,17
lazio,maschi,non disponibile,2022,3
lazio,maschi,non disponibile,2024,2
lazio,femmine,denuncia,2015,150
lazio,femmine,denuncia,2016,177
lazio,femmine,denuncia,2017,152
lazio,femmine,denuncia,2018,209
lazio,femmine,denuncia,2019,186
lazio,femmine,denuncia,2020,204
lazio,femmine,denuncia,2021,355
lazio,femmine,denuncia,2022,220
lazio,femmine,denuncia,2023,292
lazio,femmine,denuncia,2024,292
lazio,femmine,ritira la denuncia,2015,37
lazio,femmine,ritira la denuncia,2016,35
lazio,femmine,ritira la denuncia,2017,27
lazio,femmine,ritira la denuncia,2018,30
lazio,femmine,ritira la denuncia,2019,34
lazio,femmine,ritira la denuncia,2020,32
lazio,femmine,ritira la denuncia,2021,44
lazio,femmine,ritira la denuncia,2022,40
lazio,femmine,ritira la denuncia,2023,32
lazio,femmine,ritira la denuncia,2024,55
lazio,femmine,non denuncia,2015,756
lazio,femmine,non denuncia,2016,780
lazio,femmine,non denuncia,2017,601
lazio,femmine,non denuncia,2018,859
lazio,femmine,non denuncia,2019,861
lazio,femmine,non denuncia,2020,1123
lazio,femmine,non denuncia,2021,1313
lazio,femmine,non denuncia,2022,1156
lazio,femmine,non denuncia,2023,1356
lazio,femmine,non denuncia,2024,1516
lazio,femmine,non risponde,2015,8
lazio,femmine,non risponde,2016,7
lazio,femmine,non risponde,2017,5
lazio,femmine,non risponde,2018,3
lazio,femmine,non risponde,2019,6
lazio,femmine,non risponde,2020,19
lazio,femmine,non risponde,2021,22
lazio,femmine,non risponde,2022,34
lazio,femmine,non risponde,2023,168
lazio,femmine,non risponde,2024,101
lazio,femmine,non disponibile,2015,58
lazio,femmine,non disponibile,2016,59
lazio,femmine,non disponibile,2017,87
lazio,femmine,non disponibile,2018,94
lazio,femmine,non disponibile,2019,58
lazio,femmine,non disponibile,2020,419
lazio,femmine,non disponibile,2021,310
lazio,femmine,non disponibile,2022,102
lazio,femmine,non disponibile,2023,27
lazio,femmine,non disponibile,2024,41
lazio,non indicato,denuncia,2023,2
lazio,non indicato,denuncia,2024,1
lazio,non indicato,ritira la denuncia,2023,1
lazio,non indicato,non denuncia,2023,7
lazio,non indicato,non denuncia,2024,2
lazio,non indicato,non risponde,2023,9
lazio,non indicato,non risponde,2024,3
lazio,non indicato,non disponibile,2021,1
lazio,non indicato,non disponibile,2023,34
lazio,non indicato,non disponibile,2024,29
sud,maschi,denuncia,2015,14
sud,maschi,denuncia,2016,6
sud,maschi,denuncia,2017,9
sud,maschi,denuncia,2018,8
sud,maschi,denuncia,2019,4
sud,maschi,denuncia,2020,9
sud,maschi,denuncia,2021,10
sud,maschi,denuncia,2022,6
sud,maschi,denuncia,2023,3
sud,maschi,denuncia,2024,11
sud,maschi,ritira la denuncia,2015,1
sud,maschi,ritira la denuncia,2016,2
sud,maschi,ritira la denuncia,2018,1
sud,maschi,ritira la denuncia,2020,4
sud,maschi,ritira la denuncia,2021,2
sud,maschi,ritira la denuncia,2023,1
sud,maschi,ritira la denuncia,2024,1
sud,maschi,non denuncia,2015,46
sud,maschi,non denuncia,2016,49
sud,maschi,non denuncia,2017,33
sud,maschi,non denuncia,2018,41
sud,maschi,non denuncia,2019,35
sud,maschi,non denuncia,2020,43
sud,maschi,non denuncia,2021,52
sud,maschi,non denuncia,2022,23
sud,maschi,non denuncia,2023,45
sud,maschi,non denuncia,2024,60
sud,maschi,non risponde,2021,1
sud,maschi,non risponde,2022,1
sud,maschi,non risponde,2023,5
sud,maschi,non risponde,2024,7
sud,maschi,non disponibile,2015,12
sud,maschi,non disponibile,2016,9
sud,maschi,non disponibile,2017,10
sud,maschi,non disponibile,2018,12
sud,maschi,non disponibile,2019,4
sud,maschi,non disponibile,2020,26
sud,maschi,non disponibile,2021,19
sud,maschi,non disponibile,2022,8
sud,maschi,non disponibile,2024,1
sud,femmine,denuncia,2015,277
sud,femmine,denuncia,2016,276
sud,femmine,denuncia,2017,248
sud,femmine,denuncia,2018,299
sud,femmine,denuncia,2019,318
sud,femmine,denuncia,2020,365
sud,femmine,denuncia,2021,468
sud,femmine,denuncia,2022,327
sud,femmine,denuncia,2023,394
sud,femmine,denuncia,2024,396
sud,femmine,ritira la denuncia,2015,85
sud,femmine,ritira la denuncia,2016,88
sud,femmine,ritira la denuncia,2017,48
sud,femmine,ritira la denuncia,2018,90
sud,femmine,ritira la denuncia,2019,77
sud,femmine,ritira la denuncia,2020,71
sud,femmine,ritira la denuncia,2021,86
sud,femmine,ritira la denuncia,2022,70
sud,femmine,ritira la denuncia,2023,67
sud,femmine,ritira la denuncia,2024,98
sud,femmine,non denuncia,2015,1312
sud,femmine,non denuncia,2016,1215
sud,femmine,non denuncia,2017,1111
sud,femmine,non denuncia,2018,1467
sud,femmine,non denuncia,2019,1275
sud,femmine,non denuncia,2020,1816
sud,femmine,non denuncia,2021,2009
sud,femmine,non denuncia,2022,1626
sud,femmine,non denuncia,2023,1657
sud,femmine,non denuncia,2024,2156
sud,femmine,non risponde,2015,13
sud,femmine,non risponde,2016,10
sud,femmine,non risponde,2017,6
sud,femmine,non risponde,2018,3
