territorio,motivo_chiamata,sesso,nazionalità_utente,periodo,numero_vittime
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2016,28
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2017,22
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2018,44
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2019,44
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2020,43
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2021,34
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2022,32
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2023,29
sicilia,richiesta di aiuto vittima di violenza,femmine,estero,2024,50
sicilia,richiesta di aiuto vittima di violenza,femmine,italia,2015,319
sicilia,richiesta di aiuto vittima di violenza,femmine,italia,2016,334
sicilia,richiesta di aiuto vittima di violenza,femmine,italia,2017,352
sicilia,richiesta di aiuto vittima di violenza,femmine,italia,2018,390
sicilia,richiesta di aiuto vittima di violenza,femmine,italia,2019,384
sicilia,richiesta di aiuto vittima di violenza,femmine,italia,2020,569
sicilia,richiesta di aiuto vittima di violenza,femmine,italia,2021,633
sicilia,richiesta di aiuto vittima di violenza,femmine,italia,2022,429
sicilia,richiesta di aiuto vittima di violenza,femmine,italia,2023,481
sicilia,richiesta di aiuto vittima di violenza,femmine,italia,2024,572
sicilia,richiesta di aiuto vittima di violenza,non indicato,estero,2023,4
sicilia,richiesta di aiuto vittima di violenza,non indicato,italia,2023,4
sicilia,richiesta di aiuto per discriminazione,maschi,estero,2020,1
sicilia,richiesta di aiuto per discriminazione,maschi,estero,2021,1
sicilia,richiesta di aiuto per discriminazione,maschi,estero,2022,1
sicilia,richiesta di aiuto per discriminazione,maschi,italia,2021,1
sicilia,richiesta di aiuto per discriminazione,femmine,estero,2021,1
sicilia,segnalazione di un caso di violenza,maschi,estero,2015,21
sicilia,segnalazione di un caso di violenza,maschi,estero,2016,28
sicilia,segnalazione di un caso di violenza,maschi,estero,2017,13
sicilia,segnalazione di un caso di violenza,maschi,estero,2018,9
sicilia,segnalazione di un caso di violenza,maschi,estero,2019,16
sicilia,segnalazione di un caso di violenza,maschi,estero,2020,21
sicilia,segnalazione di un caso di violenza,maschi,estero,2021,41
sicilia,segnalazione di un caso di violenza,maschi,estero,2022,17
sicilia,segnalazione di un caso di violenza,maschi,estero,2023,20
sicilia,segnalazione di un caso di violenza,maschi,estero,2024,14
sicilia,segnalazione di un caso di violenza,maschi,estero,2018,1
sicilia,segnalazione di un caso di violenza,maschi,estero,2021,2
sicilia,segnalazione di un caso di violenza,maschi,estero,2022,1
sicilia,segnalazione di un caso di violenza,maschi,italia,2015,21
sicilia,segnalazione di un caso di violenza,maschi,italia,2016,28
sicilia,segnalazione di un caso di violenza,maschi,italia,2017,13
sicilia,segnalazione di un caso di violenza,maschi,italia,2018,8
sicilia,segnalazione di un caso di violenza,maschi,italia,2019,16
sicilia,segnalazione di un caso di violenza,maschi,italia,2020,21
sicilia,segnalazione di un caso di violenza,maschi,italia,2021,39
sicilia,segnalazione di un caso di violenza,maschi,italia,2022,16
sicilia,segnalazione di un caso di violenza,maschi,italia,2023,20
sicilia,segnalazione di un caso di violenza,maschi,italia,2024,14
sicilia,segnalazione di un caso di violenza,femmine,estero,2015,70
sicilia,segnalazione di un caso di violenza,femmine,estero,2016,84
sicilia,segnalazione di un caso di violenza,femmine,estero,2017,66
sicilia,segnalazione di un caso di violenza,femmine,estero,2018,64
sicilia,segnalazione di un caso di violenza,femmine,estero,2019,32
sicilia,segnalazione di un caso di violenza,femmine,estero,2020,103
sicilia,segnalazione di un caso di violenza,femmine,estero,2021,85
sicilia,segnalazione di un caso di violenza,femmine,estero,2022,59
sicilia,segnalazione di un caso di violenza,femmine,estero,2023,66
sicilia,segnalazione di un caso di violenza,femmine,estero,2024,74
sicilia,segnalazione di un caso di violenza,femmine,estero,2015,5
sicilia,segnalazione di un caso di violenza,femmine,estero,2016,4
sicilia,segnalazione di un caso di violenza,femmine,estero,2017,1
sicilia,segnalazione di un caso di violenza,femmine,estero,2018,2
sicilia,segnalazione di un caso di violenza,femmine,estero,2019,4
sicilia,segnalazione di un caso di violenza,femmine,estero,2020,3
sicilia,segnalazione di un caso di violenza,femmine,estero,2022,3
sicilia,segnalazione di un caso di violenza,femmine,estero,2023,3
sicilia,segnalazione di un caso di violenza,femmine,estero,2024,1
sicilia,segnalazione di un caso di violenza,femmine,italia,2015,65
sicilia,segnalazione di un caso di violenza,femmine,italia,2016,80
sicilia,segnalazione di un caso di violenza,femmine,italia,2017,65
sicilia,segnalazione di un caso di violenza,femmine,italia,2018,62
sicilia,segnalazione di un caso di violenza,femmine,italia,2019,28
sicilia,segnalazione di un caso di violenza,femmine,italia,2020,100
sicilia,segnalazione di un caso di violenza,femmine,italia,2021,85
sicilia,segnalazione di un caso di violenza,femmine,italia,2022,56
sicilia,segnalazione di un caso di violenza,femmine,italia,2023,63
sicilia,segnalazione di un caso di violenza,femmine,italia,2024,73
sicilia,segnalazione di un caso di violenza,non indicato,estero,2023,1
sicilia,segnalazione di un caso di violenza,non indicato,italia,2023,1
sicilia,emergenza,maschi,estero,2015,2
sicilia,emergenza,maschi,estero,2016,1
sicilia,emergenza,maschi,estero,2019,1
sicilia,emergenza,maschi,estero,2023,1
sicilia,emergenza,maschi,estero,2024,1
sicilia,emergenza,maschi,italia,2015,2
sicilia,emergenza,maschi,italia,2016,1
sicilia,emergenza,maschi,italia,2019,1
sicilia,emergenza,maschi,italia,2023,1
sicilia,emergenza,maschi,italia,2024,1
sicilia,emergenza,femmine,estero,2015,11
sicilia,emergenza,femmine,estero,2016,11
sicilia,emergenza,femmine,estero,2017,5
sicilia,emergenza,femmine,estero,2018,8
sicilia,emergenza,femmine,estero,2019,8
sicilia,emergenza,femmine,estero,2020,4
sicilia,emergenza,femmine,estero,2021,3
sicilia,emergenza,femmine,estero,2022,1
sicilia,emergenza,femmine,estero,2023,3
sicilia,emergenza,femmine,estero,2024,2
sicilia,emergenza,femmine,estero,2016,1
sicilia,emergenza,femmine,estero,2017,2
sicilia,emergenza,femmine,estero,2018,1
sicilia,emergenza,femmine,estero,2021,1
sicilia,emergenza,femmine,italia,2015,11
sicilia,emergenza,femmine,italia,2016,10
sicilia,emergenza,femmine,italia,2017,3
sicilia,emergenza,femmine,italia,2018,7
sicilia,emergenza,femmine,italia,2019,8
sicilia,emergenza,femmine,italia,2020,4
sicilia,emergenza,femmine,italia,2021,2
sicilia,emergenza,femmine,italia,2022,1
sicilia,emergenza,femmine,italia,2023,3
sicilia,emergenza,femmine,italia,2024,2
sicilia,informazioni sul servizio 1522,maschi,estero,2015,21
sicilia,informazioni sul servizio 1522,maschi,estero,2016,33
sicilia,informazioni sul servizio 1522,maschi,estero,2017,52
sicilia,informazioni sul servizio 1522,maschi,estero,2018,59
sicilia,informazioni sul servizio 1522,maschi,estero,2019,98
sicilia,informazioni sul servizio 1522,maschi,estero,2020,51
sicilia,informazioni sul servizio 1522,maschi,estero,2021,68
sicilia,informazioni sul servizio 1522,maschi,estero,2022,66
sicilia,informazioni sul servizio 1522,maschi,estero,2023,94
sicilia,informazioni sul servizio 1522,maschi,estero,2024,112
sicilia,informazioni sul servizio 1522,maschi,estero,2015,1
sicilia,informazioni sul servizio 1522,maschi,estero,2016,1
sicilia,informazioni sul servizio 1522,maschi,estero,2017,1
sicilia,informazioni sul servizio 1522,maschi,estero,2021,1
sicilia,informazioni sul servizio 1522,maschi,italia,2015,20
sicilia,informazioni sul servizio 1522,maschi,italia,2016,32
sicilia,informazioni sul servizio 1522,maschi,italia,2017,51
sicilia,informazioni sul servizio 1522,maschi,italia,2018,59
sicilia,informazioni sul servizio 1522,maschi,italia,2019,98
sicilia,informazioni sul servizio 1522,maschi,italia,2020,51
sicilia,informazioni sul servizio 1522,maschi,italia,2021,67
sicilia,informazioni sul servizio 1522,maschi,italia,2022,66
sicilia,informazioni sul servizio 1522,maschi,italia,2023,94
sicilia,informazioni sul servizio 1522,maschi,italia,2024,112
sicilia,informazioni sul servizio 1522,femmine,estero,2015,83
sicilia,informazioni sul servizio 1522,femmine,estero,2016,91
sicilia,informazioni sul servizio 1522,femmine,estero,2017,111
sicilia,informazioni sul servizio 1522,femmine,estero,2018,196
sicilia,informazioni sul servizio 1522,femmine,estero,2019,315
sicilia,informazioni sul servizio 1522,femmine,estero,2020,241
sicilia,informazioni sul servizio 1522,femmine,estero,2021,252
sicilia,informazioni sul servizio 1522,femmine,estero,2022,302
sicilia,informazioni sul servizio 1522,femmine,estero,2023,359
sicilia,informazioni sul servizio 1522,femmine,estero,2024,470
sicilia,informazioni sul servizio 1522,femmine,estero,2015,1
sicilia,informazioni sul servizio 1522,femmine,estero,2016,5
sicilia,informazioni sul servizio 1522,femmine,estero,2017,5
sicilia,informazioni sul servizio 1522,femmine,estero,2018,6
sicilia,informazioni sul servizio 1522,femmine,estero,2019,8
sicilia,informazioni sul servizio 1522,femmine,estero,2020,4
sicilia,informazioni sul servizio 1522,femmine,estero,2021,4
sicilia,informazioni sul servizio 1522,femmine,estero,2022,6
sicilia,informazioni sul servizio 1522,femmine,estero,2023,12
sicilia,informazioni sul servizio 1522,femmine,estero,2024,21
sicilia,informazioni sul servizio 1522,femmine,italia,2015,82
sicilia,informazioni sul servizio 1522,femmine,italia,2016,86
sicilia,informazioni sul servizio 1522,femmine,italia,2017,106
sicilia,informazioni sul servizio 1522,femmine,italia,2018,190
sicilia,informazioni sul servizio 1522,femmine,italia,2019,307
sicilia,informazioni sul servizio 1522,femmine,italia,2020,237
sicilia,informazioni sul servizio 1522,femmine,italia,2021,248
sicilia,informazioni sul servizio 1522,femmine,italia,2022,296
sicilia,informazioni sul servizio 1522,femmine,italia,2023,347
sicilia,informazioni sul servizio 1522,femmine,italia,2024,449
sicilia,informazioni sul servizio 1522,non indicato,estero,2023,3
sicilia,informazioni sul servizio 1522,non indicato,estero,2024,2
sicilia,informazioni sul servizio 1522,non indicato,estero,2023,1
sicilia,informazioni sul servizio 1522,non indicato,italia,2023,2
sicilia,informazioni sul servizio 1522,non indicato,italia,2024,2
sicilia,informazioni sui centri antiviolenza nazionali,maschi,estero,2015,60
sicilia,informazioni sui centri antiviolenza nazionali,maschi,estero,2016,22
sicilia,informazioni sui centri antiviolenza nazionali,maschi,estero,2017,41
sicilia,informazioni sui centri antiviolenza nazionali,maschi,estero,2018,41
sicilia,informazioni sui centri antiviolenza nazionali,maschi,estero,2019,35
sicilia,informazioni sui centri antiviolenza nazionali,maschi,estero,2020,29
sicilia,informazioni sui centri antiviolenza nazionali,maschi,estero,2021,20
sicilia,informazioni sui centri antiviolenza nazionali,maschi,estero,2022,23
sicilia,informazioni sui centri antiviolenza nazionali,maschi,estero,2023,24
sicilia,informazioni sui centri antiviolenza nazionali,maschi,estero,2024,46
sicilia,informazioni sui centri antiviolenza nazionali,maschi,estero,2015,3
sicilia,informazioni sui centri antiviolenza nazionali,maschi,estero,2016,1
sicilia,informazioni sui centri antiviolenza nazionali,maschi,estero,2020,1
sicilia,informazioni sui centri antiviolenza nazionali,maschi,estero,2022,1
sicilia,informazioni sui centri antiviolenza nazionali,maschi,estero,2023,3
sicilia,informazioni sui centri antiviolenza nazionali,maschi,italia,2015,57
sicilia,informazioni sui centri antiviolenza nazionali,maschi,italia,2016,21
sicilia,informazioni sui centri antiviolenza nazionali,maschi,italia,2017,41
sicilia,informazioni sui centri antiviolenza nazionali,maschi,italia,2018,41
sicilia,informazioni sui centri antiviolenza nazionali,maschi,italia,2019,35
sicilia,informazioni sui centri antiviolenza nazionali,maschi,italia,2020,28
sicilia,informazioni sui centri antiviolenza nazionali,maschi,italia,2021,20
sicilia,informazioni sui centri antiviolenza nazionali,maschi,italia,2022,22
sicilia,informazioni sui centri antiviolenza nazionali,maschi,italia,2023,21
sicilia,informazioni sui centri antiviolenza nazionali,maschi,italia,2024,46
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2015,485
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2016,489
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2017,313
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2018,313
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2019,195
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2020,271
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2021,269
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2022,289
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2023,278
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2024,410
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2015,6
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2016,17
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2017,20
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2018,4
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2019,14
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2020,21
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2021,12
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2022,9
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2023,4
sicilia,informazioni sui centri antiviolenza nazionali,femmine,estero,2024,17
sicilia,informazioni sui centri antiviolenza nazionali,femmine,italia,2015,479
sicilia,informazioni sui centri antiviolenza nazionali,femmine,italia,2016,472
sicilia,informazioni sui centri antiviolenza nazionali,femmine,italia,2017,293
sicilia,informazioni sui centri antiviolenza nazionali,femmine,italia,2018,309
sicilia,informazioni sui centri antiviolenza nazionali,femmine,italia,2019,181
sicilia,informazioni sui centri antiviolenza nazionali,femmine,italia,2020,250
