territorio,motivo_chiamata,sesso,nazionalità_utente,periodo,numero_vittime
lazio,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2017,2
lazio,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2018,1
lazio,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2019,5
lazio,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2020,1
lazio,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2022,1
lazio,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2015,3
lazio,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2016,3
lazio,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2018,2
lazio,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2019,7
lazio,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2020,4
lazio,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2022,1
lazio,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2015,3
lazio,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2016,3
lazio,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2018,2
lazio,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2019,7
lazio,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2020,4
lazio,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2022,1
lazio,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2015,1
lazio,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2021,1
lazio,segnalazione disfunzione servizi pubblici/privati,maschi,italia,2015,1
lazio,segnalazione disfunzione servizi pubblici/privati,maschi,italia,2021,1
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2015,4
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2016,2
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2017,2
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2018,2
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2019,4
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2020,5
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2021,6
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2022,2
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2023,2
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2024,2
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2020,1
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2021,2
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2015,4
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2016,2
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2017,2
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2018,2
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2019,4
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2020,4
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2021,4
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2022,2
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2023,2
lazio,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2024,2
lazio,segnalazione di informazione scorretta sui media,maschi,estero,2023,1
lazio,segnalazione di informazione scorretta sui media,maschi,italia,2023,1
lazio,segnalazione di informazione scorretta sui media,femmine,estero,2020,1
lazio,segnalazione di informazione scorretta sui media,femmine,estero,2021,1
lazio,segnalazione di informazione scorretta sui media,femmine,estero,2023,1
lazio,segnalazione di informazione scorretta sui media,femmine,italia,2020,1
lazio,segnalazione di informazione scorretta sui media,femmine,italia,2021,1
lazio,segnalazione di informazione scorretta sui media,femmine,italia,2023,1
lazio,chiamata internazionale fuori orario,femmine,estero,2015,4
lazio,chiamata internazionale fuori orario,femmine,estero,2016,4
lazio,chiamata internazionale fuori orario,femmine,estero,2018,1
lazio,chiamata internazionale fuori orario,femmine,estero,2019,2
lazio,chiamata internazionale fuori orario,femmine,estero,2016,1
lazio,chiamata internazionale fuori orario,femmine,estero,2019,1
lazio,chiamata internazionale fuori orario,femmine,italia,2016,3
lazio,chiamata internazionale fuori orario,femmine,italia,2018,1
lazio,chiamata internazionale fuori orario,femmine,italia,2019,1
lazio,numeri utili per chiamate fuori target,maschi,estero,2015,38
lazio,numeri utili per chiamate fuori target,maschi,estero,2016,18
lazio,numeri utili per chiamate fuori target,maschi,estero,2017,32
lazio,numeri utili per chiamate fuori target,maschi,estero,2018,40
lazio,numeri utili per chiamate fuori target,maschi,estero,2019,21
lazio,numeri utili per chiamate fuori target,maschi,estero,2020,79
lazio,numeri utili per chiamate fuori target,maschi,estero,2021,38
lazio,numeri utili per chiamate fuori target,maschi,estero,2022,68
lazio,numeri utili per chiamate fuori target,maschi,estero,2023,108
lazio,numeri utili per chiamate fuori target,maschi,estero,2024,148
lazio,numeri utili per chiamate fuori target,maschi,estero,2015,1
lazio,numeri utili per chiamate fuori target,maschi,estero,2016,1
lazio,numeri utili per chiamate fuori target,maschi,estero,2018,4
lazio,numeri utili per chiamate fuori target,maschi,estero,2020,1
lazio,numeri utili per chiamate fuori target,maschi,estero,2021,3
lazio,numeri utili per chiamate fuori target,maschi,estero,2022,2
lazio,numeri utili per chiamate fuori target,maschi,estero,2023,4
lazio,numeri utili per chiamate fuori target,maschi,estero,2024,3
lazio,numeri utili per chiamate fuori target,maschi,italia,2015,37
lazio,numeri utili per chiamate fuori target,maschi,italia,2016,17
lazio,numeri utili per chiamate fuori target,maschi,italia,2017,32
lazio,numeri utili per chiamate fuori target,maschi,italia,2018,36
lazio,numeri utili per chiamate fuori target,maschi,italia,2019,21
lazio,numeri utili per chiamate fuori target,maschi,italia,2020,78
lazio,numeri utili per chiamate fuori target,maschi,italia,2021,35
lazio,numeri utili per chiamate fuori target,maschi,italia,2022,66
lazio,numeri utili per chiamate fuori target,maschi,italia,2023,104
lazio,numeri utili per chiamate fuori target,maschi,italia,2024,145
lazio,numeri utili per chiamate fuori target,femmine,estero,2015,218
lazio,numeri utili per chiamate fuori target,femmine,estero,2016,143
lazio,numeri utili per chiamate fuori target,femmine,estero,2017,150
lazio,numeri utili per chiamate fuori target,femmine,estero,2018,280
lazio,numeri utili per chiamate fuori target,femmine,estero,2019,187
lazio,numeri utili per chiamate fuori target,femmine,estero,2020,417
lazio,numeri utili per chiamate fuori target,femmine,estero,2021,287
lazio,numeri utili per chiamate fuori target,femmine,estero,2022,306
lazio,numeri utili per chiamate fuori target,femmine,estero,2023,709
lazio,numeri utili per chiamate fuori target,femmine,estero,2024,836
lazio,numeri utili per chiamate fuori target,femmine,estero,2015,9
lazio,numeri utili per chiamate fuori target,femmine,estero,2016,5
lazio,numeri utili per chiamate fuori target,femmine,estero,2017,7
lazio,numeri utili per chiamate fuori target,femmine,estero,2018,10
lazio,numeri utili per chiamate fuori target,femmine,estero,2019,9
lazio,numeri utili per chiamate fuori target,femmine,estero,2020,25
lazio,numeri utili per chiamate fuori target,femmine,estero,2021,13
lazio,numeri utili per chiamate fuori target,femmine,estero,2022,13
lazio,numeri utili per chiamate fuori target,femmine,estero,2023,14
lazio,numeri utili per chiamate fuori target,femmine,estero,2024,40
lazio,numeri utili per chiamate fuori target,femmine,italia,2015,209
lazio,numeri utili per chiamate fuori target,femmine,italia,2016,138
lazio,numeri utili per chiamate fuori target,femmine,italia,2017,143
lazio,numeri utili per chiamate fuori target,femmine,italia,2018,270
lazio,numeri utili per chiamate fuori target,femmine,italia,2019,178
lazio,numeri utili per chiamate fuori target,femmine,italia,2020,392
lazio,numeri utili per chiamate fuori target,femmine,italia,2021,274
lazio,numeri utili per chiamate fuori target,femmine,italia,2022,293
lazio,numeri utili per chiamate fuori target,femmine,italia,2023,695
lazio,numeri utili per chiamate fuori target,femmine,italia,2024,796
lazio,numeri utili per chiamate fuori target,non indicato,estero,2023,5
lazio,numeri utili per chiamate fuori target,non indicato,estero,2024,6
lazio,numeri utili per chiamate fuori target,non indicato,italia,2023,5
lazio,numeri utili per chiamate fuori target,non indicato,italia,2024,6
lazio,consulenza,maschi,estero,2023,2
lazio,consulenza,maschi,italia,2023,2
lazio,consulenza,femmine,estero,2023,13
lazio,consulenza,femmine,estero,2024,5
lazio,consulenza,femmine,estero,2023,2
lazio,consulenza,femmine,italia,2023,11
lazio,consulenza,femmine,italia,2024,5
sud,richiesta di aiuto vittima di stalking,maschi,estero,2015,24
sud,richiesta di aiuto vittima di stalking,maschi,estero,2016,27
sud,richiesta di aiuto vittima di stalking,maschi,estero,2017,26
sud,richiesta di aiuto vittima di stalking,maschi,estero,2018,15
sud,richiesta di aiuto vittima di stalking,maschi,estero,2019,14
sud,richiesta di aiuto vittima di stalking,maschi,estero,2020,16
sud,richiesta di aiuto vittima di stalking,maschi,estero,2021,17
sud,richiesta di aiuto vittima di stalking,maschi,estero,2022,12
sud,richiesta di aiuto vittima di stalking,maschi,estero,2023,19
sud,richiesta di aiuto vittima di stalking,maschi,estero,2024,17
sud,richiesta di aiuto vittima di stalking,maschi,estero,2020,1
sud,richiesta di aiuto vittima di stalking,maschi,italia,2015,24
sud,richiesta di aiuto vittima di stalking,maschi,italia,2016,27
sud,richiesta di aiuto vittima di stalking,maschi,italia,2017,26
sud,richiesta di aiuto vittima di stalking,maschi,italia,2018,15
sud,richiesta di aiuto vittima di stalking,maschi,italia,2019,14
sud,richiesta di aiuto vittima di stalking,maschi,italia,2020,15
sud,richiesta di aiuto vittima di stalking,maschi,italia,2021,17
sud,richiesta di aiuto vittima di stalking,maschi,italia,2022,12
sud,richiesta di aiuto vittima di stalking,maschi,italia,2023,19
sud,richiesta di aiuto vittima di stalking,maschi,italia,2024,17
sud,richiesta di aiuto vittima di stalking,femmine,estero,2015,226
sud,richiesta di aiuto vittima di stalking,femmine,estero,2016,184
sud,richiesta di aiuto vittima di stalking,femmine,estero,2017,144
sud,richiesta di aiuto vittima di stalking,femmine,estero,2018,177
sud,richiesta di aiuto vittima di stalking,femmine,estero,2019,173
sud,richiesta di aiuto vittima di stalking,femmine,estero,2020,233
sud,richiesta di aiuto vittima di stalking,femmine,estero,2021,237
sud,richiesta di aiuto vittima di stalking,femmine,estero,2022,200
sud,richiesta di aiuto vittima di stalking,femmine,estero,2023,197
sud,richiesta di aiuto vittima di stalking,femmine,estero,2024,291
sud,richiesta di aiuto vittima di stalking,femmine,estero,2015,12
sud,richiesta di aiuto vittima di stalking,femmine,estero,2016,8
sud,richiesta di aiuto vittima di stalking,femmine,estero,2017,8
sud,richiesta di aiuto vittima di stalking,femmine,estero,2018,6
sud,richiesta di aiuto vittima di stalking,femmine,estero,2019,3
sud,richiesta di aiuto vittima di stalking,femmine,estero,2020,8
sud,richiesta di aiuto vittima di stalking,femmine,estero,2021,4
sud,richiesta di aiuto vittima di stalking,femmine,estero,2022,10
sud,richiesta di aiuto vittima di stalking,femmine,estero,2023,9
sud,richiesta di aiuto vittima di stalking,femmine,estero,2024,9
sud,richiesta di aiuto vittima di stalking,femmine,italia,2015,214
sud,richiesta di aiuto vittima di stalking,femmine,italia,2016,176
sud,richiesta di aiuto vittima di stalking,femmine,italia,2017,136
sud,richiesta di aiuto vittima di stalking,femmine,italia,2018,171
sud,richiesta di aiuto vittima di stalking,femmine,italia,2019,170
sud,richiesta di aiuto vittima di stalking,femmine,italia,2020,225
sud,richiesta di aiuto vittima di stalking,femmine,italia,2021,233
sud,richiesta di aiuto vittima di stalking,femmine,italia,2022,190
sud,richiesta di aiuto vittima di stalking,femmine,italia,2023,188
sud,richiesta di aiuto vittima di stalking,femmine,italia,2024,282
sud,richiesta di aiuto vittima di stalking,non indicato,estero,2024,1
sud,richiesta di aiuto vittima di stalking,non indicato,italia,2024,1
sud,richiesta di aiuto vittima di violenza,maschi,estero,2015,48
sud,richiesta di aiuto vittima di violenza,maschi,estero,2016,29
sud,richiesta di aiuto vittima di violenza,maschi,estero,2017,32
sud,richiesta di aiuto vittima di violenza,maschi,estero,2018,49
sud,richiesta di aiuto vittima di violenza,maschi,estero,2019,38
sud,richiesta di aiuto vittima di violenza,maschi,estero,2020,73
sud,richiesta di aiuto vittima di violenza,maschi,estero,2021,63
sud,richiesta di aiuto vittima di violenza,maschi,estero,2022,22
sud,richiesta di aiuto vittima di violenza,maschi,estero,2023,38
sud,richiesta di aiuto vittima di violenza,maschi,estero,2024,67
sud,richiesta di aiuto vittima di violenza,maschi,estero,2015,1
sud,richiesta di aiuto vittima di violenza,maschi,estero,2016,1
sud,richiesta di aiuto vittima di violenza,maschi,estero,2017,2
sud,richiesta di aiuto vittima di violenza,maschi,estero,2018,2
sud,richiesta di aiuto vittima di violenza,maschi,estero,2020,1
sud,richiesta di aiuto vittima di violenza,maschi,estero,2021,2
sud,richiesta di aiuto vittima di violenza,maschi,estero,2024,4
sud,richiesta di aiuto vittima di violenza,maschi,italia,2015,47
sud,richiesta di aiuto vittima di violenza,maschi,italia,2016,28
sud,richiesta di aiuto vittima di violenza,maschi,italia,2017,30
sud,richiesta di aiuto vittima di violenza,maschi,italia,2018,47
sud,richiesta di aiuto vittima di violenza,maschi,italia,2019,38
sud,richiesta di aiuto vittima di violenza,maschi,italia,2020,72
sud,richiesta di aiuto vittima di violenza,maschi,italia,2021,61
sud,richiesta di aiuto vittima di violenza,maschi,italia,2022,22
sud,richiesta di aiuto vittima di violenza,maschi,italia,2023,38
sud,richiesta di aiuto vittima di violenza,maschi,italia,2024,63
sud,richiesta di aiuto vittima di violenza,femmine,estero,2015,1177
sud,richiesta di aiuto vittima di violenza,femmine,estero,2016,1187
sud,richiesta di aiuto vittima di violenza,femmine,estero,2017,1069
sud,richiesta di aiuto vittima di violenza,femmine,estero,2018,1512
sud,richiesta di aiuto vittima di violenza,femmine,estero,2019,1367
sud,richiesta di aiuto vittima di violenza,femmine,estero,2020,2151
sud,richiesta di aiuto vittima di violenza,femmine,estero,2021,2248
sud,richiesta di aiuto vittima di violenza,femmine,estero,2022,1736
sud,richiesta di aiuto vittima di violenza,femmine,estero,2023,1910
sud,richiesta di aiuto vittima di violenza,femmine,estero,2024,2275
sud,richiesta di aiuto vittima di violenza,femmine,estero,2015,108
sud,richiesta di aiuto vittima di violenza,femmine,estero,2016,111
sud,richiesta di aiuto vittima di violenza,femmine,estero,2017,109
sud,richiesta di aiuto vittima di violenza,femmine,estero,2018,105
sud,richiesta di aiuto vittima di violenza,femmine,estero,2019,144
sud,richiesta di aiuto vittima di violenza,femmine,estero,2020,134
sud,richiesta di aiuto vittima di violenza,femmine,estero,2021,147
sud,richiesta di aiuto vittima di violenza,femmine,estero,2022,128
sud,richiesta di aiuto vittima di violenza,femmine,estero,2023,141
sud,richiesta di aiuto vittima di violenza,femmine,estero,2024,146
sud,richiesta di aiuto vittima di violenza,femmine,italia,2015,1069
sud,richiesta di aiuto vittima di violenza,femmine,italia,2016,1076
sud,richiesta di aiuto vittima di violenza,femmine,italia,2017,960
sud,richiesta di aiuto vittima di violenza,femmine,italia,2018,1407
sud,richiesta di aiuto vittima di violenza,femmine,italia,2019,1223
sud,richiesta di aiuto vittima di violenza,femmine,italia,2020,2017
sud,richiesta di aiuto vittima di violenza,femmine,italia,2021,2101
sud,richiesta di aiuto vittima di violenza,femmine,italia,2022,1608
sud,richiesta di aiuto vittima di violenza,femmine,italia,2023,1769
sud,richiesta di aiuto vittima di violenza,femmine,italia,2024,2129
sud,richiesta di aiuto vittima di violenza,non indicato,estero,2024,1
sud,richiesta di aiuto vittima di violenza,non indicato,italia,2024,1
sud,richiesta di aiuto per discriminazione,maschi,estero,2016,1
sud,richiesta di aiuto per discriminazione,maschi,estero,2021,1
sud,richiesta di aiuto per discriminazione,maschi,italia,2021,1
sud,richiesta di aiuto per discriminazione,femmine,estero,2023,1
sud,richiesta di aiuto per discriminazione,femmine,italia,2023,1
sud,segnalazione di un caso di violenza,maschi,estero,2015,78
sud,segnalazione di un caso di violenza,maschi,estero,2016,62
sud,segnalazione di un caso di violenza,maschi,estero,2017,62
sud,segnalazione di un caso di violenza,maschi,estero,2018,51
sud,segnalazione di un caso di violenza,maschi,estero,2019,38
sud,segnalazione di un caso di violenza,maschi,estero,2020,98
sud,segnalazione di un caso di violenza,maschi,estero,2021,126
sud,segnalazione di un caso di violenza,maschi,estero,2022,57
sud,segnalazione di un caso di violenza,maschi,estero,2023,79
sud,segnalazione di un caso di violenza,maschi,estero,2024,52
sud,segnalazione di un caso di violenza,maschi,estero,2015,1
sud,segnalazione di un caso di violenza,maschi,estero,2016,2
sud,segnalazione di un caso di violenza,maschi,estero,2017,3
sud,segnalazione di un caso di violenza,maschi,estero,2018,1
sud,segnalazione di un caso di violenza,maschi,estero,2019,1
sud,segnalazione di un caso di violenza,maschi,estero,2020,3
sud,segnalazione di un caso di violenza,maschi,estero,2021,1
sud,segnalazione di un caso di violenza,maschi,estero,2022,2
sud,segnalazione di un caso di violenza,maschi,italia,2015,77
sud,segnalazione di un caso di violenza,maschi,italia,2016,60
sud,segnalazione di un caso di violenza,maschi,italia,2017,59
sud,segnalazione di un caso di violenza,maschi,italia,2018,50
sud,segnalazione di un caso di violenza,maschi,italia,2019,37
sud,segnalazione di un caso di violenza,maschi,italia,2020,95
sud,segnalazione di un caso di violenza,maschi,italia,2021,125
sud,segnalazione di un caso di violenza,maschi,italia,2022,55
sud,segnalazione di un caso di violenza,maschi,italia,2023,79
sud,segnalazione di un caso di violenza,maschi,italia,2024,52
sud,segnalazione di un caso di violenza,femmine,estero,2015,286
sud,segnalazione di un caso di violenza,femmine,estero,2016,249
sud,segnalazione di un caso di violenza,femmine,estero,2017,217
sud,segnalazione di un caso di violenza,femmine,estero,2018,249
sud,segnalazione di un caso di violenza,femmine,estero,2019,176
sud,segnalazione di un caso di violenza,femmine,estero,2020,364
sud,segnalazione di un caso di violenza,femmine,estero,2021,389
sud,segnalazione di un caso di violenza,femmine,estero,2022,204
sud,segnalazione di un caso di violenza,femmine,estero,2023,227
sud,segnalazione di un caso di violenza,femmine,estero,2024,258
sud,segnalazione di un caso di violenza,femmine,estero,2015,13
sud,segnalazione di un caso di violenza,femmine,estero,2016,12
sud,segnalazione di un caso di violenza,femmine,estero,2017,8
sud,segnalazione di un caso di violenza,femmine,estero,2018,2
sud,segnalazione di un caso di violenza,femmine,estero,2019,5
sud,segnalazione di un caso di violenza,femmine,estero,2020,11
sud,segnalazione di un caso di violenza,femmine,estero,2021,15
sud,segnalazione di un caso di violenza,femmine,estero,2022,5
sud,segnalazione di un caso di violenza,femmine,estero,2023,13
sud,segnalazione di un caso di violenza,femmine,estero,2024,4
sud,segnalazione di un caso di violenza,femmine,italia,2015,273
sud,segnalazione di un caso di violenza,femmine,italia,2016,237
sud,segnalazione di un caso di violenza,femmine,italia,2017,209
sud,segnalazione di un caso di violenza,femmine,italia,2018,247
sud,segnalazione di un caso di violenza,femmine,italia,2019,171
sud,segnalazione di un caso di violenza,femmine,italia,2020,353
sud,segnalazione di un caso di violenza,femmine,italia,2021,374
sud,segnalazione di un caso di violenza,femmine,italia,2022,199
sud,segnalazione di un caso di violenza,femmine,italia,2023,214
sud,segnalazione di un caso di violenza,femmine,italia,2024,254
sud,segnalazione di un caso di violenza,non indicato,estero,2023,4
sud,segnalazione di un caso di violenza,non indicato,italia,2023,4
sud,emergenza,maschi,estero,2015,3
sud,emergenza,maschi,estero,2016,2
sud,emergenza,maschi,estero,2017,2
sud,emergenza,maschi,estero,2018,2
sud,emergenza,maschi,estero,2019,3
sud,emergenza,maschi,estero,2023,1
sud,emergenza,maschi,estero,2024,3
sud,emergenza,maschi,estero,2019,1
sud,emergenza,maschi,italia,2015,3
sud,emergenza,maschi,italia,2016,2
sud,emergenza,maschi,italia,2017,2
sud,emergenza,maschi,italia,2018,2
sud,emergenza,maschi,italia,2019,2
sud,emergenza,maschi,italia,2023,1
sud,emergenza,maschi,italia,2024,3
sud,emergenza,femmine,estero,2015,42
sud,emergenza,femmine,estero,2016,35
sud,emergenza,femmine,estero,2017,42
sud,emergenza,femmine,estero,2018,44
sud,emergenza,femmine,estero,2019,40
sud,emergenza,femmine,estero,2020,29
sud,emergenza,femmine,estero,2021,9
sud,emergenza,femmine,estero,2022,3
sud,emergenza,femmine,estero,2023,4
sud,emergenza,femmine,estero,2024,4
sud,emergenza,femmine,estero,2015,3
sud,emergenza,femmine,estero,2016,1
sud,emergenza,femmine,estero,2017,6
sud,emergenza,femmine,estero,2018,7
sud,emergenza,femmine,estero,2019,4
sud,emergenza,femmine,estero,2020,1
sud,emergenza,femmine,estero,2021,2
sud,emergenza,femmine,estero,2024,1
sud,emergenza,femmine,italia,2015,39
sud,emergenza,femmine,italia,2016,34
sud,emergenza,femmine,italia,2017,36
sud,emergenza,femmine,italia,2018,37
sud,emergenza,femmine,italia,2019,36
sud,emergenza,femmine,italia,2020,28
sud,emergenza,femmine,italia,2021,7
sud,emergenza,femmine,italia,2022,3
sud,emergenza,femmine,italia,2023,4
sud,emergenza,femmine,italia,2024,3
sud,emergenza,non indicato,estero,2023,2
sud,emergenza,non indicato,non indicato,2023,2
sud,informazioni sul servizio 1522,maschi,estero,2015,115
sud,informazioni sul servizio 1522,maschi,estero,2016,59
sud,informazioni sul servizio 1522,maschi,estero,2017,116
sud,informazioni sul servizio 1522,maschi,estero,2018,221
sud,informazioni sul servizio 1522,maschi,estero,2019,270
sud,informazioni sul servizio 1522,maschi,estero,2020,182
sud,informazioni sul servizio 1522,maschi,estero,2021,176
sud,informazioni sul servizio 1522,maschi,estero,2022,258
sud,informazioni sul servizio 1522,maschi,estero,2023,342
sud,informazioni sul servizio 1522,maschi,estero,2024,437
sud,informazioni sul servizio 1522,maschi,estero,2015,3
sud,informazioni sul servizio 1522,maschi,estero,2016,1
sud,informazioni sul servizio 1522,maschi,estero,2017,2
sud,informazioni sul servizio 1522,maschi,estero,2018,2
sud,informazioni sul servizio 1522,maschi,estero,2019,2
sud,informazioni sul servizio 1522,maschi,estero,2021,2
sud,informazioni sul servizio 1522,maschi,estero,2022,3
sud,informazioni sul servizio 1522,maschi,estero,2023,4
sud,informazioni sul servizio 1522,maschi,estero,2024,3
sud,informazioni sul servizio 1522,maschi,italia,2015,112
sud,informazioni sul servizio 1522,maschi,italia,2016,58
sud,informazioni sul servizio 1522,maschi,italia,2017,114
sud,informazioni sul servizio 1522,maschi,italia,2018,219
sud,informazioni sul servizio 1522,maschi,italia,2019,268
sud,informazioni sul servizio 1522,maschi,italia,2020,182
sud,informazioni sul servizio 1522,maschi,italia,2021,174
sud,informazioni sul servizio 1522,maschi,italia,2022,255
sud,informazioni sul servizio 1522,maschi,italia,2023,338
sud,informazioni sul servizio 1522,maschi,italia,2024,434
sud,informazioni sul servizio 1522,femmine,estero,2015,320
sud,informazioni sul servizio 1522,femmine,estero,2016,295
sud,informazioni sul servizio 1522,femmine,estero,2017,295
sud,informazioni sul servizio 1522,femmine,estero,2018,733
sud,informazioni sul servizio 1522,femmine,estero,2019,1092
sud,informazioni sul servizio 1522,femmine,estero,2020,731
sud,informazioni sul servizio 1522,femmine,estero,2021,898
sud,informazioni sul servizio 1522,femmine,estero,2022,940
sud,informazioni sul servizio 1522,femmine,estero,2023,1334
sud,informazioni sul servizio 1522,femmine,estero,2024,1652
sud,informazioni sul servizio 1522,femmine,estero,2015,11
sud,informazioni sul servizio 1522,femmine,estero,2016,4
sud,informazioni sul servizio 1522,femmine,estero,2017,9
sud,informazioni sul servizio 1522,femmine,estero,2018,25
sud,informazioni sul servizio 1522,femmine,estero,2019,28
sud,informazioni sul servizio 1522,femmine,estero,2020,24
sud,informazioni sul servizio 1522,femmine,estero,2021,22
sud,informazioni sul servizio 1522,femmine,estero,2022,37
sud,informazioni sul servizio 1522,femmine,estero,2023,24
sud,informazioni sul servizio 1522,femmine,estero,2024,42
sud,informazioni sul servizio 1522,femmine,italia,2015,309
sud,informazioni sul servizio 1522,femmine,italia,2016,291
sud,informazioni sul servizio 1522,femmine,italia,2017,286
sud,informazioni sul servizio 1522,femmine,italia,2018,708
sud,informazioni sul servizio 1522,femmine,italia,2019,1064
sud,informazioni sul servizio 1522,femmine,italia,2020,707
sud,informazioni sul servizio 1522,femmine,italia,2021,876
sud,informazioni sul servizio 1522,femmine,italia,2022,903
sud,informazioni sul servizio 1522,femmine,italia,2023,1310
sud,informazioni sul servizio 1522,femmine,italia,2024,1610
sud,informazioni sul servizio 1522,non indicato,estero,2023,12
sud,informazioni sul servizio 1522,non indicato,estero,2024,9
sud,informazioni sul servizio 1522,non indicato,italia,2023,12
sud,informazioni sul servizio 1522,non indicato,italia,2024,9
sud,informazioni sui centri antiviolenza nazionali,maschi,estero,2015,148
sud,informazioni sui centri antiviolenza nazionali,maschi,estero,2016,85
sud,informazioni sui centri antiviolenza nazionali,maschi,estero,2017,85
sud,informazioni sui centri antiviolenza nazionali,maschi,estero,2018,94
sud,informazioni sui centri antiviolenza nazionali,maschi,estero,2019,89
sud,informazioni sui centri antiviolenza nazionali,maschi,estero,2020,59
sud,informazioni sui centri antiviolenza nazionali,maschi,estero,2021,70
sud,informazioni sui centri antiviolenza nazionali,maschi,estero,2022,61
sud,informazioni sui centri antiviolenza nazionali,maschi,estero,2023,101
sud,informazioni sui centri antiviolenza nazionali,maschi,estero,2024,158
sud,informazioni sui centri antiviolenza nazionali,maschi,estero,2016,1
sud,informazioni sui centri antiviolenza nazionali,maschi,estero,2020,1
sud,informazioni sui centri antiviolenza nazionali,maschi,estero,2022,1
sud,informazioni sui centri antiviolenza nazionali,maschi,estero,2024,1
sud,informazioni sui centri antiviolenza nazionali,maschi,italia,2015,148
sud,informazioni sui centri antiviolenza nazionali,maschi,italia,2016,84
sud,informazioni sui centri antiviolenza nazionali,maschi,italia,2017,85
sud,informazioni sui centri antiviolenza nazionali,maschi,italia,2018,94
sud,informazioni sui centri antiviolenza nazionali,maschi,italia,2019,89
sud,informazioni sui centri antiviolenza nazionali,maschi,italia,2020,58
sud,informazioni sui centri antiviolenza nazionali,maschi,italia,2021,70
sud,informazioni sui centri antiviolenza nazionali,maschi,italia,2022,60
sud,informazioni sui centri antiviolenza nazionali,maschi,italia,2023,101
sud,informazioni sui centri antiviolenza nazionali,maschi,italia,2024,157
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2015,1524
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2016,1135
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2017,928
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2018,1018
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2019,752
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2020,961
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2021,1084
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2022,936
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2023,1114
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2024,1664
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2015,62
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2016,37
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2017,50
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2018,59
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2019,33
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2020,28
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2021,35
