territorio,sesso,motivo_chiamata,periodo,numero_vittime
trentino alto adige,maschi,richiesta di aiuto vittima di violenza,2024,3
trentino alto adige,femmine,richiesta di aiuto vittima di stalking,2020,1
trentino alto adige,femmine,richiesta di aiuto vittima di stalking,2023,15
trentino alto adige,femmine,richiesta di aiuto vittima di stalking,2024,24
trentino alto adige,femmine,richiesta di aiuto vittima di violenza,2020,2
trentino alto adige,femmine,richiesta di aiuto vittima di violenza,2021,2
trentino alto adige,femmine,richiesta di aiuto vittima di violenza,2022,1
trentino alto adige,femmine,richiesta di aiuto vittima di violenza,2023,104
trentino alto adige,femmine,richiesta di aiuto vittima di violenza,2024,109
trentino alto adige,femmine,segnalazione di un caso di violenza,2020,3
trentino alto adige,femmine,segnalazione di un caso di violenza,2021,1
trentino alto adige,femmine,segnalazione di un caso di violenza,2023,21
trentino alto adige,femmine,segnalazione di un caso di violenza,2024,17
trentino alto adige,non indicato,emergenza,2023,2
bolzano,maschi,richiesta di aiuto vittima di stalking,2015,1
bolzano,maschi,richiesta di aiuto vittima di stalking,2020,1
bolzano,maschi,richiesta di aiuto vittima di violenza,2015,1
bolzano,maschi,richiesta di aiuto vittima di violenza,2021,3
bolzano,maschi,richiesta di aiuto vittima di violenza,2022,2
bolzano,maschi,richiesta di aiuto per discriminazione,2020,1
bolzano,maschi,segnalazione di un caso di violenza,2020,2
bolzano,femmine,richiesta di aiuto vittima di stalking,2015,1
bolzano,femmine,richiesta di aiuto vittima di stalking,2017,2
bolzano,femmine,richiesta di aiuto vittima di stalking,2018,4
bolzano,femmine,richiesta di aiuto vittima di stalking,2019,2
bolzano,femmine,richiesta di aiuto vittima di stalking,2020,2
bolzano,femmine,richiesta di aiuto vittima di stalking,2021,5
bolzano,femmine,richiesta di aiuto vittima di stalking,2022,5
bolzano,femmine,richiesta di aiuto vittima di violenza,2015,9
bolzano,femmine,richiesta di aiuto vittima di violenza,2016,11
bolzano,femmine,richiesta di aiuto vittima di violenza,2017,5
bolzano,femmine,richiesta di aiuto vittima di violenza,2018,9
bolzano,femmine,richiesta di aiuto vittima di violenza,2019,11
bolzano,femmine,richiesta di aiuto vittima di violenza,2020,23
bolzano,femmine,richiesta di aiuto vittima di violenza,2021,23
bolzano,femmine,richiesta di aiuto vittima di violenza,2022,28
bolzano,femmine,segnalazione di un caso di violenza,2015,2
bolzano,femmine,segnalazione di un caso di violenza,2016,3
bolzano,femmine,segnalazione di un caso di violenza,2018,1
bolzano,femmine,segnalazione di un caso di violenza,2019,6
bolzano,femmine,segnalazione di un caso di violenza,2020,2
bolzano,femmine,segnalazione di un caso di violenza,2021,10
bolzano,femmine,segnalazione di un caso di violenza,2022,9
bolzano,femmine,emergenza,2020,1
trento,maschi,richiesta di aiuto vittima di stalking,2016,2
trento,maschi,richiesta di aiuto vittima di stalking,2021,2
trento,maschi,richiesta di aiuto vittima di violenza,2015,1
trento,maschi,richiesta di aiuto vittima di violenza,2016,1
trento,maschi,richiesta di aiuto vittima di violenza,2017,1
trento,maschi,richiesta di aiuto vittima di violenza,2018,2
trento,maschi,richiesta di aiuto vittima di violenza,2020,6
trento,maschi,richiesta di aiuto vittima di violenza,2021,8
trento,maschi,richiesta di aiuto vittima di violenza,2022,1
trento,maschi,segnalazione di un caso di violenza,2015,1
trento,maschi,segnalazione di un caso di violenza,2017,1
trento,maschi,emergenza,2015,3
trento,maschi,emergenza,2018,1
trento,femmine,richiesta di aiuto vittima di stalking,2015,4
trento,femmine,richiesta di aiuto vittima di stalking,2016,4
trento,femmine,richiesta di aiuto vittima di stalking,2017,1
trento,femmine,richiesta di aiuto vittima di stalking,2018,7
trento,femmine,richiesta di aiuto vittima di stalking,2019,6
trento,femmine,richiesta di aiuto vittima di stalking,2020,6
trento,femmine,richiesta di aiuto vittima di stalking,2021,5
trento,femmine,richiesta di aiuto vittima di stalking,2022,9
trento,femmine,richiesta di aiuto vittima di violenza,2015,26
trento,femmine,richiesta di aiuto vittima di violenza,2016,30
trento,femmine,richiesta di aiuto vittima di violenza,2017,16
trento,femmine,richiesta di aiuto vittima di violenza,2018,40
trento,femmine,richiesta di aiuto vittima di violenza,2019,44
trento,femmine,richiesta di aiuto vittima di violenza,2020,61
trento,femmine,richiesta di aiuto vittima di violenza,2021,86
trento,femmine,richiesta di aiuto vittima di violenza,2022,57
trento,femmine,segnalazione di un caso di violenza,2015,6
trento,femmine,segnalazione di un caso di violenza,2016,7
trento,femmine,segnalazione di un caso di violenza,2017,6
trento,femmine,segnalazione di un caso di violenza,2018,8
trento,femmine,segnalazione di un caso di violenza,2019,12
trento,femmine,segnalazione di un caso di violenza,2020,9
trento,femmine,segnalazione di un caso di violenza,2021,22
trento,femmine,segnalazione di un caso di violenza,2022,9
trento,femmine,emergenza,2018,2
veneto,maschi,richiesta di aiuto vittima di stalking,2015,10
veneto,maschi,richiesta di aiuto vittima di stalking,2016,4
veneto,maschi,richiesta di aiuto vittima di stalking,2017,6
veneto,maschi,richiesta di aiuto vittima di stalking,2018,5
veneto,maschi,richiesta di aiuto vittima di stalking,2019,5
veneto,maschi,richiesta di aiuto vittima di stalking,2020,12
veneto,maschi,richiesta di aiuto vittima di stalking,2021,13
veneto,maschi,richiesta di aiuto vittima di stalking,2022,2
veneto,maschi,richiesta di aiuto vittima di stalking,2023,7
veneto,maschi,richiesta di aiuto vittima di stalking,2024,5
veneto,maschi,richiesta di aiuto vittima di violenza,2015,11
veneto,maschi,richiesta di aiuto vittima di violenza,2016,8
veneto,maschi,richiesta di aiuto vittima di violenza,2017,6
veneto,maschi,richiesta di aiuto vittima di violenza,2018,11
veneto,maschi,richiesta di aiuto vittima di violenza,2019,8
veneto,maschi,richiesta di aiuto vittima di violenza,2020,18
veneto,maschi,richiesta di aiuto vittima di violenza,2021,9
veneto,maschi,richiesta di aiuto vittima di violenza,2022,8
veneto,maschi,richiesta di aiuto vittima di violenza,2023,18
veneto,maschi,richiesta di aiuto vittima di violenza,2024,12
veneto,maschi,richiesta di aiuto per discriminazione,2020,2
veneto,maschi,richiesta di aiuto per discriminazione,2021,1
veneto,maschi,segnalazione di un caso di violenza,2015,3
veneto,maschi,segnalazione di un caso di violenza,2016,5
veneto,maschi,segnalazione di un caso di violenza,2017,3
veneto,maschi,segnalazione di un caso di violenza,2018,1
veneto,maschi,segnalazione di un caso di violenza,2019,2
veneto,maschi,segnalazione di un caso di violenza,2020,4
veneto,maschi,segnalazione di un caso di violenza,2021,5
veneto,maschi,segnalazione di un caso di violenza,2023,3
veneto,maschi,segnalazione di un caso di violenza,2024,3
veneto,maschi,emergenza,2016,1
veneto,maschi,emergenza,2018,1
veneto,femmine,richiesta di aiuto vittima di stalking,2015,40
veneto,femmine,richiesta di aiuto vittima di stalking,2016,50
veneto,femmine,richiesta di aiuto vittima di stalking,2017,50
veneto,femmine,richiesta di aiuto vittima di stalking,2018,56
veneto,femmine,richiesta di aiuto vittima di stalking,2019,54
veneto,femmine,richiesta di aiuto vittima di stalking,2020,59
veneto,femmine,richiesta di aiuto vittima di stalking,2021,109
veneto,femmine,richiesta di aiuto vittima di stalking,2022,74
veneto,femmine,richiesta di aiuto vittima di stalking,2023,97
veneto,femmine,richiesta di aiuto vittima di stalking,2024,161
veneto,femmine,richiesta di aiuto vittima di violenza,2015,322
veneto,femmine,richiesta di aiuto vittima di violenza,2016,319
veneto,femmine,richiesta di aiuto vittima di violenza,2017,325
veneto,femmine,richiesta di aiuto vittima di violenza,2018,457
veneto,femmine,richiesta di aiuto vittima di violenza,2019,470
veneto,femmine,richiesta di aiuto vittima di violenza,2020,738
veneto,femmine,richiesta di aiuto vittima di violenza,2021,830
veneto,femmine,richiesta di aiuto vittima di violenza,2022,688
veneto,femmine,richiesta di aiuto vittima di violenza,2023,773
veneto,femmine,richiesta di aiuto vittima di violenza,2024,1092
veneto,femmine,segnalazione di un caso di violenza,2015,112
veneto,femmine,segnalazione di un caso di violenza,2016,94
veneto,femmine,segnalazione di un caso di violenza,2017,98
veneto,femmine,segnalazione di un caso di violenza,2018,89
veneto,femmine,segnalazione di un caso di violenza,2019,78
veneto,femmine,segnalazione di un caso di violenza,2020,153
veneto,femmine,segnalazione di un caso di violenza,2021,199
veneto,femmine,segnalazione di un caso di violenza,2022,99
veneto,femmine,segnalazione di un caso di violenza,2023,144
veneto,femmine,segnalazione di un caso di violenza,2024,140
veneto,femmine,emergenza,2015,6
veneto,femmine,emergenza,2016,5
veneto,femmine,emergenza,2017,2
veneto,femmine,emergenza,2018,12
veneto,femmine,emergenza,2019,9
veneto,femmine,emergenza,2020,6
veneto,femmine,emergenza,2021,3
veneto,non indicato,richiesta di aiuto vittima di stalking,2023,1
veneto,non indicato,richiesta di aiuto vittima di stalking,2024,2
veneto,non indicato,richiesta di aiuto vittima di violenza,2023,8
veneto,non indicato,richiesta di aiuto vittima di violenza,2024,15
veneto,non indicato,segnalazione di un caso di violenza,2024,2
veneto,non indicato,emergenza,2023,5
veneto,non indicato,emergenza,2024,4
friuli venezia giulia,maschi,richiesta di aiuto vittima di stalking,2015,3
friuli venezia giulia,maschi,richiesta di aiuto vittima di stalking,2019,1
friuli venezia giulia,maschi,richiesta di aiuto vittima di stalking,2020,2
friuli venezia giulia,maschi,richiesta di aiuto vittima di stalking,2023,1
friuli venezia giulia,maschi,richiesta di aiuto vittima di stalking,2024,1
friuli venezia giulia,maschi,richiesta di aiuto vittima di violenza,2015,3
friuli venezia giulia,maschi,richiesta di aiuto vittima di violenza,2016,1
friuli venezia giulia,maschi,richiesta di aiuto vittima di violenza,2017,2
friuli venezia giulia,maschi,richiesta di aiuto vittima di violenza,2018,3
friuli venezia giulia,maschi,richiesta di aiuto vittima di violenza,2019,4
friuli venezia giulia,maschi,richiesta di aiuto vittima di violenza,2020,7
friuli venezia giulia,maschi,richiesta di aiuto vittima di violenza,2021,3
friuli venezia giulia,maschi,richiesta di aiuto vittima di violenza,2022,1
friuli venezia giulia,maschi,richiesta di aiuto vittima di violenza,2023,3
friuli venezia giulia,maschi,richiesta di aiuto vittima di violenza,2024,1
friuli venezia giulia,maschi,segnalazione di un caso di violenza,2018,1
friuli venezia giulia,maschi,segnalazione di un caso di violenza,2020,1
friuli venezia giulia,maschi,segnalazione di un caso di violenza,2021,1
friuli venezia giulia,maschi,segnalazione di un caso di violenza,2022,1
friuli venezia giulia,femmine,richiesta di aiuto vittima di stalking,2015,8
friuli venezia giulia,femmine,richiesta di aiuto vittima di stalking,2016,13
friuli venezia giulia,femmine,richiesta di aiuto vittima di stalking,2017,9
friuli venezia giulia,femmine,richiesta di aiuto vittima di stalking,2018,11
friuli venezia giulia,femmine,richiesta di aiuto vittima di stalking,2019,6
friuli venezia giulia,femmine,richiesta di aiuto vittima di stalking,2020,14
friuli venezia giulia,femmine,richiesta di aiuto vittima di stalking,2021,17
friuli venezia giulia,femmine,richiesta di aiuto vittima di stalking,2022,9
friuli venezia giulia,femmine,richiesta di aiuto vittima di stalking,2023,15
friuli venezia giulia,femmine,richiesta di aiuto vittima di stalking,2024,38
friuli venezia giulia,femmine,richiesta di aiuto vittima di violenza,2015,72
friuli venezia giulia,femmine,richiesta di aiuto vittima di violenza,2016,89
friuli venezia giulia,femmine,richiesta di aiuto vittima di violenza,2017,79
friuli venezia giulia,femmine,richiesta di aiuto vittima di violenza,2018,100
friuli venezia giulia,femmine,richiesta di aiuto vittima di violenza,2019,93
friuli venezia giulia,femmine,richiesta di aiuto vittima di violenza,2020,126
friuli venezia giulia,femmine,richiesta di aiuto vittima di violenza,2021,117
friuli venezia giulia,femmine,richiesta di aiuto vittima di violenza,2022,103
friuli venezia giulia,femmine,richiesta di aiuto vittima di violenza,2023,130
friuli venezia giulia,femmine,richiesta di aiuto vittima di violenza,2024,193
friuli venezia giulia,femmine,segnalazione di un caso di violenza,2015,23
friuli venezia giulia,femmine,segnalazione di un caso di violenza,2016,16
friuli venezia giulia,femmine,segnalazione di un caso di violenza,2017,16
friuli venezia giulia,femmine,segnalazione di un caso di violenza,2018,14
friuli venezia giulia,femmine,segnalazione di un caso di violenza,2019,6
friuli venezia giulia,femmine,segnalazione di un caso di violenza,2020,21
friuli venezia giulia,femmine,segnalazione di un caso di violenza,2021,34
friuli venezia giulia,femmine,segnalazione di un caso di violenza,2022,18
friuli venezia giulia,femmine,segnalazione di un caso di violenza,2023,23
friuli venezia giulia,femmine,segnalazione di un caso di violenza,2024,30
friuli venezia giulia,femmine,emergenza,2015,6
friuli venezia giulia,femmine,emergenza,2017,2
friuli venezia giulia,femmine,emergenza,2018,3
friuli venezia giulia,femmine,emergenza,2019,1
friuli venezia giulia,femmine,emergenza,2021,1
friuli venezia giulia,non indicato,richiesta di aiuto vittima di violenza,2024,5
friuli venezia giulia,non indicato,segnalazione di un caso di violenza,2023,1
friuli venezia giulia,non indicato,emergenza,2023,2
friuli venezia giulia,non indicato,emergenza,2024,1
emilia romagna,maschi,richiesta di aiuto vittima di stalking,2015,4
emilia romagna,maschi,richiesta di aiuto vittima di stalking,2016,9
emilia romagna,maschi,richiesta di aiuto vittima di stalking,2017,8
emilia romagna,maschi,richiesta di aiuto vittima di stalking,2018,3
emilia romagna,maschi,richiesta di aiuto vittima di stalking,2019,4
emilia romagna,maschi,richiesta di aiuto vittima di stalking,2020,10
emilia romagna,maschi,richiesta di aiuto vittima di stalking,2021,12
emilia romagna,maschi,richiesta di aiuto vittima di stalking,2022,7
emilia romagna,maschi,richiesta di aiuto vittima di stalking,2023,7
emilia romagna,maschi,richiesta di aiuto vittima di stalking,2024,8
emilia romagna,maschi,richiesta di aiuto vittima di violenza,2015,10
emilia romagna,maschi,richiesta di aiuto vittima di violenza,2016,9
emilia romagna,maschi,richiesta di aiuto vittima di violenza,2017,6
emilia romagna,maschi,richiesta di aiuto vittima di violenza,2018,6
emilia romagna,maschi,richiesta di aiuto vittima di violenza,2019,5
emilia romagna,maschi,richiesta di aiuto vittima di violenza,2020,18
emilia romagna,maschi,richiesta di aiuto vittima di violenza,2021,16
emilia romagna,maschi,richiesta di aiuto vittima di violenza,2022,5
emilia romagna,maschi,richiesta di aiuto vittima di violenza,2023,16
emilia romagna,maschi,richiesta di aiuto vittima di violenza,2024,10
emilia romagna,maschi,segnalazione di un caso di violenza,2015,4
emilia romagna,maschi,segnalazione di un caso di violenza,2016,2
emilia romagna,maschi,segnalazione di un caso di violenza,2017,4
emilia romagna,maschi,segnalazione di un caso di violenza,2019,2
emilia romagna,maschi,segnalazione di un caso di violenza,2020,3
emilia romagna,maschi,segnalazione di un caso di violenza,2021,1
emilia romagna,maschi,segnalazione di un caso di violenza,2022,4
emilia romagna,maschi,segnalazione di un caso di violenza,2023,1
emilia romagna,maschi,segnalazione di un caso di violenza,2024,6
emilia romagna,maschi,emergenza,2015,1
emilia romagna,maschi,emergenza,2017,1
emilia romagna,maschi,emergenza,2019,1
emilia romagna,maschi,emergenza,2022,1
emilia romagna,femmine,richiesta di aiuto vittima di stalking,2015,45
emilia romagna,femmine,richiesta di aiuto vittima di stalking,2016,48
emilia romagna,femmine,richiesta di aiuto vittima di stalking,2017,43
emilia romagna,femmine,richiesta di aiuto vittima di stalking,2018,40
emilia romagna,femmine,richiesta di aiuto vittima di stalking,2019,62
emilia romagna,femmine,richiesta di aiuto vittima di stalking,2020,80
emilia romagna,femmine,richiesta di aiuto vittima di stalking,2021,92
emilia romagna,femmine,richiesta di aiuto vittima di stalking,2022,74
emilia romagna,femmine,richiesta di aiuto vittima di stalking,2023,95
emilia romagna,femmine,richiesta di aiuto vittima di stalking,2024,163
emilia romagna,femmine,richiesta di aiuto vittima di violenza,2015,293
emilia romagna,femmine,richiesta di aiuto vittima di violenza,2016,284
emilia romagna,femmine,richiesta di aiuto vittima di violenza,2017,274
emilia romagna,femmine,richiesta di aiuto vittima di violenza,2018,386
emilia romagna,femmine,richiesta di aiuto vittima di violenza,2019,349
emilia romagna,femmine,richiesta di aiuto vittima di violenza,2020,663
emilia romagna,femmine,richiesta di aiuto vittima di violenza,2021,701
emilia romagna,femmine,richiesta di aiuto vittima di violenza,2022,558
emilia romagna,femmine,richiesta di aiuto vittima di violenza,2023,627
emilia romagna,femmine,richiesta di aiuto vittima di violenza,2024,931
emilia romagna,femmine,richiesta di aiuto per discriminazione,2020,1
emilia romagna,femmine,richiesta di aiuto per discriminazione,2021,2
emilia romagna,femmine,segnalazione di un caso di violenza,2015,93
emilia romagna,femmine,segnalazione di un caso di violenza,2016,83
emilia romagna,femmine,segnalazione di un caso di violenza,2017,70
emilia romagna,femmine,segnalazione di un caso di violenza,2018,76
emilia romagna,femmine,segnalazione di un caso di violenza,2019,56
emilia romagna,femmine,segnalazione di un caso di violenza,2020,131
emilia romagna,femmine,segnalazione di un caso di violenza,2021,166
emilia romagna,femmine,segnalazione di un caso di violenza,2022,78
emilia romagna,femmine,segnalazione di un caso di violenza,2023,131
emilia romagna,femmine,segnalazione di un caso di violenza,2024,114
emilia romagna,femmine,emergenza,2015,6
emilia romagna,femmine,emergenza,2016,8
emilia romagna,femmine,emergenza,2017,7
emilia romagna,femmine,emergenza,2018,11
emilia romagna,femmine,emergenza,2019,12
emilia romagna,femmine,emergenza,2020,7
emilia romagna,femmine,emergenza,2021,4
emilia romagna,non indicato,richiesta di aiuto vittima di stalking,2023,4
emilia romagna,non indicato,richiesta di aiuto vittima di violenza,2023,6
emilia romagna,non indicato,richiesta di aiuto vittima di violenza,2024,20
emilia romagna,non indicato,segnalazione di un caso di violenza,2023,3
emilia romagna,non indicato,segnalazione di un caso di violenza,2024,1
emilia romagna,non indicato,emergenza,2023,4
emilia romagna,non indicato,emergenza,2024,2
centro,maschi,richiesta di aiuto vittima di stalking,2015,16
centro,maschi,richiesta di aiuto vittima di stalking,2016,27
centro,maschi,richiesta di aiuto vittima di stalking,2017,23
centro,maschi,richiesta di aiuto vittima di stalking,2018,13
centro,maschi,richiesta di aiuto vittima di stalking,2019,15
centro,maschi,richiesta di aiuto vittima di stalking,2020,29
centro,maschi,richiesta di aiuto vittima di stalking,2021,24
centro,maschi,richiesta di aiuto vittima di stalking,2022,28
centro,maschi,richiesta di aiuto vittima di stalking,2023,17
centro,maschi,richiesta di aiuto vittima di stalking,2024,30
centro,maschi,richiesta di aiuto vittima di violenza,2015,28
centro,maschi,richiesta di aiuto vittima di violenza,2016,32
centro,maschi,richiesta di aiuto vittima di violenza,2017,30
centro,maschi,richiesta di aiuto vittima di violenza,2018,32
centro,maschi,richiesta di aiuto vittima di violenza,2019,29
centro,maschi,richiesta di aiuto vittima di violenza,2020,80
centro,maschi,richiesta di aiuto vittima di violenza,2021,55
centro,maschi,richiesta di aiuto vittima di violenza,2022,30
centro,maschi,richiesta di aiuto vittima di violenza,2023,44
centro,maschi,richiesta di aiuto vittima di violenza,2024,46
centro,maschi,richiesta di aiuto per discriminazione,2020,1
centro,maschi,richiesta di aiuto per discriminazione,2021,3
centro,maschi,richiesta di aiuto per discriminazione,2022,1
centro,maschi,segnalazione di un caso di violenza,2015,12
centro,maschi,segnalazione di un caso di violenza,2016,17
centro,maschi,segnalazione di un caso di violenza,2017,10
centro,maschi,segnalazione di un caso di violenza,2018,10
centro,maschi,segnalazione di un caso di violenza,2019,4
centro,maschi,segnalazione di un caso di violenza,2020,19
centro,maschi,segnalazione di un caso di violenza,2021,18
centro,maschi,segnalazione di un caso di violenza,2022,11
centro,maschi,segnalazione di un caso di violenza,2023,15
centro,maschi,segnalazione di un caso di violenza,2024,11
centro,maschi,emergenza,2018,2
centro,maschi,emergenza,2020,1
centro,maschi,emergenza,2021,1
centro,femmine,richiesta di aiuto vittima di stalking,2015,211
centro,femmine,richiesta di aiuto vittima di stalking,2016,210
centro,femmine,richiesta di aiuto vittima di stalking,2017,185
centro,femmine,richiesta di aiuto vittima di stalking,2018,198
centro,femmine,richiesta di aiuto vittima di stalking,2019,232
centro,femmine,richiesta di aiuto vittima di stalking,2020,241
centro,femmine,richiesta di aiuto vittima di stalking,2021,334
centro,femmine,richiesta di aiuto vittima di stalking,2022,245
centro,femmine,richiesta di aiuto vittima di stalking,2023,294
centro,femmine,richiesta di aiuto vittima di stalking,2024,410
centro,femmine,richiesta di aiuto vittima di violenza,2015,1143
centro,femmine,richiesta di aiuto vittima di violenza,2016,1116
centro,femmine,richiesta di aiuto vittima di violenza,2017,1079
centro,femmine,richiesta di aiuto vittima di violenza,2018,1550
centro,femmine,richiesta di aiuto vittima di violenza,2019,1429
centro,femmine,richiesta di aiuto vittima di violenza,2020,2283
centro,femmine,richiesta di aiuto vittima di violenza,2021,2490
centro,femmine,richiesta di aiuto vittima di violenza,2022,1967
centro,femmine,richiesta di aiuto vittima di violenza,2023,2292
centro,femmine,richiesta di aiuto vittima di violenza,2024,2802
centro,femmine,richiesta di aiuto per discriminazione,2020,2
centro,femmine,richiesta di aiuto per discriminazione,2022,1
centro,femmine,segnalazione di un caso di violenza,2015,335
centro,femmine,segnalazione di un caso di violenza,2016,327
centro,femmine,segnalazione di un caso di violenza,2017,263
centro,femmine,segnalazione di un caso di violenza,2018,307
centro,femmine,segnalazione di un caso di violenza,2019,257
centro,femmine,segnalazione di un caso di violenza,2020,502
centro,femmine,segnalazione di un caso di violenza,2021,545
centro,femmine,segnalazione di un caso di violenza,2022,358
centro,femmine,segnalazione di un caso di violenza,2023,476
centro,femmine,segnalazione di un caso di violenza,2024,361
centro,femmine,emergenza,2015,26
centro,femmine,emergenza,2016,25
centro,femmine,emergenza,2017,43
centro,femmine,emergenza,2018,41
centro,femmine,emergenza,2019,23
centro,femmine,emergenza,2020,25
centro,femmine,emergenza,2021,16
centro,femmine,emergenza,2022,2
centro,non indicato,richiesta di aiuto vittima di stalking,2023,4
centro,non indicato,richiesta di aiuto vittima di stalking,2024,5
centro,non indicato,richiesta di aiuto vittima di violenza,2023,40
centro,non indicato,richiesta di aiuto vittima di violenza,2024,43
centro,non indicato,richiesta di aiuto per discriminazione,2021,1
centro,non indicato,segnalazione di un caso di violenza,2023,12
centro,non indicato,segnalazione di un caso di violenza,2024,6
centro,non indicato,emergenza,2023,19
centro,non indicato,emergenza,2024,10
toscana,maschi,richiesta di aiuto vittima di stalking,2016,6
toscana,maschi,richiesta di aiuto vittima di stalking,2017,7
toscana,maschi,richiesta di aiuto vittima di stalking,2018,3
toscana,maschi,richiesta di aiuto vittima di stalking,2019,1
toscana,maschi,richiesta di aiuto vittima di stalking,2020,8
toscana,maschi,richiesta di aiuto vittima di stalking,2021,12
toscana,maschi,richiesta di aiuto vittima di stalking,2022,8
toscana,maschi,richiesta di aiuto vittima di stalking,2023,4
toscana,maschi,richiesta di aiuto vittima di stalking,2024,10
toscana,maschi,richiesta di aiuto vittima di violenza,2015,8
toscana,maschi,richiesta di aiuto vittima di violenza,2016,11
toscana,maschi,richiesta di aiuto vittima di violenza,2017,12
toscana,maschi,richiesta di aiuto vittima di violenza,2018,11
toscana,maschi,richiesta di aiuto vittima di violenza,2019,1
toscana,maschi,richiesta di aiuto vittima di violenza,2020,27
toscana,maschi,richiesta di aiuto vittima di violenza,2021,16
toscana,maschi,richiesta di aiuto vittima di violenza,2022,12
toscana,maschi,richiesta di aiuto vittima di violenza,2023,10
toscana,maschi,richiesta di aiuto vittima di violenza,2024,11
toscana,maschi,segnalazione di un caso di violenza,2015,2
toscana,maschi,segnalazione di un caso di violenza,2016,4
toscana,maschi,segnalazione di un caso di violenza,2017,4
toscana,maschi,segnalazione di un caso di violenza,2019,1
toscana,maschi,segnalazione di un caso di violenza,2020,5
toscana,maschi,segnalazione di un caso di violenza,2021,3
toscana,maschi,segnalazione di un caso di violenza,2022,2
toscana,maschi,segnalazione di un caso di violenza,2023,5
toscana,maschi,segnalazione di un caso di violenza,2024,1
toscana,femmine,richiesta di aiuto vittima di stalking,2015,46
toscana,femmine,richiesta di aiuto vittima di stalking,2016,44
toscana,femmine,richiesta di aiuto vittima di stalking,2017,57
toscana,femmine,richiesta di aiuto vittima di stalking,2018,56
toscana,femmine,richiesta di aiuto vittima di stalking,2019,73
toscana,femmine,richiesta di aiuto vittima di stalking,2020,63
toscana,femmine,richiesta di aiuto vittima di stalking,2021,99
toscana,femmine,richiesta di aiuto vittima di stalking,2022,50
toscana,femmine,richiesta di aiuto vittima di stalking,2023,69
toscana,femmine,richiesta di aiuto vittima di stalking,2024,115
toscana,femmine,richiesta di aiuto vittima di violenza,2015,251
toscana,femmine,richiesta di aiuto vittima di violenza,2016,210
toscana,femmine,richiesta di aiuto vittima di violenza,2017,285
toscana,femmine,richiesta di aiuto vittima di violenza,2018,408
toscana,femmine,richiesta di aiuto vittima di violenza,2019,375
toscana,femmine,richiesta di aiuto vittima di violenza,2020,607
toscana,femmine,richiesta di aiuto vittima di violenza,2021,588
toscana,femmine,richiesta di aiuto vittima di violenza,2022,467
toscana,femmine,richiesta di aiuto vittima di violenza,2023,556
toscana,femmine,richiesta di aiuto vittima di violenza,2024,771
toscana,femmine,segnalazione di un caso di violenza,2015,79
toscana,femmine,segnalazione di un caso di violenza,2016,66
toscana,femmine,segnalazione di un caso di violenza,2017,75
toscana,femmine,segnalazione di un caso di violenza,2018,85
toscana,femmine,segnalazione di un caso di violenza,2019,63
toscana,femmine,segnalazione di un caso di violenza,2020,154
toscana,femmine,segnalazione di un caso di violenza,2021,135
toscana,femmine,segnalazione di un caso di violenza,2022,98
toscana,femmine,segnalazione di un caso di violenza,2023,99
toscana,femmine,segnalazione di un caso di violenza,2024,109
toscana,femmine,emergenza,2015,3
toscana,femmine,emergenza,2016,3
toscana,femmine,emergenza,2017,10
toscana,femmine,emergenza,2018,10
toscana,femmine,emergenza,2019,5
toscana,femmine,emergenza,2020,5
toscana,femmine,emergenza,2021,5
toscana,femmine,emergenza,2022,1
toscana,non indicato,richiesta di aiuto vittima di stalking,2023,1
toscana,non indicato,richiesta di aiuto vittima di stalking,2024,1
toscana,non indicato,richiesta di aiuto vittima di violenza,2023,9
toscana,non indicato,richiesta di aiuto vittima di violenza,2024,12
toscana,non indicato,segnalazione di un caso di violenza,2023,3
toscana,non indicato,segnalazione di un caso di violenza,2024,1
toscana,non indicato,emergenza,2023,3
toscana,non indicato,emergenza,2024,3
umbria,maschi,richiesta di aiuto vittima di stalking,2016,1
umbria,maschi,richiesta di aiuto vittima di stalking,2017,3
umbria,maschi,richiesta di aiuto vittima di stalking,2019,2
umbria,maschi,richiesta di aiuto vittima di stalking,2020,1
umbria,maschi,richiesta di aiuto vittima di stalking,2022,3
umbria,maschi,richiesta di aiuto vittima di stalking,2023,1
umbria,maschi,richiesta di aiuto vittima di stalking,2024,2
umbria,maschi,richiesta di aiuto vittima di violenza,2015,3
umbria,maschi,richiesta di aiuto vittima di violenza,2016,1
umbria,maschi,richiesta di aiuto vittima di violenza,2017,2
umbria,maschi,richiesta di aiuto vittima di violenza,2018,2
umbria,maschi,richiesta di aiuto vittima di violenza,2019,2
umbria,maschi,richiesta di aiuto vittima di violenza,2020,1
umbria,maschi,richiesta di aiuto vittima di violenza,2022,1
umbria,maschi,richiesta di aiuto vittima di violenza,2023,2
umbria,maschi,richiesta di aiuto vittima di violenza,2024,1
umbria,maschi,segnalazione di un caso di violenza,2015,1
umbria,maschi,segnalazione di un caso di violenza,2016,1
umbria,maschi,segnalazione di un caso di violenza,2021,1
umbria,maschi,segnalazione di un caso di violenza,2022,1
umbria,femmine,richiesta di aiuto vittima di stalking,2015,14
umbria,femmine,richiesta di aiuto vittima di stalking,2016,12
umbria,femmine,richiesta di aiuto vittima di stalking,2017,11
umbria,femmine,richiesta di aiuto vittima di stalking,2018,7
umbria,femmine,richiesta di aiuto vittima di stalking,2019,7
umbria,femmine,richiesta di aiuto vittima di stalking,2020,12
umbria,femmine,richiesta di aiuto vittima di stalking,2021,26
