territorio,sesso,stato_civile,periodo,numero_vittime
puglia,femmine,separat,2017,49
puglia,femmine,separat,2018,67
puglia,femmine,separat,2019,55
puglia,femmine,separat,2020,71
puglia,femmine,separat,2021,56
puglia,femmine,separat,2022,74
puglia,femmine,separat,2023,60
puglia,femmine,separat,2024,89
puglia,femmine,coniugat,2015,241
puglia,femmine,coniugat,2016,218
puglia,femmine,coniugat,2017,202
puglia,femmine,coniugat,2018,321
puglia,femmine,coniugat,2019,221
puglia,femmine,coniugat,2020,379
puglia,femmine,coniugat,2021,364
puglia,femmine,coniugat,2022,248
puglia,femmine,coniugat,2023,266
puglia,femmine,coniugat,2024,340
puglia,femmine,divorziat,2015,19
puglia,femmine,divorziat,2016,15
puglia,femmine,divorziat,2017,14
puglia,femmine,divorziat,2018,23
puglia,femmine,divorziat,2019,19
puglia,femmine,divorziat,2020,15
puglia,femmine,divorziat,2021,31
puglia,femmine,divorziat,2022,25
puglia,femmine,divorziat,2023,31
puglia,femmine,divorziat,2024,32
puglia,femmine,vedov,2015,15
puglia,femmine,vedov,2016,17
puglia,femmine,vedov,2017,12
puglia,femmine,vedov,2018,13
puglia,femmine,vedov,2019,14
puglia,femmine,vedov,2020,27
puglia,femmine,vedov,2021,16
puglia,femmine,vedov,2022,23
puglia,femmine,vedov,2023,16
puglia,femmine,vedov,2024,22
puglia,femmine,non indicato,2015,1
puglia,femmine,non indicato,2016,5
puglia,femmine,non indicato,2017,3
puglia,femmine,non indicato,2018,2
puglia,femmine,non indicato,2020,33
puglia,femmine,non indicato,2021,60
puglia,femmine,non indicato,2022,23
puglia,femmine,non indicato,2023,37
puglia,femmine,non indicato,2024,34
puglia,femmine,non disponibile,2015,15
puglia,femmine,non disponibile,2016,16
puglia,femmine,non disponibile,2017,9
puglia,femmine,non disponibile,2018,19
puglia,femmine,non disponibile,2019,12
puglia,femmine,non disponibile,2020,19
puglia,femmine,non disponibile,2021,14
puglia,femmine,non disponibile,2022,18
puglia,non indicato,coniugat,2023,3
puglia,non indicato,non indicato,2024,1
puglia,non indicato,non disponibile,2023,6
puglia,non indicato,non disponibile,2024,16
basilicata,maschi,single,2019,1
basilicata,maschi,single,2022,1
basilicata,maschi,single,2023,3
basilicata,maschi,single,2024,2
basilicata,maschi,coniugat,2015,2
basilicata,maschi,coniugat,2016,3
basilicata,maschi,coniugat,2019,1
basilicata,maschi,coniugat,2023,1
basilicata,maschi,non indicato,2022,1
basilicata,maschi,non disponibile,2019,1
basilicata,femmine,single,2015,12
basilicata,femmine,single,2016,18
basilicata,femmine,single,2017,15
basilicata,femmine,single,2018,16
basilicata,femmine,single,2019,22
basilicata,femmine,single,2020,26
basilicata,femmine,single,2021,36
basilicata,femmine,single,2022,22
basilicata,femmine,single,2023,29
basilicata,femmine,single,2024,33
basilicata,femmine,separat,2015,2
basilicata,femmine,separat,2016,3
basilicata,femmine,separat,2017,3
basilicata,femmine,separat,2018,5
basilicata,femmine,separat,2019,8
basilicata,femmine,separat,2020,9
basilicata,femmine,separat,2021,9
basilicata,femmine,separat,2022,8
basilicata,femmine,separat,2023,7
basilicata,femmine,separat,2024,5
basilicata,femmine,coniugat,2015,28
basilicata,femmine,coniugat,2016,15
basilicata,femmine,coniugat,2017,31
basilicata,femmine,coniugat,2018,32
basilicata,femmine,coniugat,2019,32
basilicata,femmine,coniugat,2020,37
basilicata,femmine,coniugat,2021,37
basilicata,femmine,coniugat,2022,38
basilicata,femmine,coniugat,2023,34
basilicata,femmine,coniugat,2024,32
basilicata,femmine,divorziat,2015,1
basilicata,femmine,divorziat,2016,1
basilicata,femmine,divorziat,2017,1
basilicata,femmine,divorziat,2018,1
basilicata,femmine,divorziat,2019,3
basilicata,femmine,divorziat,2020,2
basilicata,femmine,divorziat,2021,5
basilicata,femmine,divorziat,2022,3
basilicata,femmine,divorziat,2023,6
basilicata,femmine,divorziat,2024,1
basilicata,femmine,vedov,2015,4
basilicata,femmine,vedov,2016,1
basilicata,femmine,vedov,2018,1
basilicata,femmine,vedov,2020,1
basilicata,femmine,vedov,2021,5
basilicata,femmine,vedov,2022,3
basilicata,femmine,vedov,2023,4
basilicata,femmine,vedov,2024,6
basilicata,femmine,non indicato,2020,6
basilicata,femmine,non indicato,2021,7
basilicata,femmine,non indicato,2022,1
basilicata,femmine,non indicato,2023,4
basilicata,femmine,non indicato,2024,4
basilicata,femmine,non disponibile,2018,1
basilicata,femmine,non disponibile,2019,1
basilicata,femmine,non disponibile,2020,1
basilicata,femmine,non disponibile,2021,1
basilicata,femmine,non disponibile,2022,3
basilicata,non indicato,non disponibile,2024,1
calabria,maschi,single,2015,1
calabria,maschi,single,2016,3
calabria,maschi,single,2017,3
calabria,maschi,single,2018,1
calabria,maschi,single,2019,2
calabria,maschi,single,2020,3
calabria,maschi,single,2021,10
calabria,maschi,single,2022,1
calabria,maschi,single,2024,1
calabria,maschi,coniugat,2015,3
calabria,maschi,coniugat,2016,2
calabria,maschi,coniugat,2019,1
calabria,maschi,coniugat,2020,3
calabria,maschi,coniugat,2021,4
calabria,maschi,coniugat,2022,1
calabria,maschi,coniugat,2023,3
calabria,maschi,coniugat,2024,1
calabria,maschi,divorziat,2018,2
calabria,maschi,vedov,2017,1
calabria,maschi,non indicato,2017,2
calabria,maschi,non indicato,2020,2
calabria,maschi,non indicato,2021,2
calabria,maschi,non indicato,2023,1
calabria,maschi,non indicato,2024,1
calabria,femmine,single,2015,38
calabria,femmine,single,2016,45
calabria,femmine,single,2017,44
calabria,femmine,single,2018,54
calabria,femmine,single,2019,72
calabria,femmine,single,2020,102
calabria,femmine,single,2021,109
calabria,femmine,single,2022,80
calabria,femmine,single,2023,107
calabria,femmine,single,2024,111
calabria,femmine,separat,2015,21
calabria,femmine,separat,2016,16
calabria,femmine,separat,2017,13
calabria,femmine,separat,2018,18
calabria,femmine,separat,2019,19
calabria,femmine,separat,2020,26
calabria,femmine,separat,2021,30
calabria,femmine,separat,2022,23
calabria,femmine,separat,2023,20
calabria,femmine,separat,2024,29
calabria,femmine,coniugat,2015,114
calabria,femmine,coniugat,2016,105
calabria,femmine,coniugat,2017,86
calabria,femmine,coniugat,2018,99
calabria,femmine,coniugat,2019,96
calabria,femmine,coniugat,2020,181
calabria,femmine,coniugat,2021,128
calabria,femmine,coniugat,2022,114
calabria,femmine,coniugat,2023,92
calabria,femmine,coniugat,2024,103
calabria,femmine,divorziat,2015,2
calabria,femmine,divorziat,2016,4
calabria,femmine,divorziat,2017,7
calabria,femmine,divorziat,2018,5
calabria,femmine,divorziat,2019,9
calabria,femmine,divorziat,2020,8
calabria,femmine,divorziat,2021,7
calabria,femmine,divorziat,2022,6
calabria,femmine,divorziat,2023,9
calabria,femmine,divorziat,2024,11
calabria,femmine,vedov,2015,6
calabria,femmine,vedov,2016,12
calabria,femmine,vedov,2017,4
calabria,femmine,vedov,2018,9
calabria,femmine,vedov,2019,8
calabria,femmine,vedov,2020,6
calabria,femmine,vedov,2021,12
calabria,femmine,vedov,2022,12
calabria,femmine,vedov,2023,12
calabria,femmine,vedov,2024,2
calabria,femmine,non indicato,2015,1
calabria,femmine,non indicato,2016,2
calabria,femmine,non indicato,2017,3
calabria,femmine,non indicato,2020,19
calabria,femmine,non indicato,2021,36
calabria,femmine,non indicato,2022,8
calabria,femmine,non indicato,2023,23
calabria,femmine,non indicato,2024,10
calabria,femmine,non disponibile,2015,4
calabria,femmine,non disponibile,2016,4
calabria,femmine,non disponibile,2017,6
calabria,femmine,non disponibile,2018,6
calabria,femmine,non disponibile,2019,8
calabria,femmine,non disponibile,2020,9
calabria,femmine,non disponibile,2021,2
calabria,femmine,non disponibile,2022,2
calabria,non indicato,single,2024,1
calabria,non indicato,non indicato,2024,1
calabria,non indicato,non disponibile,2023,7
calabria,non indicato,non disponibile,2024,4
isole,maschi,single,2015,9
isole,maschi,single,2016,17
isole,maschi,single,2017,9
isole,maschi,single,2018,9
isole,maschi,single,2019,9
isole,maschi,single,2020,22
isole,maschi,single,2021,16
isole,maschi,single,2022,10
isole,maschi,single,2023,14
isole,maschi,single,2024,13
isole,maschi,separat,2015,6
isole,maschi,separat,2016,2
isole,maschi,separat,2017,3
isole,maschi,separat,2018,1
isole,maschi,separat,2019,1
isole,maschi,separat,2020,3
isole,maschi,separat,2021,1
isole,maschi,separat,2024,2
isole,maschi,coniugat,2015,8
isole,maschi,coniugat,2016,5
isole,maschi,coniugat,2017,4
isole,maschi,coniugat,2018,8
isole,maschi,coniugat,2019,3
isole,maschi,coniugat,2020,10
isole,maschi,coniugat,2021,7
isole,maschi,coniugat,2022,1
isole,maschi,coniugat,2023,4
isole,maschi,coniugat,2024,6
isole,maschi,divorziat,2018,2
isole,maschi,divorziat,2019,1
isole,maschi,divorziat,2020,1
isole,maschi,divorziat,2022,2
isole,maschi,divorziat,2024,1
isole,maschi,vedov,2020,1
isole,maschi,vedov,2021,2
isole,maschi,non indicato,2017,3
isole,maschi,non indicato,2018,1
isole,maschi,non indicato,2020,3
isole,maschi,non indicato,2021,6
isole,maschi,non indicato,2022,2
isole,maschi,non indicato,2023,4
isole,maschi,non indicato,2024,3
isole,maschi,non disponibile,2015,3
isole,maschi,non disponibile,2016,1
isole,maschi,non disponibile,2018,2
isole,maschi,non disponibile,2019,2
isole,maschi,non disponibile,2020,2
isole,maschi,non disponibile,2021,3
isole,maschi,non disponibile,2022,1
isole,femmine,single,2015,199
isole,femmine,single,2016,226
isole,femmine,single,2017,222
isole,femmine,single,2018,219
isole,femmine,single,2019,215
isole,femmine,single,2020,377
isole,femmine,single,2021,452
isole,femmine,single,2022,357
isole,femmine,single,2023,349
isole,femmine,single,2024,481
isole,femmine,separat,2015,78
isole,femmine,separat,2016,76
isole,femmine,separat,2017,69
isole,femmine,separat,2018,81
isole,femmine,separat,2019,75
isole,femmine,separat,2020,100
isole,femmine,separat,2021,96
isole,femmine,separat,2022,75
isole,femmine,separat,2023,79
isole,femmine,separat,2024,92
isole,femmine,coniugat,2015,362
isole,femmine,coniugat,2016,363
isole,femmine,coniugat,2017,344
isole,femmine,coniugat,2018,401
isole,femmine,coniugat,2019,322
isole,femmine,coniugat,2020,475
isole,femmine,coniugat,2021,455
isole,femmine,coniugat,2022,321
isole,femmine,coniugat,2023,336
isole,femmine,coniugat,2024,399
isole,femmine,divorziat,2015,18
isole,femmine,divorziat,2016,45
isole,femmine,divorziat,2017,39
isole,femmine,divorziat,2018,35
isole,femmine,divorziat,2019,31
isole,femmine,divorziat,2020,33
isole,femmine,divorziat,2021,29
isole,femmine,divorziat,2022,22
isole,femmine,divorziat,2023,46
isole,femmine,divorziat,2024,53
isole,femmine,vedov,2015,32
isole,femmine,vedov,2016,34
isole,femmine,vedov,2017,30
isole,femmine,vedov,2018,22
isole,femmine,vedov,2019,30
isole,femmine,vedov,2020,43
isole,femmine,vedov,2021,37
isole,femmine,vedov,2022,26
isole,femmine,vedov,2023,18
isole,femmine,vedov,2024,32
isole,femmine,non indicato,2015,3
isole,femmine,non indicato,2016,9
isole,femmine,non indicato,2017,4
isole,femmine,non indicato,2018,4
isole,femmine,non indicato,2019,2
isole,femmine,non indicato,2020,68
isole,femmine,non indicato,2021,102
isole,femmine,non indicato,2022,24
isole,femmine,non indicato,2023,54
isole,femmine,non indicato,2024,31
isole,femmine,non disponibile,2015,29
isole,femmine,non disponibile,2016,24
isole,femmine,non disponibile,2017,13
isole,femmine,non disponibile,2018,22
isole,femmine,non disponibile,2019,25
isole,femmine,non disponibile,2020,21
isole,femmine,non disponibile,2021,26
isole,femmine,non disponibile,2022,20
isole,non indicato,single,2023,2
isole,non indicato,single,2024,1
isole,non indicato,separat,2023,1
isole,non indicato,coniugat,2023,2
isole,non indicato,coniugat,2024,1
isole,non indicato,non indicato,2023,4
isole,non indicato,non indicato,2024,1
isole,non indicato,non disponibile,2023,7
isole,non indicato,non disponibile,2024,14
sicilia,maschi,single,2015,8
sicilia,maschi,single,2016,8
sicilia,maschi,single,2017,6
sicilia,maschi,single,2018,6
sicilia,maschi,single,2019,6
sicilia,maschi,single,2020,15
sicilia,maschi,single,2021,12
sicilia,maschi,single,2022,7
sicilia,maschi,single,2023,11
sicilia,maschi,single,2024,11
sicilia,maschi,separat,2015,3
sicilia,maschi,separat,2016,2
sicilia,maschi,separat,2017,1
sicilia,maschi,separat,2018,1
sicilia,maschi,separat,2020,3
sicilia,maschi,separat,2024,2
sicilia,maschi,coniugat,2015,4
sicilia,maschi,coniugat,2016,4
sicilia,maschi,coniugat,2017,2
sicilia,maschi,coniugat,2018,6
sicilia,maschi,coniugat,2019,2
sicilia,maschi,coniugat,2020,6
sicilia,maschi,coniugat,2021,4
sicilia,maschi,coniugat,2022,1
sicilia,maschi,coniugat,2023,2
sicilia,maschi,coniugat,2024,6
sicilia,maschi,divorziat,2018,2
sicilia,maschi,divorziat,2019,1
sicilia,maschi,divorziat,2022,2
sicilia,maschi,divorziat,2024,1
sicilia,maschi,vedov,2020,1
sicilia,maschi,vedov,2021,1
sicilia,maschi,non indicato,2017,2
sicilia,maschi,non indicato,2018,1
sicilia,maschi,non indicato,2020,3
sicilia,maschi,non indicato,2021,5
sicilia,maschi,non indicato,2022,2
sicilia,maschi,non indicato,2023,3
sicilia,maschi,non indicato,2024,2
sicilia,maschi,non disponibile,2015,3
sicilia,maschi,non disponibile,2016,1
sicilia,maschi,non disponibile,2019,1
sicilia,maschi,non disponibile,2020,1
sicilia,maschi,non disponibile,2021,3
sicilia,maschi,non disponibile,2022,1
sicilia,femmine,single,2015,146
sicilia,femmine,single,2016,150
sicilia,femmine,single,2017,139
sicilia,femmine,single,2018,144
sicilia,femmine,single,2019,149
sicilia,femmine,single,2020,269
sicilia,femmine,single,2021,315
sicilia,femmine,single,2022,236
sicilia,femmine,single,2023,247
sicilia,femmine,single,2024,331
sicilia,femmine,separat,2015,60
sicilia,femmine,separat,2016,54
sicilia,femmine,separat,2017,52
sicilia,femmine,separat,2018,62
sicilia,femmine,separat,2019,53
sicilia,femmine,separat,2020,69
sicilia,femmine,separat,2021,65
sicilia,femmine,separat,2022,46
sicilia,femmine,separat,2023,56
sicilia,femmine,separat,2024,63
sicilia,femmine,coniugat,2015,250
sicilia,femmine,coniugat,2016,279
sicilia,femmine,coniugat,2017,254
sicilia,femmine,coniugat,2018,291
sicilia,femmine,coniugat,2019,250
sicilia,femmine,coniugat,2020,336
sicilia,femmine,coniugat,2021,343
sicilia,femmine,coniugat,2022,237
sicilia,femmine,coniugat,2023,260
sicilia,femmine,coniugat,2024,297
sicilia,femmine,divorziat,2015,7
sicilia,femmine,divorziat,2016,25
sicilia,femmine,divorziat,2017,29
sicilia,femmine,divorziat,2018,20
sicilia,femmine,divorziat,2019,22
sicilia,femmine,divorziat,2020,20
sicilia,femmine,divorziat,2021,20
sicilia,femmine,divorziat,2022,15
sicilia,femmine,divorziat,2023,39
sicilia,femmine,divorziat,2024,48
sicilia,femmine,vedov,2015,19
sicilia,femmine,vedov,2016,24
sicilia,femmine,vedov,2017,18
sicilia,femmine,vedov,2018,17
sicilia,femmine,vedov,2019,23
sicilia,femmine,vedov,2020,28
sicilia,femmine,vedov,2021,27
sicilia,femmine,vedov,2022,17
sicilia,femmine,vedov,2023,13
sicilia,femmine,vedov,2024,22
sicilia,femmine,non indicato,2015,3
sicilia,femmine,non indicato,2016,6
sicilia,femmine,non indicato,2017,3
sicilia,femmine,non indicato,2018,1
sicilia,femmine,non indicato,2019,2
sicilia,femmine,non indicato,2020,49
sicilia,femmine,non indicato,2021,71
sicilia,femmine,non indicato,2022,16
sicilia,femmine,non indicato,2023,37
sicilia,femmine,non indicato,2024,24
sicilia,femmine,non disponibile,2015,19
sicilia,femmine,non disponibile,2016,17
sicilia,femmine,non disponibile,2017,9
sicilia,femmine,non disponibile,2018,14
sicilia,femmine,non disponibile,2019,16
sicilia,femmine,non disponibile,2020,15
sicilia,femmine,non disponibile,2021,22
sicilia,femmine,non disponibile,2022,16
sicilia,non indicato,single,2023,2
sicilia,non indicato,single,2024,1
sicilia,non indicato,separat,2023,1
sicilia,non indicato,coniugat,2023,2
sicilia,non indicato,coniugat,2024,1
sicilia,non indicato,non indicato,2023,4
sicilia,non indicato,non indicato,2024,1
sicilia,non indicato,non disponibile,2023,5
sicilia,non indicato,non disponibile,2024,9
sardegna,maschi,single,2015,1
sardegna,maschi,single,2016,9
sardegna,maschi,single,2017,3
sardegna,maschi,single,2018,3
sardegna,maschi,single,2019,3
sardegna,maschi,single,2020,7
sardegna,maschi,single,2021,4
sardegna,maschi,single,2022,3
sardegna,maschi,single,2023,3
sardegna,maschi,single,2024,2
sardegna,maschi,separat,2015,3
sardegna,maschi,separat,2017,2
sardegna,maschi,separat,2019,1
sardegna,maschi,separat,2021,1
sardegna,maschi,coniugat,2015,4
sardegna,maschi,coniugat,2016,1
sardegna,maschi,coniugat,2017,2
sardegna,maschi,coniugat,2018,2
sardegna,maschi,coniugat,2019,1
sardegna,maschi,coniugat,2020,4
sardegna,maschi,coniugat,2021,3
sardegna,maschi,coniugat,2023,2
sardegna,maschi,divorziat,2020,1
sardegna,maschi,vedov,2021,1
sardegna,maschi,non indicato,2017,1
sardegna,maschi,non indicato,2021,1
sardegna,maschi,non indicato,2023,1
sardegna,maschi,non indicato,2024,1
sardegna,maschi,non disponibile,2018,2
sardegna,maschi,non disponibile,2019,1
sardegna,maschi,non disponibile,2020,1
sardegna,femmine,single,2015,53
sardegna,femmine,single,2016,76
sardegna,femmine,single,2017,83
sardegna,femmine,single,2018,75
sardegna,femmine,single,2019,66
sardegna,femmine,single,2020,108
sardegna,femmine,single,2021,137
sardegna,femmine,single,2022,121
sardegna,femmine,single,2023,102
sardegna,femmine,single,2024,150
sardegna,femmine,separat,2015,18
sardegna,femmine,separat,2016,22
sardegna,femmine,separat,2017,17
sardegna,femmine,separat,2018,19
sardegna,femmine,separat,2019,22
sardegna,femmine,separat,2020,31
sardegna,femmine,separat,2021,31
sardegna,femmine,separat,2022,29
sardegna,femmine,separat,2023,23
sardegna,femmine,separat,2024,29
sardegna,femmine,coniugat,2015,112
sardegna,femmine,coniugat,2016,84
sardegna,femmine,coniugat,2017,90
sardegna,femmine,coniugat,2018,110
sardegna,femmine,coniugat,2019,72
sardegna,femmine,coniugat,2020,139
sardegna,femmine,coniugat,2021,112
sardegna,femmine,coniugat,2022,84
sardegna,femmine,coniugat,2023,76
sardegna,femmine,coniugat,2024,102
sardegna,femmine,divorziat,2015,11
sardegna,femmine,divorziat,2016,20
sardegna,femmine,divorziat,2017,10
sardegna,femmine,divorziat,2018,15
sardegna,femmine,divorziat,2019,9
sardegna,femmine,divorziat,2020,13
sardegna,femmine,divorziat,2021,9
sardegna,femmine,divorziat,2022,7
sardegna,femmine,divorziat,2023,7
sardegna,femmine,divorziat,2024,5
sardegna,femmine,vedov,2015,13
sardegna,femmine,vedov,2016,10
sardegna,femmine,vedov,2017,12
sardegna,femmine,vedov,2018,5
sardegna,femmine,vedov,2019,7
sardegna,femmine,vedov,2020,15
sardegna,femmine,vedov,2021,10
sardegna,femmine,vedov,2022,9
sardegna,femmine,vedov,2023,5
sardegna,femmine,vedov,2024,10
sardegna,femmine,non indicato,2016,3
sardegna,femmine,non indicato,2017,1
sardegna,femmine,non indicato,2018,3
sardegna,femmine,non indicato,2020,19
sardegna,femmine,non indicato,2021,31
sardegna,femmine,non indicato,2022,8
sardegna,femmine,non indicato,2023,17
sardegna,femmine,non indicato,2024,7
sardegna,femmine,non disponibile,2015,10
sardegna,femmine,non disponibile,2016,7
sardegna,femmine,non disponibile,2017,4
sardegna,femmine,non disponibile,2018,8
sardegna,femmine,non disponibile,2019,9
sardegna,femmine,non disponibile,2020,6
sardegna,femmine,non disponibile,2021,4
sardegna,femmine,non disponibile,2022,4
sardegna,non indicato,non disponibile,2023,2
sardegna,non indicato,non disponibile,2024,5
non indicato,maschi,single,2015,6
non indicato,maschi,single,2016,6
non indicato,maschi,single,2017,18
non indicato,maschi,single,2018,10
non indicato,maschi,single,2019,4
non indicato,maschi,single,2020,33
non indicato,maschi,single,2021,64
non indicato,maschi,single,2022,16
non indicato,maschi,single,2023,53
non indicato,maschi,single,2024,51
non indicato,maschi,separat,2016,2
non indicato,maschi,separat,2017,1
non indicato,maschi,separat,2018,1
non indicato,maschi,separat,2020,3
non indicato,maschi,separat,2021,5
non indicato,maschi,separat,2022,3
non indicato,maschi,separat,2023,8
non indicato,maschi,separat,2024,8
non indicato,maschi,coniugat,2015,3
non indicato,maschi,coniugat,2016,7
non indicato,maschi,coniugat,2017,8
non indicato,maschi,coniugat,2018,6
non indicato,maschi,coniugat,2019,4
non indicato,maschi,coniugat,2020,19
non indicato,maschi,coniugat,2021,18
non indicato,maschi,coniugat,2022,9
non indicato,maschi,coniugat,2023,30
non indicato,maschi,coniugat,2024,27
non indicato,maschi,divorziat,2015,1
non indicato,maschi,divorziat,2016,2
non indicato,maschi,divorziat,2017,1
non indicato,maschi,divorziat,2020,2
non indicato,maschi,divorziat,2024,1
non indicato,maschi,vedov,2020,1
non indicato,maschi,vedov,2021,2
non indicato,maschi,vedov,2023,3
non indicato,maschi,vedov,2024,1
non indicato,maschi,non indicato,2016,1
non indicato,maschi,non indicato,2017,2
non indicato,maschi,non indicato,2018,1
non indicato,maschi,non indicato,2020,44
non indicato,maschi,non indicato,2021,24
non indicato,maschi,non indicato,2022,13
non indicato,maschi,non indicato,2023,23
non indicato,maschi,non indicato,2024,13
non indicato,maschi,non disponibile,2015,18
non indicato,maschi,non disponibile,2016,4
non indicato,maschi,non disponibile,2017,13
non indicato,maschi,non disponibile,2018,6
non indicato,maschi,non disponibile,2019,15
non indicato,maschi,non disponibile,2020,25
non indicato,maschi,non disponibile,2021,30
non indicato,maschi,non disponibile,2022,14
non indicato,femmine,single,2015,59
non indicato,femmine,single,2016,78
non indicato,femmine,single,2017,252
non indicato,femmine,single,2018,198
non indicato,femmine,single,2019,121
non indicato,femmine,single,2020,665
non indicato,femmine,single,2021,721
non indicato,femmine,single,2022,321
non indicato,femmine,single,2023,1152
non indicato,femmine,single,2024,577
non indicato,femmine,separat,2015,26
non indicato,femmine,separat,2016,32
non indicato,femmine,separat,2017,76
non indicato,femmine,separat,2018,53
non indicato,femmine,separat,2019,34
non indicato,femmine,separat,2020,134
non indicato,femmine,separat,2021,60
non indicato,femmine,separat,2022,38
non indicato,femmine,separat,2023,156
non indicato,femmine,separat,2024,82
non indicato,femmine,coniugat,2015,131
non indicato,femmine,coniugat,2016,149
non indicato,femmine,coniugat,2017,344
non indicato,femmine,coniugat,2018,298
non indicato,femmine,coniugat,2019,169
non indicato,femmine,coniugat,2020,713
non indicato,femmine,coniugat,2021,481
non indicato,femmine,coniugat,2022,230
non indicato,femmine,coniugat,2023,785
non indicato,femmine,coniugat,2024,381
non indicato,femmine,divorziat,2015,11
non indicato,femmine,divorziat,2016,8
non indicato,femmine,divorziat,2017,41
non indicato,femmine,divorziat,2018,15
non indicato,femmine,divorziat,2019,11
non indicato,femmine,divorziat,2020,52
non indicato,femmine,divorziat,2021,23
non indicato,femmine,divorziat,2022,11
non indicato,femmine,divorziat,2023,59
non indicato,femmine,divorziat,2024,25
non indicato,femmine,vedov,2015,6
non indicato,femmine,vedov,2016,5
non indicato,femmine,vedov,2017,20
non indicato,femmine,vedov,2018,23
non indicato,femmine,vedov,2019,7
non indicato,femmine,vedov,2020,58
non indicato,femmine,vedov,2021,28
non indicato,femmine,vedov,2022,4
non indicato,femmine,vedov,2023,41
non indicato,femmine,vedov,2024,32
non indicato,femmine,non indicato,2015,4
non indicato,femmine,non indicato,2016,6
non indicato,femmine,non indicato,2017,17
non indicato,femmine,non indicato,2018,11
non indicato,femmine,non indicato,2019,5
non indicato,femmine,non indicato,2020,384
non indicato,femmine,non indicato,2021,284
non indicato,femmine,non indicato,2022,134
non indicato,femmine,non indicato,2023,382
non indicato,femmine,non indicato,2024,175
non indicato,femmine,non disponibile,2015,136
non indicato,femmine,non disponibile,2016,110
non indicato,femmine,non disponibile,2017,137
non indicato,femmine,non disponibile,2018,180
non indicato,femmine,non disponibile,2019,197
non indicato,femmine,non disponibile,2020,389
non indicato,femmine,non disponibile,2021,575
non indicato,femmine,non disponibile,2022,667
non indicato,non indicato,single,2023,10
non indicato,non indicato,single,2024,4
non indicato,non indicato,separat,2024,1
non indicato,non indicato,coniugat,2023,5
non indicato,non indicato,coniugat,2024,1
non indicato,non indicato,non indicato,2023,20
non indicato,non indicato,non indicato,2024,13
non indicato,non indicato,non disponibile,2015,1
non indicato,non indicato,non disponibile,2019,2
non indicato,non indicato,non disponibile,2020,9
non indicato,non indicato,non disponibile,2021,11
non indicato,non indicato,non disponibile,2022,15
non indicato,non indicato,non disponibile,2023,1121
non indicato,non indicato,non disponibile,2024,827
