territorio,sesso,stato_civile,periodo,numero_vittime
nord est,femmine,coniugat,2021,825
nord est,femmine,coniugat,2022,646
nord est,femmine,coniugat,2023,728
nord est,femmine,coniugat,2024,1024
nord est,femmine,divorziat,2015,42
nord est,femmine,divorziat,2016,61
nord est,femmine,divorziat,2017,64
nord est,femmine,divorziat,2018,70
nord est,femmine,divorziat,2019,48
nord est,femmine,divorziat,2020,75
nord est,femmine,divorziat,2021,74
nord est,femmine,divorziat,2022,70
nord est,femmine,divorziat,2023,93
nord est,femmine,divorziat,2024,131
nord est,femmine,vedov,2015,46
nord est,femmine,vedov,2016,33
nord est,femmine,vedov,2017,26
nord est,femmine,vedov,2018,43
nord est,femmine,vedov,2019,31
nord est,femmine,vedov,2020,61
nord est,femmine,vedov,2021,65
nord est,femmine,vedov,2022,37
nord est,femmine,vedov,2023,39
nord est,femmine,vedov,2024,56
nord est,femmine,non indicato,2015,8
nord est,femmine,non indicato,2016,9
nord est,femmine,non indicato,2017,9
nord est,femmine,non indicato,2018,8
nord est,femmine,non indicato,2019,8
nord est,femmine,non indicato,2020,107
nord est,femmine,non indicato,2021,157
nord est,femmine,non indicato,2022,84
nord est,femmine,non indicato,2023,167
nord est,femmine,non indicato,2024,104
nord est,femmine,non disponibile,2015,28
nord est,femmine,non disponibile,2016,25
nord est,femmine,non disponibile,2017,17
nord est,femmine,non disponibile,2018,36
nord est,femmine,non disponibile,2019,45
nord est,femmine,non disponibile,2020,43
nord est,femmine,non disponibile,2021,36
nord est,femmine,non disponibile,2022,27
nord est,non indicato,single,2023,5
nord est,non indicato,single,2024,4
nord est,non indicato,separat,2023,1
nord est,non indicato,separat,2024,2
nord est,non indicato,coniugat,2023,3
nord est,non indicato,coniugat,2024,2
nord est,non indicato,non indicato,2023,5
nord est,non indicato,non indicato,2024,5
nord est,non indicato,non disponibile,2023,22
nord est,non indicato,non disponibile,2024,39
trentino alto adige,maschi,single,2023,3
trentino alto adige,maschi,single,2024,3
trentino alto adige,maschi,coniugat,2024,1
trentino alto adige,maschi,non indicato,2020,1
trentino alto adige,maschi,non indicato,2023,1
trentino alto adige,femmine,single,2021,2
trentino alto adige,femmine,single,2023,74
trentino alto adige,femmine,single,2024,73
trentino alto adige,femmine,separat,2023,13
trentino alto adige,femmine,separat,2024,16
trentino alto adige,femmine,coniugat,2020,3
trentino alto adige,femmine,coniugat,2022,1
trentino alto adige,femmine,coniugat,2023,37
trentino alto adige,femmine,coniugat,2024,47
trentino alto adige,femmine,divorziat,2023,4
trentino alto adige,femmine,divorziat,2024,6
trentino alto adige,femmine,vedov,2020,1
trentino alto adige,femmine,vedov,2023,2
trentino alto adige,femmine,vedov,2024,3
trentino alto adige,femmine,non indicato,2020,2
trentino alto adige,femmine,non indicato,2023,10
trentino alto adige,femmine,non indicato,2024,5
trentino alto adige,femmine,non disponibile,2021,1
trentino alto adige,non indicato,single,2023,1
trentino alto adige,non indicato,non indicato,2023,1
bolzano,maschi,single,2015,1
bolzano,maschi,single,2020,1
bolzano,maschi,single,2021,1
bolzano,maschi,single,2022,2
bolzano,maschi,coniugat,2015,1
bolzano,maschi,vedov,2020,2
bolzano,maschi,non indicato,2021,2
bolzano,maschi,non disponibile,2020,1
bolzano,femmine,single,2015,6
bolzano,femmine,single,2016,6
bolzano,femmine,single,2017,5
bolzano,femmine,single,2018,6
bolzano,femmine,single,2019,8
bolzano,femmine,single,2020,9
bolzano,femmine,single,2021,18
bolzano,femmine,single,2022,21
bolzano,femmine,separat,2015,1
bolzano,femmine,separat,2018,1
bolzano,femmine,separat,2020,3
bolzano,femmine,separat,2021,4
bolzano,femmine,separat,2022,1
bolzano,femmine,coniugat,2015,5
bolzano,femmine,coniugat,2016,7
bolzano,femmine,coniugat,2017,1
bolzano,femmine,coniugat,2018,5
bolzano,femmine,coniugat,2019,10
bolzano,femmine,coniugat,2020,14
bolzano,femmine,coniugat,2021,9
bolzano,femmine,coniugat,2022,13
bolzano,femmine,divorziat,2018,1
bolzano,femmine,divorziat,2020,1
bolzano,femmine,divorziat,2021,1
bolzano,femmine,divorziat,2022,4
bolzano,femmine,vedov,2017,1
bolzano,femmine,vedov,2020,1
bolzano,femmine,vedov,2021,3
bolzano,femmine,vedov,2022,1
bolzano,femmine,non indicato,2016,1
bolzano,femmine,non indicato,2019,1
bolzano,femmine,non indicato,2021,3
bolzano,femmine,non indicato,2022,1
bolzano,femmine,non disponibile,2018,1
bolzano,femmine,non disponibile,2022,1
trento,maschi,single,2016,2
trento,maschi,single,2018,1
trento,maschi,single,2020,2
trento,maschi,single,2021,6
trento,maschi,single,2022,1
trento,maschi,separat,2015,1
trento,maschi,separat,2017,1
trento,maschi,separat,2021,1
trento,maschi,coniugat,2015,1
trento,maschi,coniugat,2016,1
trento,maschi,coniugat,2017,1
trento,maschi,coniugat,2018,1
trento,maschi,coniugat,2020,3
trento,maschi,coniugat,2021,1
trento,maschi,divorziat,2020,1
trento,maschi,non indicato,2021,2
trento,maschi,non disponibile,2015,3
trento,maschi,non disponibile,2018,1
trento,femmine,single,2015,11
trento,femmine,single,2016,12
trento,femmine,single,2017,7
trento,femmine,single,2018,17
trento,femmine,single,2019,28
trento,femmine,single,2020,35
trento,femmine,single,2021,46
trento,femmine,single,2022,31
trento,femmine,separat,2015,6
trento,femmine,separat,2016,4
trento,femmine,separat,2018,6
trento,femmine,separat,2019,8
trento,femmine,separat,2020,3
trento,femmine,separat,2021,7
trento,femmine,separat,2022,7
trento,femmine,coniugat,2015,14
trento,femmine,coniugat,2016,23
trento,femmine,coniugat,2017,15
trento,femmine,coniugat,2018,29
trento,femmine,coniugat,2019,23
trento,femmine,coniugat,2020,31
trento,femmine,coniugat,2021,39
trento,femmine,coniugat,2022,24
trento,femmine,divorziat,2015,2
trento,femmine,divorziat,2017,1
trento,femmine,divorziat,2019,1
trento,femmine,divorziat,2020,3
trento,femmine,divorziat,2021,4
trento,femmine,divorziat,2022,6
trento,femmine,vedov,2015,2
trento,femmine,vedov,2018,1
trento,femmine,vedov,2019,1
trento,femmine,vedov,2021,4
trento,femmine,vedov,2022,2
trento,femmine,non indicato,2016,2
trento,femmine,non indicato,2020,4
trento,femmine,non indicato,2021,12
trento,femmine,non indicato,2022,3
trento,femmine,non disponibile,2015,1
trento,femmine,non disponibile,2018,4
trento,femmine,non disponibile,2019,1
trento,femmine,non disponibile,2021,1
trento,femmine,non disponibile,2022,2
veneto,maschi,single,2015,9
veneto,maschi,single,2016,8
veneto,maschi,single,2017,9
veneto,maschi,single,2018,8
veneto,maschi,single,2019,6
veneto,maschi,single,2020,20
veneto,maschi,single,2021,13
veneto,maschi,single,2022,7
veneto,maschi,single,2023,14
veneto,maschi,single,2024,16
veneto,maschi,separat,2015,4
veneto,maschi,separat,2016,3
veneto,maschi,separat,2017,3
veneto,maschi,separat,2018,3
veneto,maschi,separat,2020,3
veneto,maschi,separat,2022,1
veneto,maschi,separat,2023,2
veneto,maschi,separat,2024,1
veneto,maschi,coniugat,2015,9
veneto,maschi,coniugat,2016,3
veneto,maschi,coniugat,2017,1
veneto,maschi,coniugat,2018,6
veneto,maschi,coniugat,2019,6
veneto,maschi,coniugat,2020,5
veneto,maschi,coniugat,2021,8
veneto,maschi,coniugat,2022,1
veneto,maschi,coniugat,2023,9
veneto,maschi,coniugat,2024,1
veneto,maschi,divorziat,2016,1
veneto,maschi,divorziat,2019,2
veneto,maschi,divorziat,2021,1
veneto,maschi,divorziat,2022,1
veneto,maschi,divorziat,2024,1
veneto,maschi,vedov,2015,1
veneto,maschi,vedov,2016,1
veneto,maschi,vedov,2017,1
veneto,maschi,vedov,2019,1
veneto,maschi,vedov,2020,2
veneto,maschi,vedov,2024,1
veneto,maschi,non indicato,2015,1
veneto,maschi,non indicato,2017,1
veneto,maschi,non indicato,2020,4
veneto,maschi,non indicato,2021,2
veneto,maschi,non indicato,2023,3
veneto,maschi,non disponibile,2016,2
veneto,maschi,non disponibile,2018,1
veneto,maschi,non disponibile,2020,2
veneto,maschi,non disponibile,2021,4
veneto,femmine,single,2015,133
veneto,femmine,single,2016,117
veneto,femmine,single,2017,158
veneto,femmine,single,2018,186
veneto,femmine,single,2019,230
veneto,femmine,single,2020,361
veneto,femmine,single,2021,480
veneto,femmine,single,2022,339
veneto,femmine,single,2023,410
veneto,femmine,single,2024,653
veneto,femmine,separat,2015,49
veneto,femmine,separat,2016,69
veneto,femmine,separat,2017,53
veneto,femmine,separat,2018,65
veneto,femmine,separat,2019,46
veneto,femmine,separat,2020,70
veneto,femmine,separat,2021,71
veneto,femmine,separat,2022,63
veneto,femmine,separat,2023,80
veneto,femmine,separat,2024,112
veneto,femmine,coniugat,2015,240
veneto,femmine,coniugat,2016,216
veneto,femmine,coniugat,2017,210
veneto,femmine,coniugat,2018,285
veneto,femmine,coniugat,2019,264
veneto,femmine,coniugat,2020,389
veneto,femmine,coniugat,2021,435
veneto,femmine,coniugat,2022,353
veneto,femmine,coniugat,2023,386
veneto,femmine,coniugat,2024,492
veneto,femmine,divorziat,2015,19
veneto,femmine,divorziat,2016,31
veneto,femmine,divorziat,2017,28
veneto,femmine,divorziat,2018,38
veneto,femmine,divorziat,2019,24
veneto,femmine,divorziat,2020,36
veneto,femmine,divorziat,2021,31
veneto,femmine,divorziat,2022,34
veneto,femmine,divorziat,2023,43
veneto,femmine,divorziat,2024,56
veneto,femmine,vedov,2015,23
veneto,femmine,vedov,2016,23
veneto,femmine,vedov,2017,15
veneto,femmine,vedov,2018,18
veneto,femmine,vedov,2019,16
veneto,femmine,vedov,2020,27
veneto,femmine,vedov,2021,29
veneto,femmine,vedov,2022,20
veneto,femmine,vedov,2023,17
veneto,femmine,vedov,2024,32
veneto,femmine,non indicato,2015,4
veneto,femmine,non indicato,2016,5
veneto,femmine,non indicato,2017,5
veneto,femmine,non indicato,2018,4
veneto,femmine,non indicato,2019,6
veneto,femmine,non indicato,2020,51
veneto,femmine,non indicato,2021,80
veneto,femmine,non indicato,2022,38
veneto,femmine,non indicato,2023,78
veneto,femmine,non indicato,2024,48
veneto,femmine,non disponibile,2015,12
veneto,femmine,non disponibile,2016,7
veneto,femmine,non disponibile,2017,6
veneto,femmine,non disponibile,2018,18
veneto,femmine,non disponibile,2019,25
veneto,femmine,non disponibile,2020,22
veneto,femmine,non disponibile,2021,15
veneto,femmine,non disponibile,2022,14
veneto,non indicato,single,2023,2
veneto,non indicato,single,2024,1
veneto,non indicato,separat,2024,1
veneto,non indicato,coniugat,2023,2
veneto,non indicato,coniugat,2024,1
veneto,non indicato,non indicato,2023,1
veneto,non indicato,non indicato,2024,4
veneto,non indicato,non disponibile,2023,9
veneto,non indicato,non disponibile,2024,16
friuli venezia giulia,maschi,single,2015,3
friuli venezia giulia,maschi,single,2016,1
friuli venezia giulia,maschi,single,2017,2
friuli venezia giulia,maschi,single,2019,1
friuli venezia giulia,maschi,single,2020,5
friuli venezia giulia,maschi,single,2021,2
friuli venezia giulia,maschi,single,2022,2
friuli venezia giulia,maschi,single,2023,2
friuli venezia giulia,maschi,separat,2018,1
friuli venezia giulia,maschi,separat,2019,1
friuli venezia giulia,maschi,separat,2020,1
friuli venezia giulia,maschi,separat,2024,1
friuli venezia giulia,maschi,coniugat,2015,2
friuli venezia giulia,maschi,coniugat,2018,2
friuli venezia giulia,maschi,coniugat,2019,3
friuli venezia giulia,maschi,coniugat,2020,4
friuli venezia giulia,maschi,coniugat,2023,1
friuli venezia giulia,maschi,coniugat,2024,1
friuli venezia giulia,maschi,vedov,2015,1
friuli venezia giulia,maschi,vedov,2018,1
friuli venezia giulia,maschi,non indicato,2021,2
friuli venezia giulia,maschi,non indicato,2023,1
friuli venezia giulia,femmine,single,2015,29
friuli venezia giulia,femmine,single,2016,41
friuli venezia giulia,femmine,single,2017,37
friuli venezia giulia,femmine,single,2018,36
friuli venezia giulia,femmine,single,2019,37
friuli venezia giulia,femmine,single,2020,55
friuli venezia giulia,femmine,single,2021,66
friuli venezia giulia,femmine,single,2022,60
friuli venezia giulia,femmine,single,2023,68
friuli venezia giulia,femmine,single,2024,138
friuli venezia giulia,femmine,separat,2015,7
friuli venezia giulia,femmine,separat,2016,13
friuli venezia giulia,femmine,separat,2017,14
friuli venezia giulia,femmine,separat,2018,15
friuli venezia giulia,femmine,separat,2019,7
friuli venezia giulia,femmine,separat,2020,13
friuli venezia giulia,femmine,separat,2021,10
friuli venezia giulia,femmine,separat,2022,9
friuli venezia giulia,femmine,separat,2023,16
friuli venezia giulia,femmine,separat,2024,15
friuli venezia giulia,femmine,coniugat,2015,56
friuli venezia giulia,femmine,coniugat,2016,49
friuli venezia giulia,femmine,coniugat,2017,42
friuli venezia giulia,femmine,coniugat,2018,56
friuli venezia giulia,femmine,coniugat,2019,51
friuli venezia giulia,femmine,coniugat,2020,64
friuli venezia giulia,femmine,coniugat,2021,61
friuli venezia giulia,femmine,coniugat,2022,45
friuli venezia giulia,femmine,coniugat,2023,55
friuli venezia giulia,femmine,coniugat,2024,82
friuli venezia giulia,femmine,divorziat,2015,4
friuli venezia giulia,femmine,divorziat,2016,9
friuli venezia giulia,femmine,divorziat,2017,5
friuli venezia giulia,femmine,divorziat,2018,7
friuli venezia giulia,femmine,divorziat,2019,5
friuli venezia giulia,femmine,divorziat,2020,9
friuli venezia giulia,femmine,divorziat,2021,8
friuli venezia giulia,femmine,divorziat,2022,5
friuli venezia giulia,femmine,divorziat,2023,8
friuli venezia giulia,femmine,divorziat,2024,13
friuli venezia giulia,femmine,vedov,2015,5
friuli venezia giulia,femmine,vedov,2016,3
friuli venezia giulia,femmine,vedov,2017,5
friuli venezia giulia,femmine,vedov,2018,9
friuli venezia giulia,femmine,vedov,2019,4
friuli venezia giulia,femmine,vedov,2020,5
friuli venezia giulia,femmine,vedov,2021,5
friuli venezia giulia,femmine,vedov,2022,5
friuli venezia giulia,femmine,vedov,2023,4
friuli venezia giulia,femmine,vedov,2024,3
friuli venezia giulia,femmine,non indicato,2015,1
friuli venezia giulia,femmine,non indicato,2016,1
friuli venezia giulia,femmine,non indicato,2017,1
friuli venezia giulia,femmine,non indicato,2018,1
friuli venezia giulia,femmine,non indicato,2020,14
friuli venezia giulia,femmine,non indicato,2021,13
friuli venezia giulia,femmine,non indicato,2022,6
friuli venezia giulia,femmine,non indicato,2023,17
friuli venezia giulia,femmine,non indicato,2024,10
friuli venezia giulia,femmine,non disponibile,2015,7
friuli venezia giulia,femmine,non disponibile,2016,2
friuli venezia giulia,femmine,non disponibile,2017,2
friuli venezia giulia,femmine,non disponibile,2018,4
friuli venezia giulia,femmine,non disponibile,2019,2
friuli venezia giulia,femmine,non disponibile,2020,1
friuli venezia giulia,femmine,non disponibile,2021,6
friuli venezia giulia,non indicato,separat,2023,1
friuli venezia giulia,non indicato,non indicato,2023,1
friuli venezia giulia,non indicato,non indicato,2024,1
friuli venezia giulia,non indicato,non disponibile,2023,1
friuli venezia giulia,non indicato,non disponibile,2024,5
emilia romagna,maschi,single,2015,7
emilia romagna,maschi,single,2016,11
emilia romagna,maschi,single,2017,7
emilia romagna,maschi,single,2018,4
emilia romagna,maschi,single,2019,4
emilia romagna,maschi,single,2020,13
emilia romagna,maschi,single,2021,13
emilia romagna,maschi,single,2022,14
emilia romagna,maschi,single,2023,10
emilia romagna,maschi,single,2024,8
emilia romagna,maschi,separat,2017,4
emilia romagna,maschi,separat,2019,1
emilia romagna,maschi,separat,2020,1
emilia romagna,maschi,separat,2022,1
emilia romagna,maschi,separat,2023,2
emilia romagna,maschi,separat,2024,4
emilia romagna,maschi,coniugat,2015,9
emilia romagna,maschi,coniugat,2016,7
emilia romagna,maschi,coniugat,2017,4
emilia romagna,maschi,coniugat,2018,5
emilia romagna,maschi,coniugat,2019,6
emilia romagna,maschi,coniugat,2020,10
emilia romagna,maschi,coniugat,2021,9
emilia romagna,maschi,coniugat,2023,6
emilia romagna,maschi,coniugat,2024,10
emilia romagna,maschi,divorziat,2015,2
emilia romagna,maschi,divorziat,2016,1
emilia romagna,maschi,divorziat,2017,1
emilia romagna,maschi,divorziat,2024,1
emilia romagna,maschi,vedov,2021,1
emilia romagna,maschi,vedov,2022,1
emilia romagna,maschi,non indicato,2016,1
emilia romagna,maschi,non indicato,2017,1
emilia romagna,maschi,non indicato,2020,5
emilia romagna,maschi,non indicato,2021,5
emilia romagna,maschi,non indicato,2023,6
emilia romagna,maschi,non indicato,2024,1
emilia romagna,maschi,non disponibile,2015,1
emilia romagna,maschi,non disponibile,2017,2
emilia romagna,maschi,non disponibile,2019,1
emilia romagna,maschi,non disponibile,2020,2
emilia romagna,maschi,non disponibile,2021,1
emilia romagna,maschi,non disponibile,2022,1
emilia romagna,femmine,single,2015,140
emilia romagna,femmine,single,2016,145
emilia romagna,femmine,single,2017,122
emilia romagna,femmine,single,2018,187
emilia romagna,femmine,single,2019,190
emilia romagna,femmine,single,2020,328
emilia romagna,femmine,single,2021,410
emilia romagna,femmine,single,2022,312
emilia romagna,femmine,single,2023,422
emilia romagna,femmine,single,2024,589
emilia romagna,femmine,separat,2015,40
emilia romagna,femmine,separat,2016,53
emilia romagna,femmine,separat,2017,37
emilia romagna,femmine,separat,2018,44
emilia romagna,femmine,separat,2019,55
emilia romagna,femmine,separat,2020,89
emilia romagna,femmine,separat,2021,82
emilia romagna,femmine,separat,2022,55
emilia romagna,femmine,separat,2023,65
emilia romagna,femmine,separat,2024,101
emilia romagna,femmine,coniugat,2015,208
emilia romagna,femmine,coniugat,2016,178
emilia romagna,femmine,coniugat,2017,186
emilia romagna,femmine,coniugat,2018,224
emilia romagna,femmine,coniugat,2019,184
emilia romagna,femmine,coniugat,2020,347
emilia romagna,femmine,coniugat,2021,329
emilia romagna,femmine,coniugat,2022,247
emilia romagna,femmine,coniugat,2023,250
emilia romagna,femmine,coniugat,2024,403
emilia romagna,femmine,divorziat,2015,19
emilia romagna,femmine,divorziat,2016,21
emilia romagna,femmine,divorziat,2017,31
emilia romagna,femmine,divorziat,2018,25
emilia romagna,femmine,divorziat,2019,19
emilia romagna,femmine,divorziat,2020,30
emilia romagna,femmine,divorziat,2021,35
emilia romagna,femmine,divorziat,2022,31
emilia romagna,femmine,divorziat,2023,38
emilia romagna,femmine,divorziat,2024,56
emilia romagna,femmine,vedov,2015,18
emilia romagna,femmine,vedov,2016,7
emilia romagna,femmine,vedov,2017,6
emilia romagna,femmine,vedov,2018,16
emilia romagna,femmine,vedov,2019,11
emilia romagna,femmine,vedov,2020,28
emilia romagna,femmine,vedov,2021,31
emilia romagna,femmine,vedov,2022,12
emilia romagna,femmine,vedov,2023,16
emilia romagna,femmine,vedov,2024,18
emilia romagna,femmine,non indicato,2015,3
emilia romagna,femmine,non indicato,2016,3
emilia romagna,femmine,non indicato,2017,3
emilia romagna,femmine,non indicato,2018,3
emilia romagna,femmine,non indicato,2019,2
emilia romagna,femmine,non indicato,2020,40
emilia romagna,femmine,non indicato,2021,64
emilia romagna,femmine,non indicato,2022,40
emilia romagna,femmine,non indicato,2023,62
emilia romagna,femmine,non indicato,2024,41
emilia romagna,femmine,non disponibile,2015,9
emilia romagna,femmine,non disponibile,2016,16
emilia romagna,femmine,non disponibile,2017,9
emilia romagna,femmine,non disponibile,2018,14
emilia romagna,femmine,non disponibile,2019,18
emilia romagna,femmine,non disponibile,2020,20
emilia romagna,femmine,non disponibile,2021,14
emilia romagna,femmine,non disponibile,2022,13
emilia romagna,non indicato,single,2023,2
emilia romagna,non indicato,single,2024,3
emilia romagna,non indicato,separat,2024,1
emilia romagna,non indicato,coniugat,2023,1
emilia romagna,non indicato,coniugat,2024,1
emilia romagna,non indicato,non indicato,2023,2
emilia romagna,non indicato,non disponibile,2023,12
emilia romagna,non indicato,non disponibile,2024,18
centro,maschi,single,2015,24
centro,maschi,single,2016,36
centro,maschi,single,2017,37
centro,maschi,single,2018,24
centro,maschi,single,2019,25
centro,maschi,single,2020,78
centro,maschi,single,2021,51
centro,maschi,single,2022,45
centro,maschi,single,2023,38
centro,maschi,single,2024,55
centro,maschi,separat,2015,11
centro,maschi,separat,2016,8
centro,maschi,separat,2017,4
centro,maschi,separat,2018,4
centro,maschi,separat,2019,4
centro,maschi,separat,2020,4
centro,maschi,separat,2021,6
centro,maschi,separat,2022,7
centro,maschi,separat,2023,5
centro,maschi,separat,2024,2
centro,maschi,coniugat,2015,15
centro,maschi,coniugat,2016,25
centro,maschi,coniugat,2017,10
centro,maschi,coniugat,2018,21
centro,maschi,coniugat,2019,13
centro,maschi,coniugat,2020,30
centro,maschi,coniugat,2021,18
centro,maschi,coniugat,2022,8
centro,maschi,coniugat,2023,21
centro,maschi,coniugat,2024,17
centro,maschi,divorziat,2015,1
centro,maschi,divorziat,2017,5
centro,maschi,divorziat,2018,1
centro,maschi,divorziat,2019,2
centro,maschi,divorziat,2020,5
centro,maschi,divorziat,2021,3
centro,maschi,divorziat,2022,3
centro,maschi,divorziat,2024,5
centro,maschi,vedov,2015,2
centro,maschi,vedov,2016,3
centro,maschi,vedov,2017,2
centro,maschi,vedov,2018,2
centro,maschi,vedov,2019,1
centro,maschi,vedov,2020,2
centro,maschi,vedov,2021,2
centro,maschi,vedov,2022,1
centro,maschi,vedov,2023,3
centro,maschi,vedov,2024,2
centro,maschi,non indicato,2016,1
centro,maschi,non indicato,2017,2
centro,maschi,non indicato,2019,1
centro,maschi,non indicato,2020,7
centro,maschi,non indicato,2021,13
centro,maschi,non indicato,2022,5
centro,maschi,non indicato,2023,9
centro,maschi,non indicato,2024,6
centro,maschi,non disponibile,2015,3
centro,maschi,non disponibile,2016,3
centro,maschi,non disponibile,2017,3
centro,maschi,non disponibile,2018,5
centro,maschi,non disponibile,2019,2
centro,maschi,non disponibile,2020,4
centro,maschi,non disponibile,2021,8
centro,maschi,non disponibile,2022,1
centro,femmine,single,2015,554
centro,femmine,single,2016,549
centro,femmine,single,2017,524
centro,femmine,single,2018,742
centro,femmine,single,2019,756
centro,femmine,single,2020,1193
centro,femmine,single,2021,1384
centro,femmine,single,2022,1137
centro,femmine,single,2023,1408
centro,femmine,single,2024,1713
centro,femmine,separat,2015,183
centro,femmine,separat,2016,179
centro,femmine,separat,2017,183
centro,femmine,separat,2018,214
centro,femmine,separat,2019,209
centro,femmine,separat,2020,262
centro,femmine,separat,2021,320
centro,femmine,separat,2022,236
centro,femmine,separat,2023,286
centro,femmine,separat,2024,298
centro,femmine,coniugat,2015,774
centro,femmine,coniugat,2016,762
centro,femmine,coniugat,2017,645
centro,femmine,coniugat,2018,864
centro,femmine,coniugat,2019,757
centro,femmine,coniugat,2020,1126
centro,femmine,coniugat,2021,1128
centro,femmine,coniugat,2022,816
centro,femmine,coniugat,2023,963
centro,femmine,coniugat,2024,1189
centro,femmine,divorziat,2015,70
centro,femmine,divorziat,2016,72
centro,femmine,divorziat,2017,86
centro,femmine,divorziat,2018,133
centro,femmine,divorziat,2019,107
centro,femmine,divorziat,2020,120
centro,femmine,divorziat,2021,105
centro,femmine,divorziat,2022,92
centro,femmine,divorziat,2023,114
centro,femmine,divorziat,2024,148
centro,femmine,vedov,2015,70
centro,femmine,vedov,2016,65
centro,femmine,vedov,2017,58
centro,femmine,vedov,2018,61
centro,femmine,vedov,2019,64
centro,femmine,vedov,2020,118
centro,femmine,vedov,2021,126
centro,femmine,vedov,2022,101
centro,femmine,vedov,2023,97
centro,femmine,vedov,2024,99
centro,femmine,non indicato,2015,13
centro,femmine,non indicato,2016,14
centro,femmine,non indicato,2017,10
centro,femmine,non indicato,2018,13
centro,femmine,non indicato,2019,7
centro,femmine,non indicato,2020,165
centro,femmine,non indicato,2021,269
centro,femmine,non indicato,2022,131
centro,femmine,non indicato,2023,194
centro,femmine,non indicato,2024,126
centro,femmine,non disponibile,2015,51
centro,femmine,non disponibile,2016,37
centro,femmine,non disponibile,2017,64
centro,femmine,non disponibile,2018,69
centro,femmine,non disponibile,2019,41
centro,femmine,non disponibile,2020,69
centro,femmine,non disponibile,2021,53
centro,femmine,non disponibile,2022,60
centro,non indicato,single,2023,6
centro,non indicato,single,2024,2
centro,non indicato,coniugat,2023,8
centro,non indicato,coniugat,2024,6
centro,non indicato,non indicato,2023,10
centro,non indicato,non indicato,2024,4
centro,non indicato,non disponibile,2021,1
centro,non indicato,non disponibile,2023,51
centro,non indicato,non disponibile,2024,52
toscana,maschi,single,2015,5
toscana,maschi,single,2016,3
toscana,maschi,single,2017,10
toscana,maschi,single,2018,3
toscana,maschi,single,2020,28
toscana,maschi,single,2021,17
toscana,maschi,single,2022,15
toscana,maschi,single,2023,6
toscana,maschi,single,2024,15
toscana,maschi,separat,2015,1
toscana,maschi,separat,2016,4
toscana,maschi,separat,2017,2
toscana,maschi,separat,2018,1
toscana,maschi,separat,2019,1
toscana,maschi,separat,2020,1
toscana,maschi,separat,2021,2
toscana,maschi,separat,2022,3
toscana,maschi,separat,2024,1
toscana,maschi,coniugat,2015,3
toscana,maschi,coniugat,2016,13
toscana,maschi,coniugat,2017,3
toscana,maschi,coniugat,2018,8
toscana,maschi,coniugat,2019,2
toscana,maschi,coniugat,2020,5
toscana,maschi,coniugat,2021,7
toscana,maschi,coniugat,2022,2
toscana,maschi,coniugat,2023,11
toscana,maschi,coniugat,2024,3
toscana,maschi,divorziat,2017,3
toscana,maschi,divorziat,2020,2
toscana,maschi,divorziat,2022,1
toscana,maschi,divorziat,2024,2
toscana,maschi,vedov,2016,1
toscana,maschi,vedov,2017,2
toscana,maschi,vedov,2018,1
toscana,maschi,vedov,2020,1
toscana,maschi,vedov,2021,1
toscana,maschi,non indicato,2017,2
toscana,maschi,non indicato,2020,2
toscana,maschi,non indicato,2021,3
toscana,maschi,non indicato,2022,1
toscana,maschi,non indicato,2023,2
toscana,maschi,non indicato,2024,1
toscana,maschi,non disponibile,2015,1
toscana,maschi,non disponibile,2017,1
toscana,maschi,non disponibile,2018,1
toscana,maschi,non disponibile,2020,1
toscana,maschi,non disponibile,2021,1
toscana,femmine,single,2015,112
toscana,femmine,single,2016,97
toscana,femmine,single,2017,143
toscana,femmine,single,2018,205
toscana,femmine,single,2019,216
toscana,femmine,single,2020,326
toscana,femmine,single,2021,346
toscana,femmine,single,2022,261
toscana,femmine,single,2023,325
toscana,femmine,single,2024,481
toscana,femmine,separat,2015,44
toscana,femmine,separat,2016,28
toscana,femmine,separat,2017,46
toscana,femmine,separat,2018,52
toscana,femmine,separat,2019,58
toscana,femmine,separat,2020,70
toscana,femmine,separat,2021,66
toscana,femmine,separat,2022,68
toscana,femmine,separat,2023,72
toscana,femmine,separat,2024,91
toscana,femmine,coniugat,2015,172
toscana,femmine,coniugat,2016,149
toscana,femmine,coniugat,2017,185
toscana,femmine,coniugat,2018,222
toscana,femmine,coniugat,2019,196
toscana,femmine,coniugat,2020,309
toscana,femmine,coniugat,2021,282
toscana,femmine,coniugat,2022,204
toscana,femmine,coniugat,2023,224
toscana,femmine,coniugat,2024,321
toscana,femmine,divorziat,2015,15
toscana,femmine,divorziat,2016,23
toscana,femmine,divorziat,2017,21
toscana,femmine,divorziat,2018,43
toscana,femmine,divorziat,2019,16
toscana,femmine,divorziat,2020,40
toscana,femmine,divorziat,2021,31
toscana,femmine,divorziat,2022,19
toscana,femmine,divorziat,2023,34
toscana,femmine,divorziat,2024,54
toscana,femmine,vedov,2015,23
toscana,femmine,vedov,2016,16
toscana,femmine,vedov,2017,18
toscana,femmine,vedov,2018,15
toscana,femmine,vedov,2019,15
toscana,femmine,vedov,2020,30
toscana,femmine,vedov,2021,32
toscana,femmine,vedov,2022,19
toscana,femmine,vedov,2023,20
toscana,femmine,vedov,2024,22
toscana,femmine,non indicato,2015,2
toscana,femmine,non indicato,2016,6
toscana,femmine,non indicato,2017,2
toscana,femmine,non indicato,2018,2
