territorio,sesso,nazionalità_utente,modalità_intervento,periodo,numero_vittime
centro,maschi,estero,richiesto intervento del 113,2023,1
centro,maschi,estero,richiesto intervento del 113,2024,6
centro,maschi,italia,trasferito servizio,2015,271
centro,maschi,italia,trasferito servizio,2016,216
centro,maschi,italia,trasferito servizio,2017,218
centro,maschi,italia,trasferito servizio,2018,180
centro,maschi,italia,trasferito servizio,2019,183
centro,maschi,italia,trasferito servizio,2020,260
centro,maschi,italia,trasferito servizio,2021,195
centro,maschi,italia,trasferito servizio,2022,168
centro,maschi,italia,trasferito servizio,2023,325
centro,maschi,italia,trasferito servizio,2024,506
centro,maschi,italia,non trasferito servizio,2015,111
centro,maschi,italia,non trasferito servizio,2016,101
centro,maschi,italia,non trasferito servizio,2017,153
centro,maschi,italia,non trasferito servizio,2018,262
centro,maschi,italia,non trasferito servizio,2019,280
centro,maschi,italia,non trasferito servizio,2020,375
centro,maschi,italia,non trasferito servizio,2021,363
centro,maschi,italia,non trasferito servizio,2022,416
centro,maschi,italia,non trasferito servizio,2023,585
centro,maschi,italia,non trasferito servizio,2024,641
centro,maschi,italia,chiamate valide,2015,382
centro,maschi,italia,chiamate valide,2016,317
centro,maschi,italia,chiamate valide,2017,371
centro,maschi,italia,chiamate valide,2018,442
centro,maschi,italia,chiamate valide,2019,463
centro,maschi,italia,chiamate valide,2020,635
centro,maschi,italia,chiamate valide,2021,558
centro,maschi,italia,chiamate valide,2022,584
centro,maschi,italia,chiamate valide,2023,910
centro,maschi,italia,chiamate valide,2024,1147
centro,maschi,italia,richiesto intervento del 118,2023,2
centro,maschi,italia,richiesto intervento del 118,2024,4
centro,maschi,italia,richiesto intervento del 112,2018,2
centro,maschi,italia,richiesto intervento del 112,2020,1
centro,maschi,italia,richiesto intervento del 112,2023,69
centro,maschi,italia,richiesto intervento del 112,2024,124
centro,maschi,italia,richiesto intervento del 113,2018,2
centro,maschi,italia,richiesto intervento del 113,2020,1
centro,maschi,italia,richiesto intervento del 113,2021,1
centro,maschi,italia,richiesto intervento del 113,2023,77
centro,maschi,italia,richiesto intervento del 113,2024,152
centro,femmine,estero,trasferito servizio,2015,2998
centro,femmine,estero,trasferito servizio,2016,2741
centro,femmine,estero,trasferito servizio,2017,2434
centro,femmine,estero,trasferito servizio,2018,3045
centro,femmine,estero,trasferito servizio,2019,2842
centro,femmine,estero,trasferito servizio,2020,3733
centro,femmine,estero,trasferito servizio,2021,3852
centro,femmine,estero,trasferito servizio,2022,3195
centro,femmine,estero,trasferito servizio,2023,4484
centro,femmine,estero,trasferito servizio,2024,6186
centro,femmine,estero,non trasferito servizio,2015,652
centro,femmine,estero,non trasferito servizio,2016,571
centro,femmine,estero,non trasferito servizio,2017,705
centro,femmine,estero,non trasferito servizio,2018,1411
centro,femmine,estero,non trasferito servizio,2019,1500
centro,femmine,estero,non trasferito servizio,2020,1724
centro,femmine,estero,non trasferito servizio,2021,2031
centro,femmine,estero,non trasferito servizio,2022,2091
centro,femmine,estero,non trasferito servizio,2023,2984
centro,femmine,estero,non trasferito servizio,2024,3015
centro,femmine,estero,chiamate valide,2015,3650
centro,femmine,estero,chiamate valide,2016,3312
centro,femmine,estero,chiamate valide,2017,3139
centro,femmine,estero,chiamate valide,2018,4456
centro,femmine,estero,chiamate valide,2019,4342
centro,femmine,estero,chiamate valide,2020,5457
centro,femmine,estero,chiamate valide,2021,5883
centro,femmine,estero,chiamate valide,2022,5286
centro,femmine,estero,chiamate valide,2023,7468
centro,femmine,estero,chiamate valide,2024,9201
centro,femmine,estero,richiesto intervento del 118,2015,5
centro,femmine,estero,richiesto intervento del 118,2016,3
centro,femmine,estero,richiesto intervento del 118,2017,3
centro,femmine,estero,richiesto intervento del 118,2018,4
centro,femmine,estero,richiesto intervento del 118,2019,6
centro,femmine,estero,richiesto intervento del 118,2020,1
centro,femmine,estero,richiesto intervento del 118,2023,16
centro,femmine,estero,richiesto intervento del 118,2024,26
centro,femmine,estero,richiesto intervento del 112,2015,20
centro,femmine,estero,richiesto intervento del 112,2016,23
centro,femmine,estero,richiesto intervento del 112,2017,36
centro,femmine,estero,richiesto intervento del 112,2018,34
centro,femmine,estero,richiesto intervento del 112,2019,18
centro,femmine,estero,richiesto intervento del 112,2020,23
centro,femmine,estero,richiesto intervento del 112,2021,10
centro,femmine,estero,richiesto intervento del 112,2022,1
centro,femmine,estero,richiesto intervento del 112,2023,347
centro,femmine,estero,richiesto intervento del 112,2024,555
centro,femmine,estero,richiesto intervento del 113,2015,20
centro,femmine,estero,richiesto intervento del 113,2016,17
centro,femmine,estero,richiesto intervento del 113,2017,34
centro,femmine,estero,richiesto intervento del 113,2018,31
centro,femmine,estero,richiesto intervento del 113,2019,9
centro,femmine,estero,richiesto intervento del 113,2020,14
centro,femmine,estero,richiesto intervento del 113,2021,4
centro,femmine,estero,richiesto intervento del 113,2023,387
centro,femmine,estero,richiesto intervento del 113,2024,628
centro,femmine,estero,trasferito servizio,2015,312
centro,femmine,estero,trasferito servizio,2016,299
centro,femmine,estero,trasferito servizio,2017,275
centro,femmine,estero,trasferito servizio,2018,346
centro,femmine,estero,trasferito servizio,2019,322
centro,femmine,estero,trasferito servizio,2020,412
centro,femmine,estero,trasferito servizio,2021,444
centro,femmine,estero,trasferito servizio,2022,397
centro,femmine,estero,trasferito servizio,2023,464
centro,femmine,estero,trasferito servizio,2024,649
centro,femmine,estero,non trasferito servizio,2015,38
centro,femmine,estero,non trasferito servizio,2016,35
centro,femmine,estero,non trasferito servizio,2017,48
centro,femmine,estero,non trasferito servizio,2018,75
centro,femmine,estero,non trasferito servizio,2019,95
centro,femmine,estero,non trasferito servizio,2020,122
centro,femmine,estero,non trasferito servizio,2021,132
centro,femmine,estero,non trasferito servizio,2022,159
centro,femmine,estero,non trasferito servizio,2023,146
centro,femmine,estero,non trasferito servizio,2024,172
centro,femmine,estero,chiamate valide,2015,350
centro,femmine,estero,chiamate valide,2016,334
centro,femmine,estero,chiamate valide,2017,323
centro,femmine,estero,chiamate valide,2018,421
centro,femmine,estero,chiamate valide,2019,417
centro,femmine,estero,chiamate valide,2020,534
centro,femmine,estero,chiamate valide,2021,576
centro,femmine,estero,chiamate valide,2022,556
centro,femmine,estero,chiamate valide,2023,610
centro,femmine,estero,chiamate valide,2024,821
centro,femmine,estero,richiesto intervento del 118,2015,2
centro,femmine,estero,richiesto intervento del 118,2018,1
centro,femmine,estero,richiesto intervento del 118,2024,1
centro,femmine,estero,richiesto intervento del 112,2015,3
centro,femmine,estero,richiesto intervento del 112,2016,3
centro,femmine,estero,richiesto intervento del 112,2017,7
centro,femmine,estero,richiesto intervento del 112,2018,4
centro,femmine,estero,richiesto intervento del 112,2019,1
centro,femmine,estero,richiesto intervento del 112,2020,1
centro,femmine,estero,richiesto intervento del 112,2023,33
centro,femmine,estero,richiesto intervento del 112,2024,53
centro,femmine,estero,richiesto intervento del 113,2015,3
centro,femmine,estero,richiesto intervento del 113,2016,2
centro,femmine,estero,richiesto intervento del 113,2017,6
centro,femmine,estero,richiesto intervento del 113,2018,3
centro,femmine,estero,richiesto intervento del 113,2023,33
centro,femmine,estero,richiesto intervento del 113,2024,56
centro,femmine,italia,trasferito servizio,2015,2686
centro,femmine,italia,trasferito servizio,2016,2442
centro,femmine,italia,trasferito servizio,2017,2159
centro,femmine,italia,trasferito servizio,2018,2699
centro,femmine,italia,trasferito servizio,2019,2520
centro,femmine,italia,trasferito servizio,2020,3321
centro,femmine,italia,trasferito servizio,2021,3408
centro,femmine,italia,trasferito servizio,2022,2798
centro,femmine,italia,trasferito servizio,2023,4020
centro,femmine,italia,trasferito servizio,2024,5537
centro,femmine,italia,non trasferito servizio,2015,614
centro,femmine,italia,non trasferito servizio,2016,536
centro,femmine,italia,non trasferito servizio,2017,657
centro,femmine,italia,non trasferito servizio,2018,1336
centro,femmine,italia,non trasferito servizio,2019,1405
centro,femmine,italia,non trasferito servizio,2020,1602
centro,femmine,italia,non trasferito servizio,2021,1899
centro,femmine,italia,non trasferito servizio,2022,1932
centro,femmine,italia,non trasferito servizio,2023,2838
centro,femmine,italia,non trasferito servizio,2024,2843
centro,femmine,italia,chiamate valide,2015,3300
centro,femmine,italia,chiamate valide,2016,2978
centro,femmine,italia,chiamate valide,2017,2816
centro,femmine,italia,chiamate valide,2018,4035
centro,femmine,italia,chiamate valide,2019,3925
centro,femmine,italia,chiamate valide,2020,4923
centro,femmine,italia,chiamate valide,2021,5307
centro,femmine,italia,chiamate valide,2022,4730
centro,femmine,italia,chiamate valide,2023,6858
centro,femmine,italia,chiamate valide,2024,8380
centro,femmine,italia,richiesto intervento del 118,2015,3
centro,femmine,italia,richiesto intervento del 118,2016,3
centro,femmine,italia,richiesto intervento del 118,2017,3
centro,femmine,italia,richiesto intervento del 118,2018,3
centro,femmine,italia,richiesto intervento del 118,2019,6
centro,femmine,italia,richiesto intervento del 118,2020,1
centro,femmine,italia,richiesto intervento del 118,2023,16
centro,femmine,italia,richiesto intervento del 118,2024,25
centro,femmine,italia,richiesto intervento del 112,2015,17
centro,femmine,italia,richiesto intervento del 112,2016,20
centro,femmine,italia,richiesto intervento del 112,2017,29
centro,femmine,italia,richiesto intervento del 112,2018,30
centro,femmine,italia,richiesto intervento del 112,2019,17
centro,femmine,italia,richiesto intervento del 112,2020,22
centro,femmine,italia,richiesto intervento del 112,2021,10
centro,femmine,italia,richiesto intervento del 112,2022,1
centro,femmine,italia,richiesto intervento del 112,2023,314
centro,femmine,italia,richiesto intervento del 112,2024,502
centro,femmine,italia,richiesto intervento del 113,2015,17
centro,femmine,italia,richiesto intervento del 113,2016,15
centro,femmine,italia,richiesto intervento del 113,2017,28
centro,femmine,italia,richiesto intervento del 113,2018,28
centro,femmine,italia,richiesto intervento del 113,2019,9
centro,femmine,italia,richiesto intervento del 113,2020,14
centro,femmine,italia,richiesto intervento del 113,2021,4
centro,femmine,italia,richiesto intervento del 113,2023,354
centro,femmine,italia,richiesto intervento del 113,2024,572
centro,non indicato,estero,trasferito servizio,2023,22
centro,non indicato,estero,trasferito servizio,2024,9
centro,non indicato,estero,non trasferito servizio,2023,28
centro,non indicato,estero,non trasferito servizio,2024,17
centro,non indicato,estero,chiamate valide,2023,50
centro,non indicato,estero,chiamate valide,2024,26
centro,non indicato,estero,richiesto intervento del 112,2023,6
centro,non indicato,estero,richiesto intervento del 112,2024,8
centro,non indicato,estero,richiesto intervento del 113,2023,7
centro,non indicato,estero,richiesto intervento del 113,2024,8
centro,non indicato,estero,non trasferito servizio,2024,1
centro,non indicato,estero,chiamate valide,2024,1
centro,non indicato,italia,trasferito servizio,2023,21
centro,non indicato,italia,trasferito servizio,2024,9
centro,non indicato,italia,non trasferito servizio,2023,28
centro,non indicato,italia,non trasferito servizio,2024,16
centro,non indicato,italia,chiamate valide,2023,49
centro,non indicato,italia,chiamate valide,2024,25
centro,non indicato,italia,richiesto intervento del 112,2023,5
centro,non indicato,italia,richiesto intervento del 112,2024,8
centro,non indicato,italia,richiesto intervento del 113,2023,6
centro,non indicato,italia,richiesto intervento del 113,2024,8
centro,non indicato,non indicato,trasferito servizio,2023,1
centro,non indicato,non indicato,chiamate valide,2023,1
centro,non indicato,non indicato,richiesto intervento del 112,2023,1
centro,non indicato,non indicato,richiesto intervento del 113,2023,1
toscana,maschi,estero,trasferito servizio,2015,54
toscana,maschi,estero,trasferito servizio,2016,61
toscana,maschi,estero,trasferito servizio,2017,57
toscana,maschi,estero,trasferito servizio,2018,45
toscana,maschi,estero,trasferito servizio,2019,41
toscana,maschi,estero,trasferito servizio,2020,69
toscana,maschi,estero,trasferito servizio,2021,50
toscana,maschi,estero,trasferito servizio,2022,47
toscana,maschi,estero,trasferito servizio,2023,72
toscana,maschi,estero,trasferito servizio,2024,141
toscana,maschi,estero,non trasferito servizio,2015,25
toscana,maschi,estero,non trasferito servizio,2016,29
toscana,maschi,estero,non trasferito servizio,2017,53
toscana,maschi,estero,non trasferito servizio,2018,67
toscana,maschi,estero,non trasferito servizio,2019,71
toscana,maschi,estero,non trasferito servizio,2020,124
toscana,maschi,estero,non trasferito servizio,2021,107
toscana,maschi,estero,non trasferito servizio,2022,107
toscana,maschi,estero,non trasferito servizio,2023,175
toscana,maschi,estero,non trasferito servizio,2024,176
toscana,maschi,estero,chiamate valide,2015,79
toscana,maschi,estero,chiamate valide,2016,90
toscana,maschi,estero,chiamate valide,2017,110
toscana,maschi,estero,chiamate valide,2018,112
toscana,maschi,estero,chiamate valide,2019,112
toscana,maschi,estero,chiamate valide,2020,193
toscana,maschi,estero,chiamate valide,2021,157
toscana,maschi,estero,chiamate valide,2022,154
toscana,maschi,estero,chiamate valide,2023,247
toscana,maschi,estero,chiamate valide,2024,317
toscana,maschi,estero,richiesto intervento del 118,2023,2
toscana,maschi,estero,richiesto intervento del 118,2024,2
toscana,maschi,estero,richiesto intervento del 112,2023,10
toscana,maschi,estero,richiesto intervento del 112,2024,45
toscana,maschi,estero,richiesto intervento del 113,2023,13
toscana,maschi,estero,richiesto intervento del 113,2024,53
toscana,maschi,estero,trasferito servizio,2015,2
toscana,maschi,estero,trasferito servizio,2017,2
toscana,maschi,estero,trasferito servizio,2019,3
toscana,maschi,estero,trasferito servizio,2020,2
toscana,maschi,estero,trasferito servizio,2021,2
toscana,maschi,estero,trasferito servizio,2023,2
toscana,maschi,estero,non trasferito servizio,2015,1
toscana,maschi,estero,non trasferito servizio,2017,3
toscana,maschi,estero,non trasferito servizio,2018,1
toscana,maschi,estero,non trasferito servizio,2020,1
toscana,maschi,estero,non trasferito servizio,2021,2
toscana,maschi,estero,non trasferito servizio,2022,5
toscana,maschi,estero,non trasferito servizio,2023,2
toscana,maschi,estero,non trasferito servizio,2024,6
toscana,maschi,estero,chiamate valide,2015,3
toscana,maschi,estero,chiamate valide,2017,5
toscana,maschi,estero,chiamate valide,2018,1
toscana,maschi,estero,chiamate valide,2019,3
toscana,maschi,estero,chiamate valide,2020,3
toscana,maschi,estero,chiamate valide,2021,4
toscana,maschi,estero,chiamate valide,2022,5
toscana,maschi,estero,chiamate valide,2023,4
toscana,maschi,estero,chiamate valide,2024,6
toscana,maschi,italia,trasferito servizio,2015,52
toscana,maschi,italia,trasferito servizio,2016,61
toscana,maschi,italia,trasferito servizio,2017,55
toscana,maschi,italia,trasferito servizio,2018,45
toscana,maschi,italia,trasferito servizio,2019,38
toscana,maschi,italia,trasferito servizio,2020,67
toscana,maschi,italia,trasferito servizio,2021,48
toscana,maschi,italia,trasferito servizio,2022,47
toscana,maschi,italia,trasferito servizio,2023,70
toscana,maschi,italia,trasferito servizio,2024,141
toscana,maschi,italia,non trasferito servizio,2015,24
toscana,maschi,italia,non trasferito servizio,2016,29
toscana,maschi,italia,non trasferito servizio,2017,50
toscana,maschi,italia,non trasferito servizio,2018,66
toscana,maschi,italia,non trasferito servizio,2019,71
toscana,maschi,italia,non trasferito servizio,2020,123
toscana,maschi,italia,non trasferito servizio,2021,105
toscana,maschi,italia,non trasferito servizio,2022,102
toscana,maschi,italia,non trasferito servizio,2023,173
toscana,maschi,italia,non trasferito servizio,2024,170
toscana,maschi,italia,chiamate valide,2015,76
toscana,maschi,italia,chiamate valide,2016,90
toscana,maschi,italia,chiamate valide,2017,105
toscana,maschi,italia,chiamate valide,2018,111
toscana,maschi,italia,chiamate valide,2019,109
toscana,maschi,italia,chiamate valide,2020,190
toscana,maschi,italia,chiamate valide,2021,153
toscana,maschi,italia,chiamate valide,2022,149
toscana,maschi,italia,chiamate valide,2023,243
toscana,maschi,italia,chiamate valide,2024,311
toscana,maschi,italia,richiesto intervento del 118,2023,2
toscana,maschi,italia,richiesto intervento del 118,2024,2
toscana,maschi,italia,richiesto intervento del 112,2023,10
toscana,maschi,italia,richiesto intervento del 112,2024,45
toscana,maschi,italia,richiesto intervento del 113,2023,13
toscana,maschi,italia,richiesto intervento del 113,2024,53
toscana,femmine,estero,trasferito servizio,2015,634
toscana,femmine,estero,trasferito servizio,2016,518
toscana,femmine,estero,trasferito servizio,2017,641
toscana,femmine,estero,trasferito servizio,2018,804
toscana,femmine,estero,trasferito servizio,2019,743
toscana,femmine,estero,trasferito servizio,2020,965
toscana,femmine,estero,trasferito servizio,2021,923
toscana,femmine,estero,trasferito servizio,2022,753
toscana,femmine,estero,trasferito servizio,2023,994
toscana,femmine,estero,trasferito servizio,2024,1632
toscana,femmine,estero,non trasferito servizio,2015,170
toscana,femmine,estero,non trasferito servizio,2016,112
toscana,femmine,estero,non trasferito servizio,2017,199
toscana,femmine,estero,non trasferito servizio,2018,358
toscana,femmine,estero,non trasferito servizio,2019,467
toscana,femmine,estero,non trasferito servizio,2020,418
toscana,femmine,estero,non trasferito servizio,2021,507
toscana,femmine,estero,non trasferito servizio,2022,550
toscana,femmine,estero,non trasferito servizio,2023,701
toscana,femmine,estero,non trasferito servizio,2024,752
toscana,femmine,estero,chiamate valide,2015,804
toscana,femmine,estero,chiamate valide,2016,630
toscana,femmine,estero,chiamate valide,2017,840
toscana,femmine,estero,chiamate valide,2018,1162
toscana,femmine,estero,chiamate valide,2019,1210
toscana,femmine,estero,chiamate valide,2020,1383
toscana,femmine,estero,chiamate valide,2021,1430
toscana,femmine,estero,chiamate valide,2022,1303
toscana,femmine,estero,chiamate valide,2023,1695
toscana,femmine,estero,chiamate valide,2024,2384
toscana,femmine,estero,richiesto intervento del 118,2018,1
toscana,femmine,estero,richiesto intervento del 118,2019,3
toscana,femmine,estero,richiesto intervento del 118,2023,4
toscana,femmine,estero,richiesto intervento del 118,2024,5
toscana,femmine,estero,richiesto intervento del 112,2015,3
toscana,femmine,estero,richiesto intervento del 112,2016,2
toscana,femmine,estero,richiesto intervento del 112,2017,7
toscana,femmine,estero,richiesto intervento del 112,2018,8
toscana,femmine,estero,richiesto intervento del 112,2019,2
toscana,femmine,estero,richiesto intervento del 112,2020,5
toscana,femmine,estero,richiesto intervento del 112,2021,2
toscana,femmine,estero,richiesto intervento del 112,2022,1
toscana,femmine,estero,richiesto intervento del 112,2023,85
toscana,femmine,estero,richiesto intervento del 112,2024,145
toscana,femmine,estero,richiesto intervento del 113,2015,3
toscana,femmine,estero,richiesto intervento del 113,2016,3
toscana,femmine,estero,richiesto intervento del 113,2017,8
toscana,femmine,estero,richiesto intervento del 113,2018,8
toscana,femmine,estero,richiesto intervento del 113,2019,2
toscana,femmine,estero,richiesto intervento del 113,2020,3
toscana,femmine,estero,richiesto intervento del 113,2021,1
toscana,femmine,estero,richiesto intervento del 113,2023,94
toscana,femmine,estero,richiesto intervento del 113,2024,166
toscana,femmine,estero,trasferito servizio,2015,51
toscana,femmine,estero,trasferito servizio,2016,54
toscana,femmine,estero,trasferito servizio,2017,85
toscana,femmine,estero,trasferito servizio,2018,80
toscana,femmine,estero,trasferito servizio,2019,99
toscana,femmine,estero,trasferito servizio,2020,109
toscana,femmine,estero,trasferito servizio,2021,105
toscana,femmine,estero,trasferito servizio,2022,94
toscana,femmine,estero,trasferito servizio,2023,102
toscana,femmine,estero,trasferito servizio,2024,168
toscana,femmine,estero,non trasferito servizio,2015,3
toscana,femmine,estero,non trasferito servizio,2016,4
toscana,femmine,estero,non trasferito servizio,2017,20
toscana,femmine,estero,non trasferito servizio,2018,16
toscana,femmine,estero,non trasferito servizio,2019,35
toscana,femmine,estero,non trasferito servizio,2020,29
toscana,femmine,estero,non trasferito servizio,2021,40
toscana,femmine,estero,non trasferito servizio,2022,42
toscana,femmine,estero,non trasferito servizio,2023,28
toscana,femmine,estero,non trasferito servizio,2024,39
toscana,femmine,estero,chiamate valide,2015,54
toscana,femmine,estero,chiamate valide,2016,58
toscana,femmine,estero,chiamate valide,2017,105
toscana,femmine,estero,chiamate valide,2018,96
toscana,femmine,estero,chiamate valide,2019,134
toscana,femmine,estero,chiamate valide,2020,138
toscana,femmine,estero,chiamate valide,2021,145
toscana,femmine,estero,chiamate valide,2022,136
toscana,femmine,estero,chiamate valide,2023,130
toscana,femmine,estero,chiamate valide,2024,207
toscana,femmine,estero,richiesto intervento del 112,2016,1
toscana,femmine,estero,richiesto intervento del 112,2017,1
toscana,femmine,estero,richiesto intervento del 112,2020,1
toscana,femmine,estero,richiesto intervento del 112,2023,8
toscana,femmine,estero,richiesto intervento del 112,2024,17
toscana,femmine,estero,richiesto intervento del 113,2016,1
toscana,femmine,estero,richiesto intervento del 113,2017,1
toscana,femmine,estero,richiesto intervento del 113,2023,8
toscana,femmine,estero,richiesto intervento del 113,2024,17
toscana,femmine,italia,trasferito servizio,2015,583
toscana,femmine,italia,trasferito servizio,2016,464
toscana,femmine,italia,trasferito servizio,2017,556
toscana,femmine,italia,trasferito servizio,2018,724
toscana,femmine,italia,trasferito servizio,2019,644
toscana,femmine,italia,trasferito servizio,2020,856
toscana,femmine,italia,trasferito servizio,2021,818
toscana,femmine,italia,trasferito servizio,2022,659
toscana,femmine,italia,trasferito servizio,2023,892
toscana,femmine,italia,trasferito servizio,2024,1464
toscana,femmine,italia,non trasferito servizio,2015,167
toscana,femmine,italia,non trasferito servizio,2016,108
toscana,femmine,italia,non trasferito servizio,2017,179
toscana,femmine,italia,non trasferito servizio,2018,342
toscana,femmine,italia,non trasferito servizio,2019,432
toscana,femmine,italia,non trasferito servizio,2020,389
toscana,femmine,italia,non trasferito servizio,2021,467
toscana,femmine,italia,non trasferito servizio,2022,508
toscana,femmine,italia,non trasferito servizio,2023,673
toscana,femmine,italia,non trasferito servizio,2024,713
toscana,femmine,italia,chiamate valide,2015,750
toscana,femmine,italia,chiamate valide,2016,572
toscana,femmine,italia,chiamate valide,2017,735
toscana,femmine,italia,chiamate valide,2018,1066
toscana,femmine,italia,chiamate valide,2019,1076
toscana,femmine,italia,chiamate valide,2020,1245
toscana,femmine,italia,chiamate valide,2021,1285
toscana,femmine,italia,chiamate valide,2022,1167
toscana,femmine,italia,chiamate valide,2023,1565
toscana,femmine,italia,chiamate valide,2024,2177
toscana,femmine,italia,richiesto intervento del 118,2018,1
toscana,femmine,italia,richiesto intervento del 118,2019,3
toscana,femmine,italia,richiesto intervento del 118,2023,4
toscana,femmine,italia,richiesto intervento del 118,2024,5
toscana,femmine,italia,richiesto intervento del 112,2015,3
toscana,femmine,italia,richiesto intervento del 112,2016,1
toscana,femmine,italia,richiesto intervento del 112,2017,6
toscana,femmine,italia,richiesto intervento del 112,2018,8
toscana,femmine,italia,richiesto intervento del 112,2019,2
toscana,femmine,italia,richiesto intervento del 112,2020,4
toscana,femmine,italia,richiesto intervento del 112,2021,2
toscana,femmine,italia,richiesto intervento del 112,2022,1
toscana,femmine,italia,richiesto intervento del 112,2023,77
toscana,femmine,italia,richiesto intervento del 112,2024,128
toscana,femmine,italia,richiesto intervento del 113,2015,3
toscana,femmine,italia,richiesto intervento del 113,2016,2
toscana,femmine,italia,richiesto intervento del 113,2017,7
toscana,femmine,italia,richiesto intervento del 113,2018,8
toscana,femmine,italia,richiesto intervento del 113,2019,2
toscana,femmine,italia,richiesto intervento del 113,2020,3
toscana,femmine,italia,richiesto intervento del 113,2021,1
toscana,femmine,italia,richiesto intervento del 113,2023,86
toscana,femmine,italia,richiesto intervento del 113,2024,149
toscana,non indicato,estero,trasferito servizio,2023,7
toscana,non indicato,estero,trasferito servizio,2024,1
toscana,non indicato,estero,non trasferito servizio,2023,4
toscana,non indicato,estero,non trasferito servizio,2024,6
toscana,non indicato,estero,chiamate valide,2023,11
toscana,non indicato,estero,chiamate valide,2024,7
toscana,non indicato,estero,richiesto intervento del 112,2023,3
toscana,non indicato,estero,richiesto intervento del 112,2024,1
toscana,non indicato,estero,richiesto intervento del 113,2023,3
toscana,non indicato,estero,richiesto intervento del 113,2024,1
toscana,non indicato,italia,trasferito servizio,2023,7
toscana,non indicato,italia,trasferito servizio,2024,1
toscana,non indicato,italia,non trasferito servizio,2023,4
toscana,non indicato,italia,non trasferito servizio,2024,6
toscana,non indicato,italia,chiamate valide,2023,11
toscana,non indicato,italia,chiamate valide,2024,7
toscana,non indicato,italia,richiesto intervento del 112,2023,3
toscana,non indicato,italia,richiesto intervento del 112,2024,1
toscana,non indicato,italia,richiesto intervento del 113,2023,3
toscana,non indicato,italia,richiesto intervento del 113,2024,1
umbria,maschi,estero,trasferito servizio,2015,14
umbria,maschi,estero,trasferito servizio,2016,11
umbria,maschi,estero,trasferito servizio,2017,12
umbria,maschi,estero,trasferito servizio,2018,3
umbria,maschi,estero,trasferito servizio,2019,8
umbria,maschi,estero,trasferito servizio,2020,7
umbria,maschi,estero,trasferito servizio,2021,6
umbria,maschi,estero,trasferito servizio,2022,5
umbria,maschi,estero,trasferito servizio,2023,13
umbria,maschi,estero,trasferito servizio,2024,26
umbria,maschi,estero,non trasferito servizio,2015,6
umbria,maschi,estero,non trasferito servizio,2016,9
umbria,maschi,estero,non trasferito servizio,2017,9
umbria,maschi,estero,non trasferito servizio,2018,18
umbria,maschi,estero,non trasferito servizio,2019,11
umbria,maschi,estero,non trasferito servizio,2020,14
umbria,maschi,estero,non trasferito servizio,2021,15
umbria,maschi,estero,non trasferito servizio,2022,19
umbria,maschi,estero,non trasferito servizio,2023,28
umbria,maschi,estero,non trasferito servizio,2024,36
umbria,maschi,estero,chiamate valide,2015,20
umbria,maschi,estero,chiamate valide,2016,20
umbria,maschi,estero,chiamate valide,2017,21
umbria,maschi,estero,chiamate valide,2018,21
umbria,maschi,estero,chiamate valide,2019,19
umbria,maschi,estero,chiamate valide,2020,21
umbria,maschi,estero,chiamate valide,2021,21
umbria,maschi,estero,chiamate valide,2022,24
umbria,maschi,estero,chiamate valide,2023,41
umbria,maschi,estero,chiamate valide,2024,62
umbria,maschi,estero,richiesto intervento del 118,2024,1
umbria,maschi,estero,richiesto intervento del 112,2023,4
umbria,maschi,estero,richiesto intervento del 112,2024,5
umbria,maschi,estero,richiesto intervento del 113,2023,4
umbria,maschi,estero,richiesto intervento del 113,2024,5
umbria,maschi,estero,trasferito servizio,2015,1
umbria,maschi,estero,trasferito servizio,2016,1
umbria,maschi,estero,trasferito servizio,2017,1
umbria,maschi,estero,trasferito servizio,2019,1
umbria,maschi,estero,trasferito servizio,2022,1
umbria,maschi,estero,trasferito servizio,2024,4
umbria,maschi,estero,non trasferito servizio,2016,1
umbria,maschi,estero,non trasferito servizio,2019,1
umbria,maschi,estero,non trasferito servizio,2020,2
umbria,maschi,estero,non trasferito servizio,2021,1
umbria,maschi,estero,non trasferito servizio,2024,1
umbria,maschi,estero,chiamate valide,2015,1
umbria,maschi,estero,chiamate valide,2016,2
umbria,maschi,estero,chiamate valide,2017,1
umbria,maschi,estero,chiamate valide,2019,2
umbria,maschi,estero,chiamate valide,2020,2
umbria,maschi,estero,chiamate valide,2021,1
umbria,maschi,estero,chiamate valide,2022,1
umbria,maschi,estero,chiamate valide,2024,5
umbria,maschi,estero,richiesto intervento del 112,2024,1
umbria,maschi,estero,richiesto intervento del 113,2024,1
umbria,maschi,italia,trasferito servizio,2015,13
umbria,maschi,italia,trasferito servizio,2016,10
umbria,maschi,italia,trasferito servizio,2017,11
umbria,maschi,italia,trasferito servizio,2018,3
umbria,maschi,italia,trasferito servizio,2019,7
umbria,maschi,italia,trasferito servizio,2020,7
umbria,maschi,italia,trasferito servizio,2021,6
umbria,maschi,italia,trasferito servizio,2022,4
umbria,maschi,italia,trasferito servizio,2023,13
umbria,maschi,italia,trasferito servizio,2024,22
umbria,maschi,italia,non trasferito servizio,2015,6
umbria,maschi,italia,non trasferito servizio,2016,8
umbria,maschi,italia,non trasferito servizio,2017,9
umbria,maschi,italia,non trasferito servizio,2018,18
umbria,maschi,italia,non trasferito servizio,2019,10
umbria,maschi,italia,non trasferito servizio,2020,12
umbria,maschi,italia,non trasferito servizio,2021,14
umbria,maschi,italia,non trasferito servizio,2022,19
