territorio,sesso,nazionalità_utente,modalità_intervento,periodo,numero_vittime
nord ovest,maschi,italia,richiesto intervento del 112,2024,131
nord ovest,maschi,italia,richiesto intervento del 113,2015,1
nord ovest,maschi,italia,richiesto intervento del 113,2017,4
nord ovest,maschi,italia,richiesto intervento del 113,2019,1
nord ovest,maschi,italia,richiesto intervento del 113,2023,80
nord ovest,maschi,italia,richiesto intervento del 113,2024,153
nord ovest,femmine,estero,trasferito servizio,2015,3663
nord ovest,femmine,estero,trasferito servizio,2016,3529
nord ovest,femmine,estero,trasferito servizio,2017,3012
nord ovest,femmine,estero,trasferito servizio,2018,3362
nord ovest,femmine,estero,trasferito servizio,2019,3008
nord ovest,femmine,estero,trasferito servizio,2020,4238
nord ovest,femmine,estero,trasferito servizio,2021,4000
nord ovest,femmine,estero,trasferito servizio,2022,3401
nord ovest,femmine,estero,trasferito servizio,2023,4727
nord ovest,femmine,estero,trasferito servizio,2024,7202
nord ovest,femmine,estero,non trasferito servizio,2015,703
nord ovest,femmine,estero,non trasferito servizio,2016,678
nord ovest,femmine,estero,non trasferito servizio,2017,757
nord ovest,femmine,estero,non trasferito servizio,2018,1436
nord ovest,femmine,estero,non trasferito servizio,2019,1519
nord ovest,femmine,estero,non trasferito servizio,2020,1741
nord ovest,femmine,estero,non trasferito servizio,2021,1818
nord ovest,femmine,estero,non trasferito servizio,2022,2066
nord ovest,femmine,estero,non trasferito servizio,2023,2965
nord ovest,femmine,estero,non trasferito servizio,2024,3273
nord ovest,femmine,estero,chiamate valide,2015,4366
nord ovest,femmine,estero,chiamate valide,2016,4207
nord ovest,femmine,estero,chiamate valide,2017,3769
nord ovest,femmine,estero,chiamate valide,2018,4798
nord ovest,femmine,estero,chiamate valide,2019,4527
nord ovest,femmine,estero,chiamate valide,2020,5979
nord ovest,femmine,estero,chiamate valide,2021,5818
nord ovest,femmine,estero,chiamate valide,2022,5467
nord ovest,femmine,estero,chiamate valide,2023,7692
nord ovest,femmine,estero,chiamate valide,2024,10475
nord ovest,femmine,estero,richiesto intervento del 118,2015,8
nord ovest,femmine,estero,richiesto intervento del 118,2017,7
nord ovest,femmine,estero,richiesto intervento del 118,2018,3
nord ovest,femmine,estero,richiesto intervento del 118,2019,4
nord ovest,femmine,estero,richiesto intervento del 118,2020,3
nord ovest,femmine,estero,richiesto intervento del 118,2021,1
nord ovest,femmine,estero,richiesto intervento del 118,2023,20
nord ovest,femmine,estero,richiesto intervento del 118,2024,29
nord ovest,femmine,estero,richiesto intervento del 112,2015,35
nord ovest,femmine,estero,richiesto intervento del 112,2016,10
nord ovest,femmine,estero,richiesto intervento del 112,2017,30
nord ovest,femmine,estero,richiesto intervento del 112,2018,32
nord ovest,femmine,estero,richiesto intervento del 112,2019,25
nord ovest,femmine,estero,richiesto intervento del 112,2020,28
nord ovest,femmine,estero,richiesto intervento del 112,2021,10
nord ovest,femmine,estero,richiesto intervento del 112,2022,3
nord ovest,femmine,estero,richiesto intervento del 112,2023,310
nord ovest,femmine,estero,richiesto intervento del 112,2024,609
nord ovest,femmine,estero,richiesto intervento del 113,2015,32
nord ovest,femmine,estero,richiesto intervento del 113,2016,10
nord ovest,femmine,estero,richiesto intervento del 113,2017,28
nord ovest,femmine,estero,richiesto intervento del 113,2018,27
nord ovest,femmine,estero,richiesto intervento del 113,2019,18
nord ovest,femmine,estero,richiesto intervento del 113,2020,13
nord ovest,femmine,estero,richiesto intervento del 113,2021,5
nord ovest,femmine,estero,richiesto intervento del 113,2023,356
nord ovest,femmine,estero,richiesto intervento del 113,2024,702
nord ovest,femmine,estero,trasferito servizio,2015,403
nord ovest,femmine,estero,trasferito servizio,2016,437
nord ovest,femmine,estero,trasferito servizio,2017,458
nord ovest,femmine,estero,trasferito servizio,2018,422
nord ovest,femmine,estero,trasferito servizio,2019,465
nord ovest,femmine,estero,trasferito servizio,2020,532
nord ovest,femmine,estero,trasferito servizio,2021,436
nord ovest,femmine,estero,trasferito servizio,2022,470
nord ovest,femmine,estero,trasferito servizio,2023,573
nord ovest,femmine,estero,trasferito servizio,2024,760
nord ovest,femmine,estero,non trasferito servizio,2015,57
nord ovest,femmine,estero,non trasferito servizio,2016,37
nord ovest,femmine,estero,non trasferito servizio,2017,50
nord ovest,femmine,estero,non trasferito servizio,2018,87
nord ovest,femmine,estero,non trasferito servizio,2019,88
nord ovest,femmine,estero,non trasferito servizio,2020,112
nord ovest,femmine,estero,non trasferito servizio,2021,116
nord ovest,femmine,estero,non trasferito servizio,2022,143
nord ovest,femmine,estero,non trasferito servizio,2023,165
nord ovest,femmine,estero,non trasferito servizio,2024,165
nord ovest,femmine,estero,chiamate valide,2015,460
nord ovest,femmine,estero,chiamate valide,2016,474
nord ovest,femmine,estero,chiamate valide,2017,508
nord ovest,femmine,estero,chiamate valide,2018,509
nord ovest,femmine,estero,chiamate valide,2019,553
nord ovest,femmine,estero,chiamate valide,2020,644
nord ovest,femmine,estero,chiamate valide,2021,552
nord ovest,femmine,estero,chiamate valide,2022,613
nord ovest,femmine,estero,chiamate valide,2023,738
nord ovest,femmine,estero,chiamate valide,2024,925
nord ovest,femmine,estero,richiesto intervento del 118,2019,1
nord ovest,femmine,estero,richiesto intervento del 118,2024,1
nord ovest,femmine,estero,richiesto intervento del 112,2015,11
nord ovest,femmine,estero,richiesto intervento del 112,2016,2
nord ovest,femmine,estero,richiesto intervento del 112,2017,6
nord ovest,femmine,estero,richiesto intervento del 112,2018,8
nord ovest,femmine,estero,richiesto intervento del 112,2019,4
nord ovest,femmine,estero,richiesto intervento del 112,2020,5
nord ovest,femmine,estero,richiesto intervento del 112,2021,2
nord ovest,femmine,estero,richiesto intervento del 112,2022,1
nord ovest,femmine,estero,richiesto intervento del 112,2023,30
nord ovest,femmine,estero,richiesto intervento del 112,2024,58
nord ovest,femmine,estero,richiesto intervento del 113,2015,9
nord ovest,femmine,estero,richiesto intervento del 113,2016,1
nord ovest,femmine,estero,richiesto intervento del 113,2017,6
nord ovest,femmine,estero,richiesto intervento del 113,2018,7
nord ovest,femmine,estero,richiesto intervento del 113,2019,2
nord ovest,femmine,estero,richiesto intervento del 113,2021,1
nord ovest,femmine,estero,richiesto intervento del 113,2023,35
nord ovest,femmine,estero,richiesto intervento del 113,2024,64
nord ovest,femmine,italia,trasferito servizio,2015,3260
nord ovest,femmine,italia,trasferito servizio,2016,3092
nord ovest,femmine,italia,trasferito servizio,2017,2554
nord ovest,femmine,italia,trasferito servizio,2018,2940
nord ovest,femmine,italia,trasferito servizio,2019,2543
nord ovest,femmine,italia,trasferito servizio,2020,3706
nord ovest,femmine,italia,trasferito servizio,2021,3564
nord ovest,femmine,italia,trasferito servizio,2022,2931
nord ovest,femmine,italia,trasferito servizio,2023,4154
nord ovest,femmine,italia,trasferito servizio,2024,6442
nord ovest,femmine,italia,non trasferito servizio,2015,646
nord ovest,femmine,italia,non trasferito servizio,2016,641
nord ovest,femmine,italia,non trasferito servizio,2017,707
nord ovest,femmine,italia,non trasferito servizio,2018,1349
nord ovest,femmine,italia,non trasferito servizio,2019,1431
nord ovest,femmine,italia,non trasferito servizio,2020,1629
nord ovest,femmine,italia,non trasferito servizio,2021,1702
nord ovest,femmine,italia,non trasferito servizio,2022,1923
nord ovest,femmine,italia,non trasferito servizio,2023,2800
nord ovest,femmine,italia,non trasferito servizio,2024,3108
nord ovest,femmine,italia,chiamate valide,2015,3906
nord ovest,femmine,italia,chiamate valide,2016,3733
nord ovest,femmine,italia,chiamate valide,2017,3261
nord ovest,femmine,italia,chiamate valide,2018,4289
nord ovest,femmine,italia,chiamate valide,2019,3974
nord ovest,femmine,italia,chiamate valide,2020,5335
nord ovest,femmine,italia,chiamate valide,2021,5266
nord ovest,femmine,italia,chiamate valide,2022,4854
nord ovest,femmine,italia,chiamate valide,2023,6954
nord ovest,femmine,italia,chiamate valide,2024,9550
nord ovest,femmine,italia,richiesto intervento del 118,2015,8
nord ovest,femmine,italia,richiesto intervento del 118,2017,7
nord ovest,femmine,italia,richiesto intervento del 118,2018,3
nord ovest,femmine,italia,richiesto intervento del 118,2019,3
nord ovest,femmine,italia,richiesto intervento del 118,2020,3
nord ovest,femmine,italia,richiesto intervento del 118,2021,1
nord ovest,femmine,italia,richiesto intervento del 118,2023,20
nord ovest,femmine,italia,richiesto intervento del 118,2024,28
nord ovest,femmine,italia,richiesto intervento del 112,2015,24
nord ovest,femmine,italia,richiesto intervento del 112,2016,8
nord ovest,femmine,italia,richiesto intervento del 112,2017,24
nord ovest,femmine,italia,richiesto intervento del 112,2018,24
nord ovest,femmine,italia,richiesto intervento del 112,2019,21
nord ovest,femmine,italia,richiesto intervento del 112,2020,23
nord ovest,femmine,italia,richiesto intervento del 112,2021,8
nord ovest,femmine,italia,richiesto intervento del 112,2022,2
nord ovest,femmine,italia,richiesto intervento del 112,2023,280
nord ovest,femmine,italia,richiesto intervento del 112,2024,551
nord ovest,femmine,italia,richiesto intervento del 113,2015,23
nord ovest,femmine,italia,richiesto intervento del 113,2016,9
nord ovest,femmine,italia,richiesto intervento del 113,2017,22
nord ovest,femmine,italia,richiesto intervento del 113,2018,20
nord ovest,femmine,italia,richiesto intervento del 113,2019,16
nord ovest,femmine,italia,richiesto intervento del 113,2020,13
nord ovest,femmine,italia,richiesto intervento del 113,2021,4
nord ovest,femmine,italia,richiesto intervento del 113,2023,321
nord ovest,femmine,italia,richiesto intervento del 113,2024,638
nord ovest,non indicato,estero,trasferito servizio,2023,10
nord ovest,non indicato,estero,trasferito servizio,2024,16
nord ovest,non indicato,estero,non trasferito servizio,2023,32
nord ovest,non indicato,estero,non trasferito servizio,2024,26
nord ovest,non indicato,estero,chiamate valide,2023,42
nord ovest,non indicato,estero,chiamate valide,2024,42
nord ovest,non indicato,estero,richiesto intervento del 112,2023,2
nord ovest,non indicato,estero,richiesto intervento del 112,2024,7
nord ovest,non indicato,estero,richiesto intervento del 113,2023,2
nord ovest,non indicato,estero,richiesto intervento del 113,2024,8
nord ovest,non indicato,estero,trasferito servizio,2024,3
nord ovest,non indicato,estero,non trasferito servizio,2024,2
nord ovest,non indicato,estero,chiamate valide,2024,5
nord ovest,non indicato,estero,richiesto intervento del 112,2024,2
nord ovest,non indicato,estero,richiesto intervento del 113,2024,3
nord ovest,non indicato,italia,trasferito servizio,2023,10
nord ovest,non indicato,italia,trasferito servizio,2024,13
nord ovest,non indicato,italia,non trasferito servizio,2023,31
nord ovest,non indicato,italia,non trasferito servizio,2024,24
nord ovest,non indicato,italia,chiamate valide,2023,41
nord ovest,non indicato,italia,chiamate valide,2024,37
nord ovest,non indicato,italia,richiesto intervento del 112,2023,2
nord ovest,non indicato,italia,richiesto intervento del 112,2024,5
nord ovest,non indicato,italia,richiesto intervento del 113,2023,2
nord ovest,non indicato,italia,richiesto intervento del 113,2024,5
nord ovest,non indicato,non indicato,non trasferito servizio,2023,1
nord ovest,non indicato,non indicato,chiamate valide,2023,1
piemonte,maschi,estero,trasferito servizio,2015,107
piemonte,maschi,estero,trasferito servizio,2016,100
piemonte,maschi,estero,trasferito servizio,2017,110
piemonte,maschi,estero,trasferito servizio,2018,48
piemonte,maschi,estero,trasferito servizio,2019,61
piemonte,maschi,estero,trasferito servizio,2020,70
piemonte,maschi,estero,trasferito servizio,2021,57
piemonte,maschi,estero,trasferito servizio,2022,35
piemonte,maschi,estero,trasferito servizio,2023,92
piemonte,maschi,estero,trasferito servizio,2024,133
piemonte,maschi,estero,non trasferito servizio,2015,42
piemonte,maschi,estero,non trasferito servizio,2016,44
piemonte,maschi,estero,non trasferito servizio,2017,66
piemonte,maschi,estero,non trasferito servizio,2018,88
piemonte,maschi,estero,non trasferito servizio,2019,89
piemonte,maschi,estero,non trasferito servizio,2020,101
piemonte,maschi,estero,non trasferito servizio,2021,108
piemonte,maschi,estero,non trasferito servizio,2022,128
piemonte,maschi,estero,non trasferito servizio,2023,147
piemonte,maschi,estero,non trasferito servizio,2024,166
piemonte,maschi,estero,chiamate valide,2015,149
piemonte,maschi,estero,chiamate valide,2016,144
piemonte,maschi,estero,chiamate valide,2017,176
piemonte,maschi,estero,chiamate valide,2018,136
piemonte,maschi,estero,chiamate valide,2019,150
piemonte,maschi,estero,chiamate valide,2020,171
piemonte,maschi,estero,chiamate valide,2021,165
piemonte,maschi,estero,chiamate valide,2022,163
piemonte,maschi,estero,chiamate valide,2023,239
piemonte,maschi,estero,chiamate valide,2024,299
piemonte,maschi,estero,richiesto intervento del 112,2017,3
piemonte,maschi,estero,richiesto intervento del 112,2018,1
piemonte,maschi,estero,richiesto intervento del 112,2020,1
piemonte,maschi,estero,richiesto intervento del 112,2023,17
piemonte,maschi,estero,richiesto intervento del 112,2024,39
piemonte,maschi,estero,richiesto intervento del 113,2017,3
piemonte,maschi,estero,richiesto intervento del 113,2018,1
piemonte,maschi,estero,richiesto intervento del 113,2020,1
piemonte,maschi,estero,richiesto intervento del 113,2023,18
piemonte,maschi,estero,richiesto intervento del 113,2024,42
piemonte,maschi,estero,trasferito servizio,2015,4
piemonte,maschi,estero,trasferito servizio,2016,5
piemonte,maschi,estero,trasferito servizio,2017,3
piemonte,maschi,estero,trasferito servizio,2018,4
piemonte,maschi,estero,trasferito servizio,2019,2
piemonte,maschi,estero,trasferito servizio,2020,9
piemonte,maschi,estero,trasferito servizio,2021,5
piemonte,maschi,estero,trasferito servizio,2022,3
piemonte,maschi,estero,trasferito servizio,2023,3
piemonte,maschi,estero,trasferito servizio,2024,6
piemonte,maschi,estero,non trasferito servizio,2015,1
piemonte,maschi,estero,non trasferito servizio,2016,5
piemonte,maschi,estero,non trasferito servizio,2017,2
piemonte,maschi,estero,non trasferito servizio,2018,6
piemonte,maschi,estero,non trasferito servizio,2019,1
piemonte,maschi,estero,non trasferito servizio,2020,4
piemonte,maschi,estero,non trasferito servizio,2021,6
piemonte,maschi,estero,non trasferito servizio,2022,2
piemonte,maschi,estero,non trasferito servizio,2023,5
