territorio,sesso,età,periodo,numero_vittime
veneto,femmine,65 anni e più,2018,65
veneto,femmine,65 anni e più,2019,47
veneto,femmine,65 anni e più,2020,78
veneto,femmine,65 anni e più,2021,96
veneto,femmine,65 anni e più,2022,82
veneto,femmine,65 anni e più,2023,103
veneto,femmine,65 anni e più,2024,107
veneto,femmine,non disponibile,2015,19
veneto,femmine,non disponibile,2016,21
veneto,femmine,non disponibile,2017,32
veneto,femmine,non disponibile,2018,37
veneto,femmine,non disponibile,2019,43
veneto,femmine,non disponibile,2020,207
veneto,femmine,non disponibile,2021,248
veneto,femmine,non disponibile,2022,62
veneto,femmine,non disponibile,2023,45
veneto,femmine,non disponibile,2024,476
veneto,non indicato,non indicato,2023,1
veneto,non indicato,18-24 anni,2024,1
veneto,non indicato,25-34 anni,2023,1
veneto,non indicato,45-54 anni,2023,2
veneto,non indicato,45-54 anni,2024,2
veneto,non indicato,non disponibile,2023,10
veneto,non indicato,non disponibile,2024,20
friuli venezia giulia,maschi,fino a 17 anni,2022,1
friuli venezia giulia,maschi,18-24 anni,2017,2
friuli venezia giulia,maschi,18-24 anni,2019,1
friuli venezia giulia,maschi,18-24 anni,2020,2
friuli venezia giulia,maschi,25-34 anni,2015,1
friuli venezia giulia,maschi,25-34 anni,2018,1
friuli venezia giulia,maschi,25-34 anni,2019,1
friuli venezia giulia,maschi,25-34 anni,2021,1
friuli venezia giulia,maschi,25-34 anni,2023,1
friuli venezia giulia,maschi,35-44 anni,2019,1
friuli venezia giulia,maschi,35-44 anni,2020,1
friuli venezia giulia,maschi,35-44 anni,2022,1
friuli venezia giulia,maschi,35-44 anni,2023,2
friuli venezia giulia,maschi,35-44 anni,2024,1
friuli venezia giulia,maschi,45-54 anni,2015,2
friuli venezia giulia,maschi,45-54 anni,2016,1
friuli venezia giulia,maschi,45-54 anni,2019,1
friuli venezia giulia,maschi,45-54 anni,2023,1
friuli venezia giulia,maschi,55-64 anni,2015,2
friuli venezia giulia,maschi,55-64 anni,2018,1
friuli venezia giulia,maschi,55-64 anni,2020,1
friuli venezia giulia,maschi,65 anni e più,2018,2
friuli venezia giulia,maschi,65 anni e più,2019,1
friuli venezia giulia,maschi,65 anni e più,2020,2
friuli venezia giulia,maschi,non disponibile,2015,1
friuli venezia giulia,maschi,non disponibile,2020,4
friuli venezia giulia,maschi,non disponibile,2021,3
friuli venezia giulia,maschi,non disponibile,2024,1
friuli venezia giulia,femmine,non indicato,2016,1
friuli venezia giulia,femmine,non indicato,2017,4
friuli venezia giulia,femmine,non indicato,2020,2
friuli venezia giulia,femmine,non indicato,2021,6
friuli venezia giulia,femmine,non indicato,2022,6
friuli venezia giulia,femmine,non indicato,2023,12
friuli venezia giulia,femmine,non indicato,2024,14
friuli venezia giulia,femmine,fino a 17 anni,2017,1
friuli venezia giulia,femmine,fino a 17 anni,2018,1
friuli venezia giulia,femmine,fino a 17 anni,2019,1
friuli venezia giulia,femmine,fino a 17 anni,2020,1
friuli venezia giulia,femmine,fino a 17 anni,2021,2
friuli venezia giulia,femmine,fino a 17 anni,2022,4
friuli venezia giulia,femmine,fino a 17 anni,2023,2
friuli venezia giulia,femmine,fino a 17 anni,2024,5
friuli venezia giulia,femmine,18-24 anni,2015,9
friuli venezia giulia,femmine,18-24 anni,2016,7
friuli venezia giulia,femmine,18-24 anni,2017,3
friuli venezia giulia,femmine,18-24 anni,2018,7
friuli venezia giulia,femmine,18-24 anni,2019,10
friuli venezia giulia,femmine,18-24 anni,2020,10
friuli venezia giulia,femmine,18-24 anni,2021,10
friuli venezia giulia,femmine,18-24 anni,2022,14
friuli venezia giulia,femmine,18-24 anni,2023,19
friuli venezia giulia,femmine,18-24 anni,2024,14
friuli venezia giulia,femmine,25-34 anni,2015,8
friuli venezia giulia,femmine,25-34 anni,2016,16
friuli venezia giulia,femmine,25-34 anni,2017,11
friuli venezia giulia,femmine,25-34 anni,2018,14
friuli venezia giulia,femmine,25-34 anni,2019,21
friuli venezia giulia,femmine,25-34 anni,2020,20
friuli venezia giulia,femmine,25-34 anni,2021,23
friuli venezia giulia,femmine,25-34 anni,2022,19
friuli venezia giulia,femmine,25-34 anni,2023,30
friuli venezia giulia,femmine,25-34 anni,2024,38
friuli venezia giulia,femmine,35-44 anni,2015,25
friuli venezia giulia,femmine,35-44 anni,2016,29
friuli venezia giulia,femmine,35-44 anni,2017,39
friuli venezia giulia,femmine,35-44 anni,2018,32
friuli venezia giulia,femmine,35-44 anni,2019,10
friuli venezia giulia,femmine,35-44 anni,2020,37
friuli venezia giulia,femmine,35-44 anni,2021,22
friuli venezia giulia,femmine,35-44 anni,2022,25
friuli venezia giulia,femmine,35-44 anni,2023,32
friuli venezia giulia,femmine,35-44 anni,2024,38
friuli venezia giulia,femmine,45-54 anni,2015,25
friuli venezia giulia,femmine,45-54 anni,2016,33
friuli venezia giulia,femmine,45-54 anni,2017,19
friuli venezia giulia,femmine,45-54 anni,2018,31
friuli venezia giulia,femmine,45-54 anni,2019,32
friuli venezia giulia,femmine,45-54 anni,2020,21
friuli venezia giulia,femmine,45-54 anni,2021,24
friuli venezia giulia,femmine,45-54 anni,2022,26
friuli venezia giulia,femmine,45-54 anni,2023,20
friuli venezia giulia,femmine,45-54 anni,2024,30
friuli venezia giulia,femmine,55-64 anni,2015,15
friuli venezia giulia,femmine,55-64 anni,2016,12
friuli venezia giulia,femmine,55-64 anni,2017,12
friuli venezia giulia,femmine,55-64 anni,2018,18
friuli venezia giulia,femmine,55-64 anni,2019,17
friuli venezia giulia,femmine,55-64 anni,2020,19
friuli venezia giulia,femmine,55-64 anni,2021,23
friuli venezia giulia,femmine,55-64 anni,2022,13
friuli venezia giulia,femmine,55-64 anni,2023,15
friuli venezia giulia,femmine,55-64 anni,2024,11
friuli venezia giulia,femmine,65 anni e più,2015,19
friuli venezia giulia,femmine,65 anni e più,2016,14
friuli venezia giulia,femmine,65 anni e più,2017,11
friuli venezia giulia,femmine,65 anni e più,2018,19
friuli venezia giulia,femmine,65 anni e più,2019,12
friuli venezia giulia,femmine,65 anni e più,2020,21
friuli venezia giulia,femmine,65 anni e più,2021,24
friuli venezia giulia,femmine,65 anni e più,2022,12
friuli venezia giulia,femmine,65 anni e più,2023,23
friuli venezia giulia,femmine,65 anni e più,2024,16
friuli venezia giulia,femmine,non disponibile,2015,8
friuli venezia giulia,femmine,non disponibile,2016,6
friuli venezia giulia,femmine,non disponibile,2017,6
friuli venezia giulia,femmine,non disponibile,2018,6
friuli venezia giulia,femmine,non disponibile,2019,3
friuli venezia giulia,femmine,non disponibile,2020,30
friuli venezia giulia,femmine,non disponibile,2021,35
friuli venezia giulia,femmine,non disponibile,2022,11
friuli venezia giulia,femmine,non disponibile,2023,15
friuli venezia giulia,femmine,non disponibile,2024,95
friuli venezia giulia,non indicato,non disponibile,2023,3
friuli venezia giulia,non indicato,non disponibile,2024,6
emilia romagna,maschi,non indicato,2023,2
emilia romagna,maschi,non indicato,2024,1
emilia romagna,maschi,fino a 17 anni,2021,1
emilia romagna,maschi,fino a 17 anni,2022,4
emilia romagna,maschi,fino a 17 anni,2023,1
emilia romagna,maschi,18-24 anni,2016,1
emilia romagna,maschi,18-24 anni,2019,1
emilia romagna,maschi,18-24 anni,2020,4
emilia romagna,maschi,18-24 anni,2021,2
emilia romagna,maschi,18-24 anni,2022,2
emilia romagna,maschi,18-24 anni,2023,2
emilia romagna,maschi,18-24 anni,2024,1
emilia romagna,maschi,25-34 anni,2015,1
emilia romagna,maschi,25-34 anni,2017,3
emilia romagna,maschi,25-34 anni,2018,2
emilia romagna,maschi,25-34 anni,2019,1
emilia romagna,maschi,25-34 anni,2020,5
emilia romagna,maschi,25-34 anni,2021,4
emilia romagna,maschi,25-34 anni,2022,2
emilia romagna,maschi,25-34 anni,2023,7
emilia romagna,maschi,25-34 anni,2024,2
emilia romagna,maschi,35-44 anni,2015,5
emilia romagna,maschi,35-44 anni,2016,9
emilia romagna,maschi,35-44 anni,2017,7
emilia romagna,maschi,35-44 anni,2018,1
emilia romagna,maschi,35-44 anni,2019,1
emilia romagna,maschi,35-44 anni,2020,5
emilia romagna,maschi,35-44 anni,2021,1
emilia romagna,maschi,35-44 anni,2022,3
emilia romagna,maschi,35-44 anni,2023,5
emilia romagna,maschi,35-44 anni,2024,3
emilia romagna,maschi,45-54 anni,2015,6
emilia romagna,maschi,45-54 anni,2016,5
emilia romagna,maschi,45-54 anni,2017,1
emilia romagna,maschi,45-54 anni,2018,2
emilia romagna,maschi,45-54 anni,2019,4
emilia romagna,maschi,45-54 anni,2020,7
emilia romagna,maschi,45-54 anni,2021,4
emilia romagna,maschi,45-54 anni,2022,2
emilia romagna,maschi,45-54 anni,2023,4
emilia romagna,maschi,45-54 anni,2024,2
emilia romagna,maschi,55-64 anni,2016,1
emilia romagna,maschi,55-64 anni,2017,3
emilia romagna,maschi,55-64 anni,2018,1
emilia romagna,maschi,55-64 anni,2019,4
emilia romagna,maschi,55-64 anni,2020,3
emilia romagna,maschi,55-64 anni,2022,3
emilia romagna,maschi,55-64 anni,2023,1
emilia romagna,maschi,55-64 anni,2024,2
emilia romagna,maschi,65 anni e più,2015,3
emilia romagna,maschi,65 anni e più,2016,3
emilia romagna,maschi,65 anni e più,2018,1
emilia romagna,maschi,65 anni e più,2020,1
emilia romagna,maschi,65 anni e più,2023,2
emilia romagna,maschi,65 anni e più,2024,4
emilia romagna,maschi,non disponibile,2015,4
emilia romagna,maschi,non disponibile,2016,1
emilia romagna,maschi,non disponibile,2017,5
emilia romagna,maschi,non disponibile,2018,2
emilia romagna,maschi,non disponibile,2019,1
emilia romagna,maschi,non disponibile,2020,6
emilia romagna,maschi,non disponibile,2021,17
emilia romagna,maschi,non disponibile,2022,1
emilia romagna,maschi,non disponibile,2024,9
emilia romagna,femmine,non indicato,2015,4
emilia romagna,femmine,non indicato,2016,4
emilia romagna,femmine,non indicato,2018,5
emilia romagna,femmine,non indicato,2019,1
emilia romagna,femmine,non indicato,2020,3
emilia romagna,femmine,non indicato,2021,28
emilia romagna,femmine,non indicato,2022,21
emilia romagna,femmine,non indicato,2023,56
emilia romagna,femmine,non indicato,2024,45
emilia romagna,femmine,fino a 17 anni,2015,1
emilia romagna,femmine,fino a 17 anni,2016,1
emilia romagna,femmine,fino a 17 anni,2017,3
emilia romagna,femmine,fino a 17 anni,2018,7
emilia romagna,femmine,fino a 17 anni,2019,7
emilia romagna,femmine,fino a 17 anni,2020,9
emilia romagna,femmine,fino a 17 anni,2021,27
emilia romagna,femmine,fino a 17 anni,2022,14
emilia romagna,femmine,fino a 17 anni,2023,23
emilia romagna,femmine,fino a 17 anni,2024,19
emilia romagna,femmine,18-24 anni,2015,34
emilia romagna,femmine,18-24 anni,2016,29
emilia romagna,femmine,18-24 anni,2017,20
emilia romagna,femmine,18-24 anni,2018,40
emilia romagna,femmine,18-24 anni,2019,40
emilia romagna,femmine,18-24 anni,2020,73
emilia romagna,femmine,18-24 anni,2021,86
emilia romagna,femmine,18-24 anni,2022,70
emilia romagna,femmine,18-24 anni,2023,77
emilia romagna,femmine,18-24 anni,2024,82
emilia romagna,femmine,25-34 anni,2015,83
emilia romagna,femmine,25-34 anni,2016,73
emilia romagna,femmine,25-34 anni,2017,77
emilia romagna,femmine,25-34 anni,2018,91
emilia romagna,femmine,25-34 anni,2019,109
emilia romagna,femmine,25-34 anni,2020,147
emilia romagna,femmine,25-34 anni,2021,135
emilia romagna,femmine,25-34 anni,2022,138
emilia romagna,femmine,25-34 anni,2023,187
emilia romagna,femmine,25-34 anni,2024,182
emilia romagna,femmine,35-44 anni,2015,123
emilia romagna,femmine,35-44 anni,2016,109
emilia romagna,femmine,35-44 anni,2017,118
emilia romagna,femmine,35-44 anni,2018,129
emilia romagna,femmine,35-44 anni,2019,139
emilia romagna,femmine,35-44 anni,2020,169
emilia romagna,femmine,35-44 anni,2021,141
emilia romagna,femmine,35-44 anni,2022,159
emilia romagna,femmine,35-44 anni,2023,187
emilia romagna,femmine,35-44 anni,2024,214
emilia romagna,femmine,45-54 anni,2015,100
emilia romagna,femmine,45-54 anni,2016,99
emilia romagna,femmine,45-54 anni,2017,73
emilia romagna,femmine,45-54 anni,2018,96
emilia romagna,femmine,45-54 anni,2019,77
emilia romagna,femmine,45-54 anni,2020,143
emilia romagna,femmine,45-54 anni,2021,156
emilia romagna,femmine,45-54 anni,2022,141
emilia romagna,femmine,45-54 anni,2023,141
emilia romagna,femmine,45-54 anni,2024,161
emilia romagna,femmine,55-64 anni,2015,33
emilia romagna,femmine,55-64 anni,2016,50
emilia romagna,femmine,55-64 anni,2017,39
emilia romagna,femmine,55-64 anni,2018,66
emilia romagna,femmine,55-64 anni,2019,48
emilia romagna,femmine,55-64 anni,2020,78
emilia romagna,femmine,55-64 anni,2021,87
emilia romagna,femmine,55-64 anni,2022,81
emilia romagna,femmine,55-64 anni,2023,56
emilia romagna,femmine,55-64 anni,2024,48
emilia romagna,femmine,65 anni e più,2015,48
emilia romagna,femmine,65 anni e più,2016,38
emilia romagna,femmine,65 anni e più,2017,38
emilia romagna,femmine,65 anni e più,2018,39
emilia romagna,femmine,65 anni e più,2019,29
emilia romagna,femmine,65 anni e più,2020,77
emilia romagna,femmine,65 anni e più,2021,73
emilia romagna,femmine,65 anni e più,2022,40
emilia romagna,femmine,65 anni e più,2023,82
emilia romagna,femmine,65 anni e più,2024,93
emilia romagna,femmine,non disponibile,2015,11
emilia romagna,femmine,non disponibile,2016,20
emilia romagna,femmine,non disponibile,2017,26
emilia romagna,femmine,non disponibile,2018,40
emilia romagna,femmine,non disponibile,2019,29
emilia romagna,femmine,non disponibile,2020,183
emilia romagna,femmine,non disponibile,2021,232
emilia romagna,femmine,non disponibile,2022,46
emilia romagna,femmine,non disponibile,2023,44
emilia romagna,femmine,non disponibile,2024,364
emilia romagna,non indicato,non indicato,2023,2
emilia romagna,non indicato,18-24 anni,2023,1
emilia romagna,non indicato,25-34 anni,2023,1
emilia romagna,non indicato,25-34 anni,2024,2
emilia romagna,non indicato,35-44 anni,2024,1
emilia romagna,non indicato,non disponibile,2023,13
emilia romagna,non indicato,non disponibile,2024,20
centro,maschi,non indicato,2016,2
centro,maschi,non indicato,2020,1
centro,maschi,non indicato,2021,5
centro,maschi,non indicato,2022,3
centro,maschi,non indicato,2023,12
centro,maschi,non indicato,2024,9
centro,maschi,fino a 17 anni,2015,2
centro,maschi,fino a 17 anni,2017,1
centro,maschi,fino a 17 anni,2018,2
centro,maschi,fino a 17 anni,2019,3
centro,maschi,fino a 17 anni,2020,8
centro,maschi,fino a 17 anni,2021,5
centro,maschi,fino a 17 anni,2022,4
centro,maschi,fino a 17 anni,2023,2
centro,maschi,fino a 17 anni,2024,3
centro,maschi,18-24 anni,2015,2
centro,maschi,18-24 anni,2016,6
centro,maschi,18-24 anni,2017,3
centro,maschi,18-24 anni,2018,4
centro,maschi,18-24 anni,2019,1
centro,maschi,18-24 anni,2020,10
centro,maschi,18-24 anni,2021,15
centro,maschi,18-24 anni,2022,8
centro,maschi,18-24 anni,2023,6
centro,maschi,18-24 anni,2024,5
centro,maschi,25-34 anni,2015,5
centro,maschi,25-34 anni,2016,16
centro,maschi,25-34 anni,2017,15
centro,maschi,25-34 anni,2018,5
centro,maschi,25-34 anni,2019,5
centro,maschi,25-34 anni,2020,24
centro,maschi,25-34 anni,2021,13
centro,maschi,25-34 anni,2022,15
centro,maschi,25-34 anni,2023,17
centro,maschi,25-34 anni,2024,12
centro,maschi,35-44 anni,2015,16
centro,maschi,35-44 anni,2016,17
centro,maschi,35-44 anni,2017,17
centro,maschi,35-44 anni,2018,11
centro,maschi,35-44 anni,2019,16
centro,maschi,35-44 anni,2020,21
centro,maschi,35-44 anni,2021,13
centro,maschi,35-44 anni,2022,13
centro,maschi,35-44 anni,2023,11
centro,maschi,35-44 anni,2024,8
centro,maschi,45-54 anni,2015,13
centro,maschi,45-54 anni,2016,14
centro,maschi,45-54 anni,2017,14
centro,maschi,45-54 anni,2018,14
centro,maschi,45-54 anni,2019,8
centro,maschi,45-54 anni,2020,19
centro,maschi,45-54 anni,2021,10
centro,maschi,45-54 anni,2022,7
centro,maschi,45-54 anni,2023,9
centro,maschi,45-54 anni,2024,15
centro,maschi,55-64 anni,2015,8
centro,maschi,55-64 anni,2016,7
centro,maschi,55-64 anni,2017,3
centro,maschi,55-64 anni,2018,5
centro,maschi,55-64 anni,2019,6
centro,maschi,55-64 anni,2020,8
centro,maschi,55-64 anni,2021,8
centro,maschi,55-64 anni,2022,7
centro,maschi,55-64 anni,2023,2
centro,maschi,65 anni e più,2015,7
centro,maschi,65 anni e più,2016,7
centro,maschi,65 anni e più,2017,6
centro,maschi,65 anni e più,2018,8
centro,maschi,65 anni e più,2019,7
centro,maschi,65 anni e più,2020,7
centro,maschi,65 anni e più,2021,7
centro,maschi,65 anni e più,2022,6
centro,maschi,65 anni e più,2023,9
centro,maschi,65 anni e più,2024,7
centro,maschi,non disponibile,2015,3
centro,maschi,non disponibile,2016,7
centro,maschi,non disponibile,2017,4
centro,maschi,non disponibile,2018,8
centro,maschi,non disponibile,2019,2
centro,maschi,non disponibile,2020,32
centro,maschi,non disponibile,2021,25
centro,maschi,non disponibile,2022,7
centro,maschi,non disponibile,2023,8
centro,maschi,non disponibile,2024,28
centro,femmine,non indicato,2015,11
centro,femmine,non indicato,2016,15
centro,femmine,non indicato,2017,21
centro,femmine,non indicato,2018,6
centro,femmine,non indicato,2019,1
centro,femmine,non indicato,2020,18
centro,femmine,non indicato,2021,68
centro,femmine,non indicato,2022,84
centro,femmine,non indicato,2023,219
centro,femmine,non indicato,2024,130
centro,femmine,fino a 17 anni,2015,15
centro,femmine,fino a 17 anni,2016,15
centro,femmine,fino a 17 anni,2017,17
centro,femmine,fino a 17 anni,2018,19
centro,femmine,fino a 17 anni,2019,19
centro,femmine,fino a 17 anni,2020,38
centro,femmine,fino a 17 anni,2021,70
centro,femmine,fino a 17 anni,2022,47
centro,femmine,fino a 17 anni,2023,59
centro,femmine,fino a 17 anni,2024,46
centro,femmine,18-24 anni,2015,110
centro,femmine,18-24 anni,2016,94
centro,femmine,18-24 anni,2017,104
centro,femmine,18-24 anni,2018,117
centro,femmine,18-24 anni,2019,144
centro,femmine,18-24 anni,2020,207
centro,femmine,18-24 anni,2021,281
centro,femmine,18-24 anni,2022,252
centro,femmine,18-24 anni,2023,302
centro,femmine,18-24 anni,2024,248
centro,femmine,25-34 anni,2015,318
centro,femmine,25-34 anni,2016,295
centro,femmine,25-34 anni,2017,243
centro,femmine,25-34 anni,2018,351
centro,femmine,25-34 anni,2019,361
centro,femmine,25-34 anni,2020,432
centro,femmine,25-34 anni,2021,419
centro,femmine,25-34 anni,2022,446
centro,femmine,25-34 anni,2023,530
centro,femmine,25-34 anni,2024,457
centro,femmine,35-44 anni,2015,447
centro,femmine,35-44 anni,2016,445
centro,femmine,35-44 anni,2017,379
centro,femmine,35-44 anni,2018,522
centro,femmine,35-44 anni,2019,509
centro,femmine,35-44 anni,2020,596
centro,femmine,35-44 anni,2021,566
centro,femmine,35-44 anni,2022,579
centro,femmine,35-44 anni,2023,690
centro,femmine,35-44 anni,2024,584
centro,femmine,45-54 anni,2015,345
centro,femmine,45-54 anni,2016,375
centro,femmine,45-54 anni,2017,349
centro,femmine,45-54 anni,2018,537
centro,femmine,45-54 anni,2019,423
centro,femmine,45-54 anni,2020,523
centro,femmine,45-54 anni,2021,561
centro,femmine,45-54 anni,2022,497
centro,femmine,45-54 anni,2023,607
centro,femmine,45-54 anni,2024,486
centro,femmine,55-64 anni,2015,208
centro,femmine,55-64 anni,2016,198
centro,femmine,55-64 anni,2017,179
centro,femmine,55-64 anni,2018,214
centro,femmine,55-64 anni,2019,225
centro,femmine,55-64 anni,2020,267
centro,femmine,55-64 anni,2021,294
centro,femmine,55-64 anni,2022,260
centro,femmine,55-64 anni,2023,206
centro,femmine,55-64 anni,2024,184
centro,femmine,65 anni e più,2015,169
centro,femmine,65 anni e più,2016,177
centro,femmine,65 anni e più,2017,160
centro,femmine,65 anni e più,2018,184
centro,femmine,65 anni e più,2019,165
centro,femmine,65 anni e più,2020,260
centro,femmine,65 anni e più,2021,322
centro,femmine,65 anni e più,2022,210
centro,femmine,65 anni e più,2023,305
centro,femmine,65 anni e più,2024,304
centro,femmine,non disponibile,2015,92
centro,femmine,non disponibile,2016,64
centro,femmine,non disponibile,2017,118
centro,femmine,non disponibile,2018,146
centro,femmine,non disponibile,2019,94
centro,femmine,non disponibile,2020,712
centro,femmine,non disponibile,2021,804
centro,femmine,non disponibile,2022,198
centro,femmine,non disponibile,2023,144
centro,femmine,non disponibile,2024,1134
centro,non indicato,non indicato,2023,5
centro,non indicato,non indicato,2024,4
centro,non indicato,18-24 anni,2023,1
centro,non indicato,18-24 anni,2024,1
centro,non indicato,25-34 anni,2021,1
centro,non indicato,25-34 anni,2023,1
centro,non indicato,35-44 anni,2023,4
centro,non indicato,45-54 anni,2023,4
centro,non indicato,65 anni e più,2023,1
centro,non indicato,65 anni e più,2024,1
centro,non indicato,non disponibile,2023,59
centro,non indicato,non disponibile,2024,58
toscana,maschi,non indicato,2021,2
toscana,maschi,non indicato,2022,3
toscana,maschi,non indicato,2023,6
toscana,maschi,non indicato,2024,3
toscana,maschi,fino a 17 anni,2015,1
toscana,maschi,fino a 17 anni,2020,3
toscana,maschi,fino a 17 anni,2021,1
toscana,maschi,fino a 17 anni,2022,3
toscana,maschi,fino a 17 anni,2023,1
toscana,maschi,18-24 anni,2015,1
toscana,maschi,18-24 anni,2016,1
toscana,maschi,18-24 anni,2017,1
toscana,maschi,18-24 anni,2018,1
toscana,maschi,18-24 anni,2020,5
toscana,maschi,18-24 anni,2021,3
toscana,maschi,18-24 anni,2023,1
toscana,maschi,18-24 anni,2024,1
toscana,maschi,25-34 anni,2016,2
toscana,maschi,25-34 anni,2017,5
toscana,maschi,25-34 anni,2020,9
toscana,maschi,25-34 anni,2021,4
toscana,maschi,25-34 anni,2022,3
toscana,maschi,25-34 anni,2023,2
toscana,maschi,25-34 anni,2024,3
toscana,maschi,35-44 anni,2015,4
toscana,maschi,35-44 anni,2016,2
toscana,maschi,35-44 anni,2017,5
toscana,maschi,35-44 anni,2018,3
toscana,maschi,35-44 anni,2019,1
toscana,maschi,35-44 anni,2020,4
toscana,maschi,35-44 anni,2021,4
toscana,maschi,35-44 anni,2022,6
toscana,maschi,35-44 anni,2023,1
toscana,maschi,35-44 anni,2024,2
toscana,maschi,45-54 anni,2015,1
toscana,maschi,45-54 anni,2016,9
toscana,maschi,45-54 anni,2017,5
toscana,maschi,45-54 anni,2018,3
toscana,maschi,45-54 anni,2019,1
toscana,maschi,45-54 anni,2020,7
toscana,maschi,45-54 anni,2021,7
toscana,maschi,45-54 anni,2022,3
toscana,maschi,45-54 anni,2023,2
toscana,maschi,45-54 anni,2024,4
toscana,maschi,55-64 anni,2016,2
toscana,maschi,55-64 anni,2017,1
toscana,maschi,55-64 anni,2018,1
toscana,maschi,55-64 anni,2019,1
toscana,maschi,55-64 anni,2020,1
toscana,maschi,55-64 anni,2021,4
toscana,maschi,55-64 anni,2022,2
toscana,maschi,65 anni e più,2015,3
toscana,maschi,65 anni e più,2016,5
toscana,maschi,65 anni e più,2017,4
toscana,maschi,65 anni e più,2018,4
toscana,maschi,65 anni e più,2020,3
toscana,maschi,65 anni e più,2021,2
toscana,maschi,65 anni e più,2023,4
toscana,maschi,65 anni e più,2024,1
toscana,maschi,non disponibile,2017,2
toscana,maschi,non disponibile,2018,2
toscana,maschi,non disponibile,2020,8
toscana,maschi,non disponibile,2021,4
toscana,maschi,non disponibile,2022,2
toscana,maschi,non disponibile,2023,2
toscana,maschi,non disponibile,2024,8
toscana,femmine,non indicato,2015,2
toscana,femmine,non indicato,2016,2
toscana,femmine,non indicato,2017,5
toscana,femmine,non indicato,2018,3
toscana,femmine,non indicato,2020,8
toscana,femmine,non indicato,2021,11
toscana,femmine,non indicato,2022,11
toscana,femmine,non indicato,2023,53
toscana,femmine,non indicato,2024,29
toscana,femmine,fino a 17 anni,2015,2
toscana,femmine,fino a 17 anni,2016,1
toscana,femmine,fino a 17 anni,2017,4
toscana,femmine,fino a 17 anni,2018,12
toscana,femmine,fino a 17 anni,2019,5
toscana,femmine,fino a 17 anni,2020,14
toscana,femmine,fino a 17 anni,2021,13
toscana,femmine,fino a 17 anni,2022,18
toscana,femmine,fino a 17 anni,2023,17
toscana,femmine,fino a 17 anni,2024,15
toscana,femmine,18-24 anni,2015,20
toscana,femmine,18-24 anni,2016,14
toscana,femmine,18-24 anni,2017,24
toscana,femmine,18-24 anni,2018,31
toscana,femmine,18-24 anni,2019,31
toscana,femmine,18-24 anni,2020,59
toscana,femmine,18-24 anni,2021,83
toscana,femmine,18-24 anni,2022,60
toscana,femmine,18-24 anni,2023,66
toscana,femmine,18-24 anni,2024,79
toscana,femmine,25-34 anni,2015,73
toscana,femmine,25-34 anni,2016,45
toscana,femmine,25-34 anni,2017,69
toscana,femmine,25-34 anni,2018,100
toscana,femmine,25-34 anni,2019,111
toscana,femmine,25-34 anni,2020,116
toscana,femmine,25-34 anni,2021,104
toscana,femmine,25-34 anni,2022,105
toscana,femmine,25-34 anni,2023,131
toscana,femmine,25-34 anni,2024,135
toscana,femmine,35-44 anni,2015,104
toscana,femmine,35-44 anni,2016,87
toscana,femmine,35-44 anni,2017,100
toscana,femmine,35-44 anni,2018,131
toscana,femmine,35-44 anni,2019,138
toscana,femmine,35-44 anni,2020,167
toscana,femmine,35-44 anni,2021,143
toscana,femmine,35-44 anni,2022,122
toscana,femmine,35-44 anni,2023,142
toscana,femmine,35-44 anni,2024,153
toscana,femmine,45-54 anni,2015,64
toscana,femmine,45-54 anni,2016,86
toscana,femmine,45-54 anni,2017,105
toscana,femmine,45-54 anni,2018,132
toscana,femmine,45-54 anni,2019,106
toscana,femmine,45-54 anni,2020,135
toscana,femmine,45-54 anni,2021,158
toscana,femmine,45-54 anni,2022,130
toscana,femmine,45-54 anni,2023,138
toscana,femmine,45-54 anni,2024,136
toscana,femmine,55-64 anni,2015,48
toscana,femmine,55-64 anni,2016,38
toscana,femmine,55-64 anni,2017,49
toscana,femmine,55-64 anni,2018,60
toscana,femmine,55-64 anni,2019,42
toscana,femmine,55-64 anni,2020,80
toscana,femmine,55-64 anni,2021,58
toscana,femmine,55-64 anni,2022,59
toscana,femmine,55-64 anni,2023,61
toscana,femmine,55-64 anni,2024,56
toscana,femmine,65 anni e più,2015,49
toscana,femmine,65 anni e più,2016,40
toscana,femmine,65 anni e più,2017,41
toscana,femmine,65 anni e più,2018,56
toscana,femmine,65 anni e più,2019,57
toscana,femmine,65 anni e più,2020,77
toscana,femmine,65 anni e più,2021,88
toscana,femmine,65 anni e più,2022,54
toscana,femmine,65 anni e più,2023,82
toscana,femmine,65 anni e più,2024,79
toscana,femmine,non disponibile,2015,17
toscana,femmine,non disponibile,2016,10
toscana,femmine,non disponibile,2017,30
toscana,femmine,non disponibile,2018,34
toscana,femmine,non disponibile,2019,26
toscana,femmine,non disponibile,2020,173
toscana,femmine,non disponibile,2021,169
toscana,femmine,non disponibile,2022,57
toscana,femmine,non disponibile,2023,34
toscana,femmine,non disponibile,2024,313
toscana,non indicato,non indicato,2023,2
toscana,non indicato,non indicato,2024,1
toscana,non indicato,45-54 anni,2023,1
toscana,non indicato,65 anni e più,2024,1
toscana,non indicato,non disponibile,2023,13
toscana,non indicato,non disponibile,2024,15
umbria,maschi,non indicato,2024,1
umbria,maschi,fino a 17 anni,2015,1
umbria,maschi,fino a 17 anni,2021,1
umbria,maschi,18-24 anni,2016,2
umbria,maschi,18-24 anni,2017,1
umbria,maschi,18-24 anni,2018,1
