territorio,sesso,età,periodo,numero_vittime
abruzzo,femmine,55-64 anni,2022,26
abruzzo,femmine,55-64 anni,2023,19
abruzzo,femmine,55-64 anni,2024,14
abruzzo,femmine,65 anni e più,2015,7
abruzzo,femmine,65 anni e più,2016,19
abruzzo,femmine,65 anni e più,2017,10
abruzzo,femmine,65 anni e più,2018,7
abruzzo,femmine,65 anni e più,2019,18
abruzzo,femmine,65 anni e più,2020,21
abruzzo,femmine,65 anni e più,2021,27
abruzzo,femmine,65 anni e più,2022,17
abruzzo,femmine,65 anni e più,2023,43
abruzzo,femmine,65 anni e più,2024,20
abruzzo,femmine,non disponibile,2015,12
abruzzo,femmine,non disponibile,2016,4
abruzzo,femmine,non disponibile,2017,9
abruzzo,femmine,non disponibile,2018,18
abruzzo,femmine,non disponibile,2019,11
abruzzo,femmine,non disponibile,2020,66
abruzzo,femmine,non disponibile,2021,52
abruzzo,femmine,non disponibile,2022,16
abruzzo,femmine,non disponibile,2023,11
abruzzo,femmine,non disponibile,2024,93
abruzzo,non indicato,non indicato,2023,1
abruzzo,non indicato,25-34 anni,2024,1
abruzzo,non indicato,non disponibile,2023,4
abruzzo,non indicato,non disponibile,2024,5
molise,maschi,18-24 anni,2018,1
molise,maschi,18-24 anni,2024,1
molise,maschi,25-34 anni,2020,1
molise,maschi,35-44 anni,2015,1
molise,maschi,35-44 anni,2016,1
molise,maschi,35-44 anni,2017,1
molise,maschi,35-44 anni,2020,3
molise,maschi,45-54 anni,2019,1
molise,maschi,45-54 anni,2021,1
molise,maschi,55-64 anni,2017,1
molise,maschi,55-64 anni,2019,1
molise,maschi,non disponibile,2024,1
molise,femmine,non indicato,2021,1
molise,femmine,non indicato,2022,1
molise,femmine,non indicato,2023,1
molise,femmine,non indicato,2024,2
molise,femmine,fino a 17 anni,2020,1
molise,femmine,fino a 17 anni,2024,1
molise,femmine,18-24 anni,2015,5
molise,femmine,18-24 anni,2016,1
molise,femmine,18-24 anni,2017,1
molise,femmine,18-24 anni,2019,4
molise,femmine,18-24 anni,2020,5
molise,femmine,18-24 anni,2021,6
molise,femmine,18-24 anni,2023,9
molise,femmine,18-24 anni,2024,5
molise,femmine,25-34 anni,2015,6
molise,femmine,25-34 anni,2016,6
molise,femmine,25-34 anni,2017,5
molise,femmine,25-34 anni,2018,4
molise,femmine,25-34 anni,2019,5
molise,femmine,25-34 anni,2020,9
molise,femmine,25-34 anni,2021,5
molise,femmine,25-34 anni,2022,7
molise,femmine,25-34 anni,2023,15
molise,femmine,25-34 anni,2024,4
molise,femmine,35-44 anni,2015,11
molise,femmine,35-44 anni,2016,10
molise,femmine,35-44 anni,2017,4
molise,femmine,35-44 anni,2018,6
molise,femmine,35-44 anni,2019,7
molise,femmine,35-44 anni,2020,13
molise,femmine,35-44 anni,2021,8
molise,femmine,35-44 anni,2022,7
molise,femmine,35-44 anni,2023,7
molise,femmine,35-44 anni,2024,6
molise,femmine,45-54 anni,2015,7
molise,femmine,45-54 anni,2016,7
molise,femmine,45-54 anni,2017,4
molise,femmine,45-54 anni,2018,11
molise,femmine,45-54 anni,2019,5
molise,femmine,45-54 anni,2020,3
molise,femmine,45-54 anni,2021,5
molise,femmine,45-54 anni,2022,10
molise,femmine,45-54 anni,2023,5
molise,femmine,45-54 anni,2024,2
molise,femmine,55-64 anni,2015,3
molise,femmine,55-64 anni,2016,2
molise,femmine,55-64 anni,2017,1
molise,femmine,55-64 anni,2018,1
molise,femmine,55-64 anni,2019,8
molise,femmine,55-64 anni,2020,5
molise,femmine,55-64 anni,2021,4
molise,femmine,55-64 anni,2022,4
molise,femmine,55-64 anni,2023,6
molise,femmine,55-64 anni,2024,10
molise,femmine,65 anni e più,2015,1
molise,femmine,65 anni e più,2016,1
molise,femmine,65 anni e più,2017,1
molise,femmine,65 anni e più,2019,1
molise,femmine,65 anni e più,2020,3
molise,femmine,65 anni e più,2021,3
molise,femmine,65 anni e più,2022,4
molise,femmine,65 anni e più,2023,3
molise,femmine,65 anni e più,2024,5
molise,femmine,non disponibile,2015,4
molise,femmine,non disponibile,2016,4
molise,femmine,non disponibile,2017,2
molise,femmine,non disponibile,2018,1
molise,femmine,non disponibile,2019,1
molise,femmine,non disponibile,2020,6
molise,femmine,non disponibile,2021,8
molise,femmine,non disponibile,2022,2
molise,femmine,non disponibile,2023,1
molise,femmine,non disponibile,2024,21
molise,non indicato,non disponibile,2023,1
molise,non indicato,non disponibile,2024,3
campania,maschi,non indicato,2022,1
campania,maschi,non indicato,2023,2
campania,maschi,non indicato,2024,6
campania,maschi,fino a 17 anni,2018,1
campania,maschi,fino a 17 anni,2019,1
campania,maschi,fino a 17 anni,2020,3
campania,maschi,18-24 anni,2015,4
campania,maschi,18-24 anni,2016,2
campania,maschi,18-24 anni,2017,1
campania,maschi,18-24 anni,2018,1
campania,maschi,18-24 anni,2019,2
campania,maschi,18-24 anni,2020,2
campania,maschi,18-24 anni,2021,2
campania,maschi,18-24 anni,2022,5
campania,maschi,18-24 anni,2023,3
campania,maschi,18-24 anni,2024,4
campania,maschi,25-34 anni,2015,9
campania,maschi,25-34 anni,2017,4
campania,maschi,25-34 anni,2018,1
campania,maschi,25-34 anni,2019,3
campania,maschi,25-34 anni,2020,3
campania,maschi,25-34 anni,2021,4
campania,maschi,25-34 anni,2022,2
campania,maschi,25-34 anni,2023,4
campania,maschi,25-34 anni,2024,5
campania,maschi,35-44 anni,2015,8
campania,maschi,35-44 anni,2016,15
campania,maschi,35-44 anni,2017,8
campania,maschi,35-44 anni,2018,6
campania,maschi,35-44 anni,2019,5
campania,maschi,35-44 anni,2020,6
campania,maschi,35-44 anni,2021,1
campania,maschi,35-44 anni,2022,3
campania,maschi,35-44 anni,2023,4
campania,maschi,35-44 anni,2024,5
campania,maschi,45-54 anni,2015,4
campania,maschi,45-54 anni,2016,5
campania,maschi,45-54 anni,2017,2
campania,maschi,45-54 anni,2018,9
campania,maschi,45-54 anni,2019,2
campania,maschi,45-54 anni,2020,3
campania,maschi,45-54 anni,2021,2
campania,maschi,45-54 anni,2022,2
campania,maschi,45-54 anni,2023,3
campania,maschi,45-54 anni,2024,4
campania,maschi,55-64 anni,2015,2
campania,maschi,55-64 anni,2016,5
campania,maschi,55-64 anni,2017,4
campania,maschi,55-64 anni,2018,5
campania,maschi,55-64 anni,2019,1
campania,maschi,55-64 anni,2020,3
campania,maschi,55-64 anni,2021,1
campania,maschi,55-64 anni,2022,2
campania,maschi,55-64 anni,2023,2
campania,maschi,65 anni e più,2015,2
campania,maschi,65 anni e più,2016,1
campania,maschi,65 anni e più,2018,3
campania,maschi,65 anni e più,2019,5
campania,maschi,65 anni e più,2021,4
campania,maschi,65 anni e più,2022,1
campania,maschi,65 anni e più,2023,3
campania,maschi,65 anni e più,2024,2
campania,maschi,non disponibile,2015,1
campania,maschi,non disponibile,2016,4
campania,maschi,non disponibile,2017,4
campania,maschi,non disponibile,2018,4
campania,maschi,non disponibile,2020,8
campania,maschi,non disponibile,2021,21
campania,maschi,non disponibile,2022,7
campania,maschi,non disponibile,2023,1
campania,maschi,non disponibile,2024,13
campania,femmine,non indicato,2015,5
campania,femmine,non indicato,2016,4
campania,femmine,non indicato,2017,5
campania,femmine,non indicato,2018,6
campania,femmine,non indicato,2019,1
campania,femmine,non indicato,2020,6
campania,femmine,non indicato,2021,25
campania,femmine,non indicato,2022,22
campania,femmine,non indicato,2023,78
campania,femmine,non indicato,2024,42
campania,femmine,fino a 17 anni,2015,4
campania,femmine,fino a 17 anni,2016,7
campania,femmine,fino a 17 anni,2017,4
campania,femmine,fino a 17 anni,2018,7
campania,femmine,fino a 17 anni,2019,3
campania,femmine,fino a 17 anni,2020,15
campania,femmine,fino a 17 anni,2021,18
campania,femmine,fino a 17 anni,2022,17
campania,femmine,fino a 17 anni,2023,18
campania,femmine,fino a 17 anni,2024,13
campania,femmine,18-24 anni,2015,57
campania,femmine,18-24 anni,2016,55
campania,femmine,18-24 anni,2017,46
campania,femmine,18-24 anni,2018,65
campania,femmine,18-24 anni,2019,56
campania,femmine,18-24 anni,2020,87
campania,femmine,18-24 anni,2021,108
campania,femmine,18-24 anni,2022,69
campania,femmine,18-24 anni,2023,72
campania,femmine,18-24 anni,2024,82
campania,femmine,25-34 anni,2015,180
campania,femmine,25-34 anni,2016,139
campania,femmine,25-34 anni,2017,131
campania,femmine,25-34 anni,2018,155
campania,femmine,25-34 anni,2019,171
campania,femmine,25-34 anni,2020,188
campania,femmine,25-34 anni,2021,192
campania,femmine,25-34 anni,2022,149
campania,femmine,25-34 anni,2023,172
campania,femmine,25-34 anni,2024,137
campania,femmine,35-44 anni,2015,232
campania,femmine,35-44 anni,2016,209
campania,femmine,35-44 anni,2017,183
campania,femmine,35-44 anni,2018,252
campania,femmine,35-44 anni,2019,242
campania,femmine,35-44 anni,2020,268
campania,femmine,35-44 anni,2021,231
campania,femmine,35-44 anni,2022,254
campania,femmine,35-44 anni,2023,244
campania,femmine,35-44 anni,2024,197
campania,femmine,45-54 anni,2015,217
campania,femmine,45-54 anni,2016,203
campania,femmine,45-54 anni,2017,166
campania,femmine,45-54 anni,2018,208
campania,femmine,45-54 anni,2019,182
campania,femmine,45-54 anni,2020,232
campania,femmine,45-54 anni,2021,239
campania,femmine,45-54 anni,2022,206
campania,femmine,45-54 anni,2023,177
campania,femmine,45-54 anni,2024,222
campania,femmine,55-64 anni,2015,90
campania,femmine,55-64 anni,2016,89
campania,femmine,55-64 anni,2017,77
campania,femmine,55-64 anni,2018,113
campania,femmine,55-64 anni,2019,87
campania,femmine,55-64 anni,2020,123
campania,femmine,55-64 anni,2021,126
campania,femmine,55-64 anni,2022,104
campania,femmine,55-64 anni,2023,81
campania,femmine,55-64 anni,2024,83
campania,femmine,65 anni e più,2015,45
campania,femmine,65 anni e più,2016,68
campania,femmine,65 anni e più,2017,43
campania,femmine,65 anni e più,2018,75
campania,femmine,65 anni e più,2019,52
campania,femmine,65 anni e più,2020,102
campania,femmine,65 anni e più,2021,131
campania,femmine,65 anni e più,2022,75
campania,femmine,65 anni e più,2023,144
campania,femmine,65 anni e più,2024,120
campania,femmine,non disponibile,2015,44
campania,femmine,non disponibile,2016,56
campania,femmine,non disponibile,2017,67
campania,femmine,non disponibile,2018,79
campania,femmine,non disponibile,2019,51
campania,femmine,non disponibile,2020,274
campania,femmine,non disponibile,2021,302
campania,femmine,non disponibile,2022,72
campania,femmine,non disponibile,2023,47
campania,femmine,non disponibile,2024,391
campania,non indicato,non indicato,2023,2
campania,non indicato,fino a 17 anni,2024,1
campania,non indicato,18-24 anni,2023,1
campania,non indicato,18-24 anni,2024,1
campania,non indicato,25-34 anni,2023,1
campania,non indicato,25-34 anni,2024,1
campania,non indicato,non disponibile,2023,24
campania,non indicato,non disponibile,2024,16
puglia,maschi,non indicato,2021,1
puglia,maschi,non indicato,2023,1
puglia,maschi,non indicato,2024,3
puglia,maschi,fino a 17 anni,2015,1
puglia,maschi,fino a 17 anni,2020,2
puglia,maschi,fino a 17 anni,2021,2
puglia,maschi,18-24 anni,2015,1
puglia,maschi,18-24 anni,2016,1
puglia,maschi,18-24 anni,2017,1
puglia,maschi,18-24 anni,2018,1
puglia,maschi,18-24 anni,2020,2
puglia,maschi,18-24 anni,2021,2
puglia,maschi,18-24 anni,2022,1
puglia,maschi,18-24 anni,2023,1
puglia,maschi,25-34 anni,2015,6
puglia,maschi,25-34 anni,2016,2
puglia,maschi,25-34 anni,2017,6
puglia,maschi,25-34 anni,2018,3
puglia,maschi,25-34 anni,2019,2
puglia,maschi,25-34 anni,2020,3
puglia,maschi,25-34 anni,2022,1
puglia,maschi,25-34 anni,2023,2
puglia,maschi,25-34 anni,2024,1
puglia,maschi,35-44 anni,2015,4
puglia,maschi,35-44 anni,2016,4
puglia,maschi,35-44 anni,2017,2
puglia,maschi,35-44 anni,2018,3
puglia,maschi,35-44 anni,2019,5
puglia,maschi,35-44 anni,2020,4
puglia,maschi,35-44 anni,2021,4
puglia,maschi,35-44 anni,2023,6
puglia,maschi,35-44 anni,2024,4
puglia,maschi,45-54 anni,2015,4
puglia,maschi,45-54 anni,2016,1
puglia,maschi,45-54 anni,2017,1
puglia,maschi,45-54 anni,2018,5
puglia,maschi,45-54 anni,2019,2
puglia,maschi,45-54 anni,2020,3
puglia,maschi,45-54 anni,2021,5
puglia,maschi,45-54 anni,2022,2
puglia,maschi,45-54 anni,2023,1
puglia,maschi,45-54 anni,2024,2
puglia,maschi,55-64 anni,2015,2
puglia,maschi,55-64 anni,2016,3
puglia,maschi,55-64 anni,2017,1
puglia,maschi,55-64 anni,2018,2
puglia,maschi,55-64 anni,2019,1
puglia,maschi,55-64 anni,2020,2
puglia,maschi,55-64 anni,2021,2
puglia,maschi,55-64 anni,2022,1
puglia,maschi,55-64 anni,2023,2
puglia,maschi,65 anni e più,2015,4
puglia,maschi,65 anni e più,2016,2
puglia,maschi,65 anni e più,2017,2
puglia,maschi,65 anni e più,2018,4
puglia,maschi,65 anni e più,2019,4
puglia,maschi,65 anni e più,2020,7
puglia,maschi,65 anni e più,2022,1
puglia,maschi,65 anni e più,2023,6
puglia,maschi,65 anni e più,2024,3
puglia,maschi,non disponibile,2015,2
puglia,maschi,non disponibile,2016,1
puglia,maschi,non disponibile,2017,1
puglia,maschi,non disponibile,2018,3
puglia,maschi,non disponibile,2019,2
puglia,maschi,non disponibile,2020,9
puglia,maschi,non disponibile,2021,7
puglia,maschi,non disponibile,2022,1
puglia,maschi,non disponibile,2024,10
puglia,femmine,non indicato,2015,2
puglia,femmine,non indicato,2016,4
puglia,femmine,non indicato,2017,3
puglia,femmine,non indicato,2018,2
puglia,femmine,non indicato,2020,2
puglia,femmine,non indicato,2021,14
puglia,femmine,non indicato,2022,21
puglia,femmine,non indicato,2023,42
puglia,femmine,non indicato,2024,41
puglia,femmine,fino a 17 anni,2015,4
puglia,femmine,fino a 17 anni,2016,3
puglia,femmine,fino a 17 anni,2017,5
puglia,femmine,fino a 17 anni,2018,7
puglia,femmine,fino a 17 anni,2019,6
puglia,femmine,fino a 17 anni,2020,11
puglia,femmine,fino a 17 anni,2021,13
puglia,femmine,fino a 17 anni,2022,8
puglia,femmine,fino a 17 anni,2023,24
puglia,femmine,fino a 17 anni,2024,16
puglia,femmine,18-24 anni,2015,29
puglia,femmine,18-24 anni,2016,18
puglia,femmine,18-24 anni,2017,25
puglia,femmine,18-24 anni,2018,20
puglia,femmine,18-24 anni,2019,36
puglia,femmine,18-24 anni,2020,67
puglia,femmine,18-24 anni,2021,88
puglia,femmine,18-24 anni,2022,36
puglia,femmine,18-24 anni,2023,66
puglia,femmine,18-24 anni,2024,50
puglia,femmine,25-34 anni,2015,96
puglia,femmine,25-34 anni,2016,70
puglia,femmine,25-34 anni,2017,78
puglia,femmine,25-34 anni,2018,90
puglia,femmine,25-34 anni,2019,83
puglia,femmine,25-34 anni,2020,117
puglia,femmine,25-34 anni,2021,137
puglia,femmine,25-34 anni,2022,99
puglia,femmine,25-34 anni,2023,102
puglia,femmine,25-34 anni,2024,102
puglia,femmine,35-44 anni,2015,128
puglia,femmine,35-44 anni,2016,142
puglia,femmine,35-44 anni,2017,118
puglia,femmine,35-44 anni,2018,128
puglia,femmine,35-44 anni,2019,117
puglia,femmine,35-44 anni,2020,162
puglia,femmine,35-44 anni,2021,156
puglia,femmine,35-44 anni,2022,141
puglia,femmine,35-44 anni,2023,144
puglia,femmine,35-44 anni,2024,137
puglia,femmine,45-54 anni,2015,116
puglia,femmine,45-54 anni,2016,94
puglia,femmine,45-54 anni,2017,88
puglia,femmine,45-54 anni,2018,171
puglia,femmine,45-54 anni,2019,124
puglia,femmine,45-54 anni,2020,148
puglia,femmine,45-54 anni,2021,146
puglia,femmine,45-54 anni,2022,140
puglia,femmine,45-54 anni,2023,130
puglia,femmine,45-54 anni,2024,139
puglia,femmine,55-64 anni,2015,56
puglia,femmine,55-64 anni,2016,51
puglia,femmine,55-64 anni,2017,34
puglia,femmine,55-64 anni,2018,66
puglia,femmine,55-64 anni,2019,49
puglia,femmine,55-64 anni,2020,73
puglia,femmine,55-64 anni,2021,84
puglia,femmine,55-64 anni,2022,68
puglia,femmine,55-64 anni,2023,62
puglia,femmine,55-64 anni,2024,63
puglia,femmine,65 anni e più,2015,39
puglia,femmine,65 anni e più,2016,43
puglia,femmine,65 anni e più,2017,36
puglia,femmine,65 anni e più,2018,47
puglia,femmine,65 anni e più,2019,28
puglia,femmine,65 anni e più,2020,69
puglia,femmine,65 anni e più,2021,79
puglia,femmine,65 anni e più,2022,77
puglia,femmine,65 anni e più,2023,78
puglia,femmine,65 anni e più,2024,83
puglia,femmine,non disponibile,2015,25
puglia,femmine,non disponibile,2016,23
puglia,femmine,non disponibile,2017,27
puglia,femmine,non disponibile,2018,59
puglia,femmine,non disponibile,2019,21
puglia,femmine,non disponibile,2020,171
puglia,femmine,non disponibile,2021,162
puglia,femmine,non disponibile,2022,45
puglia,femmine,non disponibile,2023,30
puglia,femmine,non disponibile,2024,258
puglia,non indicato,non indicato,2023,2
puglia,non indicato,non indicato,2024,1
puglia,non indicato,non disponibile,2023,7
puglia,non indicato,non disponibile,2024,16
basilicata,maschi,18-24 anni,2019,1
basilicata,maschi,18-24 anni,2024,1
basilicata,maschi,35-44 anni,2022,1
basilicata,maschi,35-44 anni,2023,1
basilicata,maschi,35-44 anni,2024,1
basilicata,maschi,45-54 anni,2015,1
basilicata,maschi,45-54 anni,2016,2
basilicata,maschi,45-54 anni,2019,1
basilicata,maschi,45-54 anni,2023,1
basilicata,maschi,55-64 anni,2015,1
basilicata,maschi,55-64 anni,2016,1
basilicata,maschi,55-64 anni,2023,1
basilicata,maschi,65 anni e più,2022,1
basilicata,maschi,non disponibile,2019,1
basilicata,maschi,non disponibile,2023,1
basilicata,femmine,non indicato,2018,1
basilicata,femmine,non indicato,2021,3
basilicata,femmine,non indicato,2022,1
basilicata,femmine,non indicato,2023,6
basilicata,femmine,non indicato,2024,3
basilicata,femmine,fino a 17 anni,2019,2
basilicata,femmine,fino a 17 anni,2020,1
basilicata,femmine,fino a 17 anni,2021,5
basilicata,femmine,fino a 17 anni,2023,1
basilicata,femmine,fino a 17 anni,2024,2
basilicata,femmine,18-24 anni,2015,3
basilicata,femmine,18-24 anni,2016,2
basilicata,femmine,18-24 anni,2017,4
basilicata,femmine,18-24 anni,2018,2
basilicata,femmine,18-24 anni,2019,1
basilicata,femmine,18-24 anni,2020,7
basilicata,femmine,18-24 anni,2021,13
basilicata,femmine,18-24 anni,2022,6
basilicata,femmine,18-24 anni,2023,9
basilicata,femmine,18-24 anni,2024,4
basilicata,femmine,25-34 anni,2015,5
basilicata,femmine,25-34 anni,2016,9
basilicata,femmine,25-34 anni,2017,10
basilicata,femmine,25-34 anni,2018,14
basilicata,femmine,25-34 anni,2019,17
basilicata,femmine,25-34 anni,2020,9
basilicata,femmine,25-34 anni,2021,10
basilicata,femmine,25-34 anni,2022,12
basilicata,femmine,25-34 anni,2023,8
basilicata,femmine,25-34 anni,2024,9
basilicata,femmine,35-44 anni,2015,14
basilicata,femmine,35-44 anni,2016,14
basilicata,femmine,35-44 anni,2017,15
basilicata,femmine,35-44 anni,2018,11
basilicata,femmine,35-44 anni,2019,25
basilicata,femmine,35-44 anni,2020,22
basilicata,femmine,35-44 anni,2021,8
basilicata,femmine,35-44 anni,2022,11
basilicata,femmine,35-44 anni,2023,20
basilicata,femmine,35-44 anni,2024,10
basilicata,femmine,45-54 anni,2015,13
basilicata,femmine,45-54 anni,2016,10
basilicata,femmine,45-54 anni,2017,11
basilicata,femmine,45-54 anni,2018,14
basilicata,femmine,45-54 anni,2019,15
basilicata,femmine,45-54 anni,2020,15
basilicata,femmine,45-54 anni,2021,17
basilicata,femmine,45-54 anni,2022,27
basilicata,femmine,45-54 anni,2023,21
basilicata,femmine,45-54 anni,2024,15
basilicata,femmine,55-64 anni,2015,8
basilicata,femmine,55-64 anni,2016,1
basilicata,femmine,55-64 anni,2017,4
basilicata,femmine,55-64 anni,2018,5
basilicata,femmine,55-64 anni,2019,3
basilicata,femmine,55-64 anni,2020,8
basilicata,femmine,55-64 anni,2021,16
basilicata,femmine,55-64 anni,2022,6
basilicata,femmine,55-64 anni,2023,4
basilicata,femmine,55-64 anni,2024,8
basilicata,femmine,65 anni e più,2015,4
basilicata,femmine,65 anni e più,2016,2
basilicata,femmine,65 anni e più,2017,2
basilicata,femmine,65 anni e più,2018,3
basilicata,femmine,65 anni e più,2019,2
basilicata,femmine,65 anni e più,2020,4
basilicata,femmine,65 anni e più,2021,7
basilicata,femmine,65 anni e più,2022,10
basilicata,femmine,65 anni e più,2023,13
basilicata,femmine,65 anni e più,2024,7
basilicata,femmine,non disponibile,2017,4
basilicata,femmine,non disponibile,2018,6
basilicata,femmine,non disponibile,2019,1
basilicata,femmine,non disponibile,2020,16
basilicata,femmine,non disponibile,2021,21
basilicata,femmine,non disponibile,2022,5
basilicata,femmine,non disponibile,2023,2
basilicata,femmine,non disponibile,2024,23
basilicata,non indicato,non disponibile,2024,1
calabria,maschi,fino a 17 anni,2021,2
calabria,maschi,18-24 anni,2018,1
calabria,maschi,18-24 anni,2020,1
calabria,maschi,18-24 anni,2021,2
calabria,maschi,25-34 anni,2015,1
calabria,maschi,25-34 anni,2016,2
calabria,maschi,25-34 anni,2017,5
calabria,maschi,25-34 anni,2021,2
calabria,maschi,25-34 anni,2022,1
calabria,maschi,25-34 anni,2024,1
calabria,maschi,35-44 anni,2015,1
calabria,maschi,35-44 anni,2016,1
calabria,maschi,35-44 anni,2018,2
calabria,maschi,35-44 anni,2019,1
calabria,maschi,35-44 anni,2020,1
calabria,maschi,35-44 anni,2024,1
calabria,maschi,45-54 anni,2019,1
calabria,maschi,45-54 anni,2020,3
calabria,maschi,45-54 anni,2021,3
calabria,maschi,45-54 anni,2022,1
calabria,maschi,55-64 anni,2016,1
calabria,maschi,55-64 anni,2019,1
calabria,maschi,55-64 anni,2020,1
calabria,maschi,65 anni e più,2015,2
calabria,maschi,65 anni e più,2016,1
calabria,maschi,65 anni e più,2017,1
calabria,maschi,65 anni e più,2021,2
calabria,maschi,65 anni e più,2023,4
calabria,maschi,non disponibile,2020,2
calabria,maschi,non disponibile,2021,5
calabria,maschi,non disponibile,2024,1
calabria,femmine,non indicato,2015,2
calabria,femmine,non indicato,2016,1
calabria,femmine,non indicato,2017,3
calabria,femmine,non indicato,2020,2
calabria,femmine,non indicato,2021,6
calabria,femmine,non indicato,2022,11
calabria,femmine,non indicato,2023,20
calabria,femmine,non indicato,2024,11
calabria,femmine,fino a 17 anni,2017,2
calabria,femmine,fino a 17 anni,2018,3
calabria,femmine,fino a 17 anni,2019,4
calabria,femmine,fino a 17 anni,2020,4
calabria,femmine,fino a 17 anni,2021,3
calabria,femmine,fino a 17 anni,2022,2
calabria,femmine,fino a 17 anni,2023,14
calabria,femmine,fino a 17 anni,2024,7
calabria,femmine,18-24 anni,2015,9
calabria,femmine,18-24 anni,2016,13
calabria,femmine,18-24 anni,2017,11
calabria,femmine,18-24 anni,2018,6
calabria,femmine,18-24 anni,2019,13
calabria,femmine,18-24 anni,2020,14
calabria,femmine,18-24 anni,2021,20
calabria,femmine,18-24 anni,2022,17
calabria,femmine,18-24 anni,2023,14
calabria,femmine,18-24 anni,2024,21
calabria,femmine,25-34 anni,2015,28
calabria,femmine,25-34 anni,2016,34
calabria,femmine,25-34 anni,2017,35
calabria,femmine,25-34 anni,2018,36
calabria,femmine,25-34 anni,2019,35
calabria,femmine,25-34 anni,2020,50
calabria,femmine,25-34 anni,2021,45
calabria,femmine,25-34 anni,2022,46
calabria,femmine,25-34 anni,2023,48
calabria,femmine,25-34 anni,2024,33
calabria,femmine,35-44 anni,2015,48
calabria,femmine,35-44 anni,2016,41
calabria,femmine,35-44 anni,2017,40
calabria,femmine,35-44 anni,2018,53
calabria,femmine,35-44 anni,2019,57
calabria,femmine,35-44 anni,2020,100
calabria,femmine,35-44 anni,2021,72
calabria,femmine,35-44 anni,2022,51
calabria,femmine,35-44 anni,2023,62
calabria,femmine,35-44 anni,2024,36
calabria,femmine,45-54 anni,2015,57
calabria,femmine,45-54 anni,2016,54
calabria,femmine,45-54 anni,2017,31
calabria,femmine,45-54 anni,2018,34
calabria,femmine,45-54 anni,2019,52
calabria,femmine,45-54 anni,2020,45
calabria,femmine,45-54 anni,2021,66
calabria,femmine,45-54 anni,2022,41
calabria,femmine,45-54 anni,2023,47
calabria,femmine,45-54 anni,2024,32
calabria,femmine,55-64 anni,2015,16
calabria,femmine,55-64 anni,2016,22
calabria,femmine,55-64 anni,2017,17
calabria,femmine,55-64 anni,2018,28
calabria,femmine,55-64 anni,2019,23
calabria,femmine,55-64 anni,2020,42
calabria,femmine,55-64 anni,2021,24
calabria,femmine,55-64 anni,2022,33
calabria,femmine,55-64 anni,2023,18
calabria,femmine,55-64 anni,2024,16
calabria,femmine,65 anni e più,2015,16
calabria,femmine,65 anni e più,2016,17
calabria,femmine,65 anni e più,2017,8
calabria,femmine,65 anni e più,2018,17
calabria,femmine,65 anni e più,2019,14
calabria,femmine,65 anni e più,2020,22
calabria,femmine,65 anni e più,2021,26
calabria,femmine,65 anni e più,2022,31
calabria,femmine,65 anni e più,2023,30
calabria,femmine,65 anni e più,2024,13
calabria,femmine,non disponibile,2015,10
calabria,femmine,non disponibile,2016,6
calabria,femmine,non disponibile,2017,16
calabria,femmine,non disponibile,2018,14
calabria,femmine,non disponibile,2019,14
calabria,femmine,non disponibile,2020,72
calabria,femmine,non disponibile,2021,62
calabria,femmine,non disponibile,2022,13
calabria,femmine,non disponibile,2023,10
calabria,femmine,non disponibile,2024,97
calabria,non indicato,55-64 anni,2024,1
calabria,non indicato,non disponibile,2023,7
calabria,non indicato,non disponibile,2024,5
isole,maschi,non indicato,2015,1
isole,maschi,non indicato,2017,2
isole,maschi,non indicato,2021,2
isole,maschi,non indicato,2023,4
isole,maschi,non indicato,2024,1
isole,maschi,fino a 17 anni,2015,1
isole,maschi,fino a 17 anni,2019,1
isole,maschi,fino a 17 anni,2020,2
isole,maschi,fino a 17 anni,2021,2
isole,maschi,fino a 17 anni,2022,1
isole,maschi,fino a 17 anni,2024,3
isole,maschi,18-24 anni,2016,4
isole,maschi,18-24 anni,2018,1
isole,maschi,18-24 anni,2019,6
isole,maschi,18-24 anni,2020,1
isole,maschi,18-24 anni,2021,1
isole,maschi,18-24 anni,2022,2
isole,maschi,18-24 anni,2023,2
isole,maschi,18-24 anni,2024,1
isole,maschi,25-34 anni,2015,4
isole,maschi,25-34 anni,2016,5
isole,maschi,25-34 anni,2017,4
isole,maschi,25-34 anni,2018,3
isole,maschi,25-34 anni,2019,1
isole,maschi,25-34 anni,2020,8
isole,maschi,25-34 anni,2021,5
isole,maschi,25-34 anni,2022,2
isole,maschi,25-34 anni,2023,2
isole,maschi,25-34 anni,2024,2
isole,maschi,35-44 anni,2015,5
isole,maschi,35-44 anni,2016,4
isole,maschi,35-44 anni,2017,7
isole,maschi,35-44 anni,2018,6
isole,maschi,35-44 anni,2020,5
isole,maschi,35-44 anni,2021,5
isole,maschi,35-44 anni,2022,1
isole,maschi,35-44 anni,2023,8
isole,maschi,35-44 anni,2024,4
isole,maschi,45-54 anni,2015,4
isole,maschi,45-54 anni,2016,6
isole,maschi,45-54 anni,2017,4
isole,maschi,45-54 anni,2018,3
isole,maschi,45-54 anni,2019,3
isole,maschi,45-54 anni,2020,9
isole,maschi,45-54 anni,2021,4
isole,maschi,45-54 anni,2022,5
isole,maschi,45-54 anni,2023,3
isole,maschi,45-54 anni,2024,1
isole,maschi,55-64 anni,2015,3
isole,maschi,55-64 anni,2016,4
isole,maschi,55-64 anni,2017,1
